maxAge,endDate,totalRevenue,costOfRevenue,grossProfit,researchDevelopment,sellingGeneralAdministrative,nonRecurring,otherOperatingExpenses,totalOperatingExpenses,operatingIncome,totalOtherIncomeExpenseNet,ebit,interestExpense,incomeBeforeTax,incomeTaxExpense,minorityInterest,netIncomeFromContinuingOps,discontinuedOperations,extraordinaryItems,effectOfAccountingCharges,otherItems,netIncome,netIncomeApplicableToCommonShares,type,kode
1,2022-03-31,11080000000000,140282000000,11080000000000,{},4660000000000,{},1484000000000,6144000000000,4936000000000,1043400000000,0,{},4871000000000,909000000000,2705223000000,3962000000000,{},{},{},{},3962000000000,3962000000000,Q,BBNI.JK
1,2021-12-31,8943816000000,170626000000,8773190000000,{},5561755000000,{},799445000000,6531826000000,2411990000000,502373000000,0,{},2914363000000,-290306000000,2781605000000,3204669000000,{},{},{},{},3152201000000,3152202000000,Q,BBNI.JK
1,2021-09-30,9107867000000,142192000000,8965675000000,{},5213455000000,{},625058000000,5980705000000,3127162000000,224569000000,0,{},3351731000000,617924000000,2690046000000,2733807000000,{},{},{},{},2719714000000,2719713000000,Q,BBNI.JK
1,2021-12-31,111422160000000,1390913000000,110031247000000,{},59117575000000,{},17923204000000,78431692000000,32990468000000,8001597000000,0,{},40992065000000,7835608000000,3051821000000,33156457000000,{},{},{},{},33467283000000,33467283000000,A,BBRI.JK
1,2020-12-31,92228752000000,1366489000000,90862263000000,{},52565546000000,{},15551060000000,69483095000000,22745657000000,7247749000000,0,{},29993406000000,8951971000000,2550831000000,21041435000000,{},{},{},{},21035795000000,21035795000000,A,BBRI.JK
1,2019-12-31,81939989000000,1311163000000,80628826000000,{},37947956000000,{},5963868000000,45222987000000,36717002000000,6647051000000,0,{},43364053000000,8950228000000,2460903000000,34413825000000,{},{},{},{},34372609000000,34372609000000,A,BBRI.JK
1,2018-12-31,77511555000000,1189443000000,76322112000000,{},35249604000000,{},5201823000000,41640870000000,35870685000000,5883009000000,0,{},41753694000000,9335208000000,2307788000000,32418486000000,{},{},{},{},32351133000000,32351133000000,A,BBRI.JK
1,2022-06-30,32885741000000,456351000000,32429390000000,{},14917144000000,{},4163026000000,19536521000000,13349220000000,2515176000000,0,{},15864396000000,3207746000000,3684357000000,12656650000000,{},{},{},{},12618981000000,12618981000000,Q,BBRI.JK
1,2022-03-31,30916641000000,388447000000,30528194000000,{},14509615000000,{},3018672000000,17916734000000,12999907000000,2359976000000,0,{},15359883000000,3140262000000,3711622000000,12219621000000,{},{},{},{},12167224000000,12167224000000,Q,BBRI.JK
1,2021-12-31,48084461000000,528649000000,47555812000000,{},25149065000000,{},8842014000000,34519728000000,13564733000000,2118307000000,0,{},15683040000000,1596614000000,3051821000000,14086426000000,{},{},{},{},14211033000000,14211033000000,Q,BBRI.JK
1,2021-09-30,22193818000000,316082000000,21877736000000,{},12606076000000,{},2498387000000,15420545000000,6773273000000,2156225000000,0,{},8929498000000,2399303000000,2998227000000,6530195000000,{},{},{},{},6783623000000,6783623000000,Q,BBRI.JK
1,2021-12-31,11726393000000,1012177000000,10714216000000,{},6129594000000,{},509192000000,7650963000000,4075430000000,-1082110000000,0,{},2993320000000,617093000000,{},2376227000000,{},{},{},{},2376227000000,2376227000000,A,BBTN.JK
1,2020-12-31,9180679000000,1017544000000,8163135000000,{},5073924000000,{},289566000000,6381034000000,2799645000000,-528788000000,0,{},2270857000000,668499000000,{},1602358000000,{},{},{},{},1602358000000,1602358000000,A,BBTN.JK
1,2019-12-31,7584988000000,1036317000000,6548671000000,{},5252660000000,{},306447000000,6595424000000,989564000000,-578502000000,0,{},411062000000,201799000000,{},209263000000,{},{},{},{},209263000000,209263000000,A,BBTN.JK
1,2018-12-31,10446440000000,924065000000,9522375000000,{},5177850000000,{},349097000000,6451012000000,3995428000000,-385153000000,0,{},3610275000000,802352000000,{},2807923000000,{},{},{},{},2807923000000,2807923000000,A,BBTN.JK
1,2022-06-30,3228338000000,263450000000,2964888000000,{},2113999000000,{},177277000000,2554726000000,673612000000,262179000000,0,{},935791000000,239289000000,{},696502000000,{},{},{},{},696502000000,696502000000,Q,BBTN.JK
1,2022-03-31,3345000000000,246237000000,3345000000000,{},1085430000000,{},2357000000000,2357000000000,988000000000,-653037000000,0,{},982000000000,208000000000,{},774000000000,{},{},{},{},774000000000,774000000000,Q,BBTN.JK
1,2021-12-31,3449442000000,276582000000,3172860000000,{},1469864000000,{},229249000000,1975695000000,1473747000000,-529557000000,0,{},944190000000,83359000000,{},860831000000,{},{},{},{},860831000000,860831000000,Q,BBTN.JK
1,2021-09-30,2882983000000,243660000000,2639323000000,{},1554241000000,{},96394000000,1894295000000,988688000000,-185762000000,0,{},802926000000,207597000000,{},595329000000,{},{},{},{},595329000000,595329000000,Q,BBTN.JK
1,2021-12-31,910709348365,288710531273,621998817092,{},221325504897,{},22416807839,532452844009,378256504356,-80810070629,378256504356,-261670368017,297446433727,68176082847,1483676828890,229270350880,{},{},{},{},261472609470,261472609470,A,BKSL.JK
1,2020-12-31,451847226952,206848297906,244998929046,{},184097454480,{},45876304802,436822057188,15025169764,-557040718995,15025169764,-318761061840,-542015549231,14286233398,1515503019330,-556301782629,{},{},{},{},-608784173814,-608784173814,A,BKSL.JK
1,2019-12-31,951421027715,390925955236,560495072479,{},252378548887,{},113288367574,756592871697,194828156018,-107552657235,194828156018,-199746367300,87275498783,18347421371,1182804894346,68928077412,{},{},{},{},49505385523,49505385523,A,BKSL.JK
1,2018-12-31,1316805554419,616539045088,700266509331,{},314216276134,{},37403330482,968158651704,348646902715,53261839577,348646902715,-164287603179,401908742292,33317425843,1163965260721,368591316449,{},{},{},{},335872044497,335872044497,A,BKSL.JK
1,2022-06-30,310451173853,74818806358,235632367495,{},49186619148,{},9282329662,133287755168,177163418685,-159973289776,177163418685,-123872032385,17190128909,8523911037,1478452084096,8666217872,{},{},{},{},-245588586,-245588586,Q,BKSL.JK
1,2022-03-31,98111547392,47378946967,50732600425,{},38997487435,{},1542441723,87918876125,10192671267,-43842200981,10192671267,-49408630964,-33649529714,1556045882,1469540277638,-35205575596,{},{},{},{},-21069024344,-21069024344,Q,BKSL.JK
1,2021-12-31,-1711137083172,-1629612303318,-81524779854,{},47234189647,{},37877039089,-1544501074582,-166636008590,101087857999,-166636008590,-81800812159,-65548150591,5216528047,1483676828890,-70764678638,{},{},{},{},-51894809615,-51894809615,Q,BKSL.JK
1,2021-09-30,199675605156,95312507239,104363097917,{},42619987768,{},2625241485,140557736492,59117868664,-41417866270,59117868664,-49465091224,17700002394,4421380473,1527246228853,13278621921,{},{},{},{},18898828482,18898828482,Q,BKSL.JK
1,2021-12-31,86552332000000,1863203000000,84689129000000,{},40333608000000,{},6008479000000,48205290000000,38347042000000,11379000000,0,{},38358421000000,7807324000000,17424670000000,30551097000000,{},{},{},{},28028155000000,28028155000000,A,BMRI.JK
1,2020-12-31,70268800000000,1396956000000,68871844000000,{},37169852000000,{},7273803000000,45840611000000,24428189000000,-35784000000,0,{},24392405000000,5993477000000,15321204000000,18398928000000,{},{},{},{},16799515000000,16799515000000,A,BMRI.JK
1,2019-12-31,76835074000000,1490891000000,75344183000000,{},33365208000000,{},5463163000000,40319262000000,36515812000000,-74372000000,0,{},36441440000000,7985848000000,4433672000000,28455592000000,{},{},{},{},27482133000000,27482133000000,A,BMRI.JK
1,2018-12-31,71246382000000,1483710000000,69762672000000,{},31426064000000,{},4410927000000,37320701000000,33925681000000,17688000000,0,{},33943369000000,8091432000000,3757788000000,25851937000000,{},{},{},{},25015021000000,25015021000000,A,BMRI.JK
1,2022-06-30,25932668000000,296551000000,25636117000000,{},9962771000000,{},1630406000000,11889728000000,14042940000000,8916000000,0,{},14051856000000,2901697000000,18265140000000,11150159000000,{},{},{},{},10177683000000,10177683000000,Q,BMRI.JK
1,2022-03-31,25710000000000,431210000000,25710000000000,{},10493000000000,{},1520000000000,12013000000000,13697000000000,5805000000,0,{},13706000000000,3674000000000,18245000000000,10032000000000,{},{},{},{},10032000000000,10032000000000,Q,BMRI.JK
1,2021-12-31,23872169000000,693807000000,23178362000000,{},11563148000000,{},688045000000,12945000000000,10927169000000,20744000000,0,{},10947913000000,1450362000000,17424670000000,9497551000000,{},{},{},{},8799080000000,8799080000000,Q,BMRI.JK
1,2021-09-30,21364091000000,455119000000,20908972000000,{},9753626000000,{},1762767000000,11971512000000,9392579000000,90304000000,0,{},9482883000000,2114498000000,16672581000000,7368385000000,{},{},{},{},6727941000000,6727941000000,Q,BMRI.JK
1,2021-12-31,7654802250986,3035343991377,4619458259609,{},1888404506866,{},101900105678,5025648603921,2629153647065,-845250371032,2629153647065,-1637866903607,1783903276033,245062319860,4438109373863,1538840956173,{},{},{},{},1348623038141,1348623038141,A,BSDE.JK
1,2020-12-31,6180589086059,2087493131859,4093095954200,{},1779221563671,{},109675438459,3976390133989,2204198952070,-1480118747335,2204198952070,-1775299329911,724080204735,237822390577,4351768056812,486257814158,{},{},{},{},281700888667,281700888667,A,BSDE.JK
1,2019-12-31,7084864038574,2168059505419,4916804533155,{},2014589216944,{},109372593903,4292021316266,2792842722308,637038919544,2792842722308,-1027110941897,3429881641852,299805538400,4398051850620,3130076103452,{},{},{},{},2791416326399,2791416326399,A,BSDE.JK
