emiten,tanggal,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares
KPIG.JK,2020-12-31,,,279424172239,258616885400,310349134106,185829013288,150473870452,62839741999,62839741999,-98194884835,-222974791531,,,,20611632666,678039009593,615199267594,527565139141,216584430240,,258812539573,310349134106
KPIG.JK,2019-12-31,,,304665906377,310698589317,259726588875,287533360229,398184930707,125441399030,125441399030,-14789828552,-156509183672,,,,30530862400,1066627786299,941186387269,668442855592,179224507347,,274135043977,259726588875
KPIG.JK,2018-12-31,,,714199720552,255594665702,619842738212,333706269909,421294609571,104251533401,104251533401,-16663193739,-164043329688,,,,48721040182,992453478256,888201944855,571158868685,609948187151,,665478680370,619842738212
CENT.JK,2021-12-31,,,-217754000000,,-314231000000,204241000000,614722000000,387813000000,387813000000,22668000000,-369622000000,,,,96477000000,1193097000000,805284000000,578375000000,-605567000000,,-314231000000,-314231000000
CENT.JK,2020-12-31,,,-422836000000,,-509181000000,162429000000,577467000000,385032000000,385032000000,30006000000,-397528000000,,,,86345000000,1096044000000,711012000000,518577000000,-807868000000,,-509181000000,-509181000000
CENT.JK,2019-12-31,,,58948000000,,8912000000,141462000000,431522000000,287358000000,287358000000,2702000000,-200873000000,,,,50036000000,831777000000,544419000000,400255000000,-228410000000,,8912000000,8912000000
CENT.JK,2018-12-31,,,27848000000,,35637000000,191148000000,402745000000,214608000000,214608000000,-3011000000,-138973000000,,,,-7789000000,801161000000,586553000000,398416000000,-186760000000,,35637000000,35637000000
SIMP.JK,2021-12-31,,,2295067000000,4118355000000,984414000000,1592724000000,5252444000000,3356013000000,3356013000000,303707000000,-680902000000,,,,961320000000,19658529000000,16302516000000,14406085000000,-1060946000000,,1333747000000,984414000000
SIMP.JK,2020-12-31,,,1034810000000,3557084000000,234281000000,1196968000000,3015855000000,1772547000000,1772547000000,46340000000,-798316000000,,,,694525000000,14474700000000,12702153000000,11458845000000,-737737000000,,340285000000,234281000000
SIMP.JK,2019-12-31,,,-177369000000,3296370000000,-546148000000,1432771000000,2285120000000,728656000000,728656000000,123693000000,-890899000000,,,,464833000000,13650388000000,12921732000000,11365268000000,-906025000000,,-642202000000,-546148000000
SIMP.JK,2018-12-31,,,227996000000,3423331000000,-76566000000,1371412000000,2290136000000,903729000000,903729000000,14995000000,-738335000000,,,,406063000000,14059450000000,13155721000000,11769314000000,-675733000000,,-178067000000,-76566000000
MLPT.JK,2021-12-31,,,295003000000,102326000000,259198000000,133261000000,434316000000,292087000000,292087000000,8968000000,-13754000000,,,,34133000000,2996710000000,2704623000000,2562394000000,2916000000,,260870000000,259198000000
MLPT.JK,2020-12-31,,,223324000000,68214000000,172535000000,152981000000,368143000000,213123000000,213123000000,2039000000,-19115000000,,,,62678000000,2685797000000,2472674000000,2317654000000,10201000000,,160646000000,172535000000
MLPT.JK,2019-12-31,,,176546000000,80085000000,137275000000,175695000000,351002000000,172607000000,172607000000,2700000000,-18451000000,,,,51368000000,2455526000000,2282919000000,2104524000000,3939000000,,125178000000,137275000000
MLPT.JK,2018-12-31,,,120074000000,70165000000,99666000000,153318000000,269814000000,114364000000,114364000000,2132000000,-12361000000,,,,35655000000,2435494000000,2321130000000,2165680000000,5710000000,,84419000000,99666000000
PLIN.JK,2021-12-31,,,566187302000,,447757412000,116491979000,584979644000,412651187000,412651187000,3652341000,-2307858000,,,,118429890000,871499152000,458847965000,286519508000,153536115000,,447757412000,447757412000
PLIN.JK,2020-12-31,,,-510291584000,,-575176897000,116351728000,654061935000,475726580000,475726580000,3911026000,-3406582000,,,,64885313000,927495382000,451768802000,273433447000,-986018164000,,-575176897000,-575176897000
PLIN.JK,2019-12-31,,,722818601000,,532693269000,229034246000,985240425000,690714536000,690714536000,5095740000,-92224277000,,,,104812090000,1477975543000,787261007000,492735118000,32104065000,-69468279000.0,618006511000,532693269000
PLIN.JK,2018-12-31,,,529429406000,423231958000.0,553262253000,264317366000,968436584000,637012455000,637012455000,7892679000,-191883997000,,,,53923000000,1443832427000,806819972000,475395843000,-107583049000,104916327000.0,475506406000,553262253000
TMAS.JK,2021-12-31,,,995533000000,6353000000,695698000000,180496000000,730042000000,546206000000,546206000000,3340000000,-152222000000,,,,297912000000,3370324000000,2824118000000,2640282000000,449327000000,,697621000000,695698000000
TMAS.JK,2020-12-31,,,69274000000,4445000000,62788000000,158196000000,419430000000,266218000000,266218000000,-4984000000,-166885000000,,,,17060000000,2669618000000,2403400000000,2250188000000,-196944000000,,52214000000,62788000000
TMAS.JK,2019-12-31,,,168923000000,15085000000,92998000000,122216000000,364177000000,241566000000,241566000000,395000000,-130796000000,,,,68308000000,2512269000000,2270703000000,2148092000000,-72643000000,,100615000000,92998000000
TMAS.JK,2018-12-31,,,4048000000,1431000000,34482000000,111742000000,227201000000,133862000000,133862000000,-18403000000,-131942000000,,,,-30771000000,2320005000000,2186143000000,2092804000000,-129814000000,,34819000000,34482000000
BMHS.JK,2021-12-31,,,398891187968,126817917335,215296355286,343759031462,799775419864,393476835711,393476835711,-4055327204,-16085941290,,,,83527291214,1710759215796,1317282380085,910983795932,5414352257,,315363896754,215296355286
BMHS.JK,2020-12-31,,,144991937521,54462175042,88791039353,249243314692,468231100590,167589598998,167589598998,-6891409285,-43633363938,,,,26531851745,1148144381712,980554782714,679913281122,-22597661477,,118460085776,88791039353
BMHS.JK,2019-12-31,,,47113530309,47012084029,19894704631,265627637264,445054806281,98944144623,98944144623,35481988547,-56148462445,,,,15796576963,964892513429,865948368806,519837707148,-51830614314,,31316953346,19894704631
BMHS.JK,2018-12-31,,,24794589377,37450362070,5127896269,283007487226,382603783092,78394321020,78394321020,-17460743846,-52347794840,,,,12756489181,852232962250,773838641230,469629179158,-53599731643,,12038100196,5127896269
JRPT.JK,2021-12-31,,,859704784000,291622329000,768912755000,293716004000,1122039895000,839870264000,839870264000,-22506439000,-2636774000,,,,72978475000,2174343050000,1334472786000,1052303155000,19834520000,,786726309000,768912755000
JRPT.JK,2020-12-31,,,1131277554000,343858352000,924905073000,312736110000,1152799735000,872085346000,872085346000,-43274822000,-7687478000,,,,117859401000,2184941986000,1312856640000,1032142251000,259192208000,,1013418153000,924905073000
JRPT.JK,2019-12-31,,,1133314743000,314505440000,1016858196000,355335960000,1390074493000,1073063157000,1073063157000,-48128508000,-2635366000,,,,96112906000,2423269696000,1350206539000,1033195203000,60251586000,,1037201837000,1016858196000
JRPT.JK,2018-12-31,,,1153940884000,287150606000,1033205288000,346904663000,1362168230000,1116149639000,1116149639000,-111282343000,-3529999000,,,,104195123000,2330550693000,1214401054000,968382463000,37791245000,,1049745761000,1033205288000
INAF.JK,2021-12-31,,,8773199052,14127114,-37580639615,292914089835,442874585841,53093068227,53093068227,96867427779,-42956742071,,,,46344440278,2901986532879,2848893464652,2459111947038,-44319869175,,-37571241226,-37580639615
INAF.JK,2020-12-31,,,18081602176,4677464,27580910,261274329287,394622939535,53215166410,53215166410,80133443838,-38254177875,,,,18051581467,1715587654399,1662372487989,1320964714864,-35133564234,,30020709,27580910
INAF.JK,2019-12-31,,,9745969307,1687510,7960962724,225471601972,247652013477,22745920864,22745920864,-565509359,-36757062802,,,,1784003281,1359175249655,1336429328791,1111523236178,-12999951557,,7961966026,7960962724
INAF.JK,2018-12-31,,,-25298215467,692828,-32735901429,274754152354,264234685304,-21590118706,-21590118706,11070651656,-48166338082,,,,7438266847,1592979941258,1614570059964,1328745255954,-3708096761,,-32736482314,-32735901429
MAPA.JK,2021-12-31,,,344014000000,-122000000,257388000000,2075208000000,2527435000000,452227000000,452227000000,,-72147000000,,,,113619000000,6042002000000,5589775000000,3514567000000,-108213000000,,230395000000,257388000000
MAPA.JK,2020-12-31,,,-9074000000,13335000000,2078000000,1811487000000,1870139000000,58652000000,58652000000,,-89651000000,,,,-13412000000,4781480000000,4722828000000,2911341000000,-67726000000,,4338000000,2078000000
MAPA.JK,2019-12-31,,,951265000000,2507000000,686771000000,2361595000000,3326999000000,965404000000,965404000000,,-15942000000,,,,264400000000,7472911000000,6507507000000,4145912000000,-14139000000,,686865000000,686771000000
MAPA.JK,2018-12-31,,,585772000000,2412000000,353411000000,1953318000000,2819916000000,866598000000,866598000000,,-64571000000,,,,232451000000,6245547000000,5378949000000,3425631000000,-280826000000,,353321000000,353411000000
TSPC.JK,2021-12-31,,,1098370417471,344936834495,823767936791,2892475145181,3978997676517,1104346538604,1104346538604,-17824007268,-48124205541,,,,220552779828,11234443003639,10130096465035,7255445327122,-5976121133,,877817637643,823767936791
TSPC.JK,2020-12-31,,,1064448534874,321026814329,787803135441,2772892014319,3886742946684,1075647164253,1075647164253,38203768112,-48344863874,,,,230078783192,10968402090246,9892754925993,7081659143562,-11198629379,,834369751682,787803135441
TSPC.JK,2019-12-31,,,796220911472,304521690139,554263001029,3384657769588,4215855984720,797079821081,797079821081,34118394051,-48181736807,,,,201065998598,10993842057747,10196762236666,6777986073027,-858909609,,595154912874,554263001029
TSPC.JK,2018-12-31,,,727700178905,295949217933,512028758825,3173692017450,3818552457419,702576475209,702576475209,-57716035240,-29207817043,,,,187322033018,10088118830780,9385542355571,6269566373361,25123703696,,540378145887,512028758825
PTPP.JK,2021-12-31,,,967837239649,3476894184957,265976722562,625238532386,2165142267584,850341923583,850341923583,409667361218,-1352777275730,,,,606415255490,16763936677996,15913594754413,14598794410412,117495316066,,361421984159,265976722562
PTPP.JK,2020-12-31,,,801361890442,3352232392848,164053051741,583536411070,2227374271087,1073397229193,1073397229193,291454798982,-901561470005,,,,489402555894,15831388462166,14757991232973,13604014191079,-272035338751,,311959334548,164053051741
PTPP.JK,2019-12-31,,,1833333122922,3273445785465,819463019436,820878247546,3301138195570,2182117435361,2182117435361,121896196445,-786018534135,,,,785180043039,23573191977192,21391074541831,20272053781622,-348784312439,,1048153079883,819463019436
PTPP.JK,2018-12-31,,,2812506255705,3549858950844,1501973077232,843164199687,3471568444272,2328079120284,2328079120284,64366117108,-759837836078,,,,853513196345,25119560112231,22791480991947,21647991667959,484427135421,,1958993059360,1501973077232
MIDI.JK,2021-12-31,,,333255000000,523000000,275217000000,3115504000000,3388614000000,488461000000,488461000000,-215351000000,-156476000000,,,,58034000000,13584036000000,13095575000000,10195422000000,-155206000000,,275221000000,275217000000
MIDI.JK,2020-12-31,,,268015000000,517000000,200272000000,2933593000000,3116665000000,398316000000,398316000000,-215244000000,-190093000000,,,,67742000000,12659705000000,12261389000000,9543040000000,-130301000000,,200273000000,200272000000
MIDI.JK,2019-12-31,,,278023000000,509000000,203061000000,2588574000000,2880861000000,456972000000,456972000000,-164685000000,-186982000000,,,,74953000000,11625313000000,11168341000000,8744452000000,-178949000000,,203070000000,203061000000
MIDI.JK,2018-12-31,,,207694000000,503000000,159151000000,2375248000000,2656665000000,413032000000,413032000000,-131615000000,-207230000000,,,,48540000000,10701575000000,10288543000000,8044910000000,-205338000000,,159154000000,159151000000
TGKA.JK,2021-12-31,,,613016615108,26088691,481097539768,948192145208,1508600387636,596752447827,596752447827,-36344205399,-4969544137,,,,131907131119,11926149980019,11329397532192,10417549592383,16264167281,,481109483989,481097539768
TGKA.JK,2020-12-31,,,633961988733,13326252,478557787065,1016420271792,1673743159180,595543717248,595543717248,61779170140,-5019094568,,,,155400836322,12488883541697,11893339824449,10815140382517,38418271485,,478561152411,478557787065
TGKA.JK,2019-12-31,,,558408856906,10925564,428415981870,1129818760633,1670979418982,540480576084,540480576084,680082265,-12359583865,,,,129990372801,13372043554341,12831562978257,11701064135359,17928280822,,428418484105,428415981870
TGKA.JK,2018-12-31,,,429134976950,9898721573,309752974094,971325428782,1405412860815,443861219785,443861219785,-9773787752,-32111852599,,,,110527921455,12940108219350,12496246999565,11534695358535,-14726242835,,318607055495,309752974094
SAME.JK,2021-12-31,,,136613659598,594744851272,138553853328,333509346573,518679022369,188958248892,188958248892,-3788573096,-41094202319,,,,156458856,1271584061675,1082625812783,752905039306,-52344589294,,136457200742,138553853328
SAME.JK,2020-12-31,,,-75609754508,155916643839,-187642992028,290287300610,269682026589,-14019693933,-14019693933,-6585580088,-114639973499,,,,112034585561,816816326717,830836020650,547134300128,-61590060575,,-187644340069,-187642992028
SAME.JK,2019-12-31,,,-140270916124,10501097,-114384783432,198203203694,203613846553,5760151028,5760151028,-349508169,-111467631007,,,,-25885449064,529319793872,523559642844,325705947319,-146031067152,,-114385467060,-114384783432
SAME.JK,2018-12-31,,,81698901417,13011719,58883002032,233432787768,409072170799,175639383031,175639383031,-349508169,-72761518744,,,,22815674708,952082106918,776442723887,543009936119,-93940481614,,58883226709,58883002032
DUTI.JK,2021-12-31,,,824154295332,1800856587960,659891191326,559645309863,1324525382824,715113054954,715113054954,49335695511,-217409818584,,,,94041174448,2177783404033,1462670349079,853258021209,109041240378,,730113120884,659891191326
DUTI.JK,2020-12-31,,,725820605569,1837147922667,533728203352,543088392636,1263205399026,663354542077,663354542077,54406227995,-155300308980,,,,87393232296,1724797535246,1061442993169,461592136220,62466063492,,638427373273,533728203352
DUTI.JK,2019-12-31,,,1426608678808,1872026552700,1102853913328,584070896536,1818593502080,1178632194976,1178632194976,55890410568,-5539276113,,,,136645713493,2459812402375,1281180207399,641218900295,247976483832,,1289962965315,1102853913328
DUTI.JK,2018-12-31,,,1246758530145,1808748850016,911492519460,589290469323,1722644512696,1086928477450,1086928477450,46425565923,-5807213152,,,,120101300035,2225704530841,1138776053391,503060018145,159830052695,,1126657230110,911492519460
ARNA.JK,2021-12-31,,,609653614511,24854823223,470902542490,320803232951,917043504651,600638235566,600638235566,-4397963866,-2644734928,,,,133670240121,2554880982584,1954242747018,1637837477933,9015378945,,475983374390,470902542490
ARNA.JK,2020-12-31,,,420626406830,20901181156,323013050227,284336624113,700299964098,419346821135,419346821135,-3383481150,-5996767900,,,,94384895323,2211743593136,1792396772001,1511443629038,1279585695,,326241511507,323013050227
ARNA.JK,2019-12-31,,,291607365374,18577568999,215534820322,285029384463,567610887825,284703864848,284703864848,-2122361486,-5427495524,,,,73932125865,2151801131686,1867097266838,1584190243861,6903500526,,217675239509,215534820322
ARNA.JK,2018-12-31,,,211729940176,17103698914,156623497165,252558122852,471285711441,223976814487,223976814487,-5249225898,-12002777308,,,,53522141574,1971478070171,1747501255684,1500192358730,-12246874311,,158207798602,156623497165
SMBR.JK,2021-12-31,,,68354164000,36537000,51815794000,532999406000,766041112000,234765123000,234765123000,-1723417000,-180355009000,,,,16536859000,1751585770000,1516820647000,985544658000,-166410959000,,51817305000,51815792563
SMBR.JK,2020-12-31,,,36467602000,35016000,10984574000,549150227000,709209536000,215723168000,215723168000,-55663859000,-183779596000,,,,25485929000,1721907150000,1506183982000,1012697614000,-179255566000,,10981673000,10984574000
SMBR.JK,2019-12-31,,,86572265000,37715000,30072339000,630512957000,853776836000,231190252000,231190252000,-7926373000,-155383775000,,,,56498410000,1999516771000,1768326519000,1145739935000,-144617987000,,30073855000,30072337659
SMBR.JK,2018-12-31,,,145356709000,36324000,76071973000,438917203000,687214850000,260315846000,260315846000,-12018199000,-117413594000,,,,69281988000,1995807528000,1735491682000,1308592678000,-114959137000,,76074721000,76071973000
UCID.JK,2021-12-31,,,613489000000,817000000,474760000000,1255109000000,1856838000000,585968000000,585968000000,15761000000,-29748000000,,,,138402000000,9116592000000,8530624000000,7259754000000,27521000000,,475087000000,474760000000
UCID.JK,2020-12-31,,,468055000000,492000000,311448000000,1158633000000,1725949000000,559772000000,559772000000,7544000000,-47653000000,,,,156373000000,8433933000000,7874161000000,6707984000000,-91717000000,,311682000000,311448000000
UCID.JK,2019-12-31,,,549374000000,266000000,398620000000,1559065000000,2147507000000,517650000000,517650000000,70792000000,-44012000000,,,,150670000000,8519760000000,8002110000000,6372253000000,31724000000,,398704000000,398620000000
UCID.JK,2018-12-31,,,289880000000,184000000,181256000000,1606675000000,2110075000000,491482000000,491482000000,11918000000,-51508000000,,,,108724000000,8350583000000,7859101000000,6240508000000,-201602000000,,181156000000,181256000000
NATO.JK,2021-12-31,,,-4864899652,23659547,-5971492384,6227327844,-51029088,-6278356932,-6278356932,,-244879279,,,,1109499552,1806154116,8084511048,1857183204,1413457280,,-5974399204,-5971492384
NATO.JK,2020-12-31,,,485109828,26566367,900703102,4802219369,-379915705,-5182135074,-5182135074,,-59785571,,,,-422080647,1628481178,6810616252,2008396883,5667244902,,907190475,900703102
NATO.JK,2019-12-31,,,4711370346,20078994,3297452528,13859754558,13558007749,-301746809,-301746809,,-1051923416,,,,1397209838,17788407151,18090153960,4230399402,5013117155,,3314160508,3297452528
NATO.JK,2018-12-31,,,5169231019,3371014,3057779319,10500128158,18579926895,8079798737,8079798737,,-2978465754,,,,2110035212,23017235774,14937437037,4437308879,-2910567718,,3059195807,3057779319
CPRO.JK,2021-12-31,,,2286758000000,2426000000,2211700000000,713180000000,1509915000000,802809000000,802809000000,-6074000000,-227303000000,,,,74465000000,8028078000000,7225269000000,6518163000000,1483949000000,,2212293000000,2211700000000
CPRO.JK,2020-12-31,,,195395000000,2514000000,380902000000,679061000000,1332545000000,666630000000,666630000000,-13146000000,-378121000000,,,,-186027000000,7573506000000,6906876000000,6240961000000,-471235000000,,381422000000,380902000000
CPRO.JK,2019-12-31,,,-348277000000,1993000000,-349067000000,794021000000,1312433000000,519181000000,519181000000,-3627000000,-365549000000,,,,586000000,7175764000000,6656583000000,5863331000000,-867458000000,,-348863000000,-349067000000
CPRO.JK,2018-12-31,,,1831870000000,1697000000,1722582000000,828247000000,1243456000000,415957000000,415957000000,-10385000000,-356690000000,,,,109166000000,7390580000000,6974623000000,6147124000000,1415913000000,,1722704000000,1722582000000
NFCX.JK,2021-12-31,,,348595172271,768088984830,162080420033,60705505627,120656576259,48834936540,48834936540,442691135,-9440497958,,,,10012191692,8885891410028,8837056473488,8765234833769,299760235731,,338582980579,162080420033
NFCX.JK,2020-12-31,,,66713992328,534439627981,23949985980,40741014110,103736874770,60845314899,60845314899,2150545761,-6649331008,,,,12403441058,7597266302278,7536420987379,7493529427508,5868677429,,54310551270,23949985980
NFCX.JK,2019-12-31,,,74623144010,570343414486,35551962191,41699543164,108966280912,64823500515,64823500515,2443237233,-2643400738,,,,17351928945,6153637893298,6088814392783,6044671612386,9799643495,,57271215065,35551962191
NFCX.JK,2018-12-31,,,29150375689,47578648967,15757529670,26044358792,40354210090,10687835400,10687835400,3622015898,-204912210,,,,6568368550,2489584302130,2478896466730,2449230092040,18462540289,,22582007139,15757529670
SAMF.JK,2021-12-31,,,218507276809,26362166210,165349355719,226438676781,474038042375,247599365594,247599365594,,-41890104695,,,,47361237321,1852362345299,1604762979705,1378324302924,-29092088785,,171146039488,165751491146
SAMF.JK,2020-12-31,,,150386933245,23798887438,113829452154,185383047496,391964059744,206581012248,206581012248,,-54865932685,,,,32521134340,1409226181520,1202645169272,1017262121776,-56194079003,,117865798905,113829452154
SAMF.JK,2019-12-31,,,111375090726,23422438158,82117415140,166203784063,360291938332,194088154269,194088154269,,-61049587503,,,,24544283116,1282790625871,1088702471602,922498687539,-82713063543,,86830807610,82117415140
SAMF.JK,2018-12-31,,,112114971185,21732934354,81531794256,169447273826,354266552617,184819278791,184819278791,,-60324378421,,,,26374207439,1204258375180,1019439096389,849991822563,-72704307606,,85740763746,81531794256
PALM.JK,2021-12-31,,,2076689957000,-9893000,2014375469000,35406889000,160042544000,98789892000,98789892000,24860832000,-2278190000,,,,62314505000,316685911000,217896019000,156643367000,1977900065000,,2014375452000,2014375469000
PALM.JK,2020-12-31,,,1998784598000,2931000,1993617292000,39807099000,81291923000,29250143000,29250143000,11276512000,-12445165000,,,,5163428000,238689151000,209439008000,157397228000,1969534455000,,1993621170000,1993617292000
PALM.JK,2019-12-31,,,-71595408000,16481000,-70724206000,48812181000,41348686000,-16318559000,-16318559000,5345233000,-24792897000,,,,-869392000,189158260000,205476819000,147809574000,-55276849000,,-70726016000,-70724206000
PALM.JK,2018-12-31,,,-86687171000,717733000,-111414418000,72353393000,117859217000,31574797000,31574797000,10008138000,-77075064000,,,,24811597000,446646667000,415071870000,328787450000,-118261968000,,-111498768000,-111414418000
PNLF.JK,2021-12-31,,,1576926000000,2139505000000,1327813000000,305927000000,927779000000,621852000000,621852000000,,,,,,80570000000,2850882000000,2229030000000,1923103000000,955074000000,,1496356000000,1327813000000
PNLF.JK,2020-12-31,,,2132190000000,2156389000000,1859764000000,291707000000,990148000000,698441000000,698441000000,,,,,,92862000000,2977788000000,2279347000000,1987640000000,1433749000000,,2039328000000,1859764000000
PNLF.JK,2019-12-31,,,2241221000000,2036711000000,1975327000000,327603000000,1015838000000,688235000000,688235000000,,,,,,93906000000,4532908000000,3844673000000,3517070000000,1552986000000,,2147315000000,1975327000000
PNLF.JK,2018-12-31,,,2120034000000,1977771000000,1829402000000,290208000000,931337000000,641129000000,641129000000,,,,,,126646000000,4381884000000,3740755000000,3450547000000,1478905000000,,1993388000000,1829402000000
AUTO.JK,2021-12-31,,,761287000000,998039000000,611348000000,1661772000000,1810933000000,135753000000,135753000000,13408000000,-36538000000,,,,126356000000,15151663000000,15015910000000,13340730000000,625534000000,,634931000000,611348000000
AUTO.JK,2020-12-31,,,123642000000,977698000000,2245000000,1405468000000,1539192000000,128770000000,128770000000,4954000000,-69671000000,,,,164771000000,11869221000000,11740451000000,10330029000000,-5128000000,3265000000.0,-41129000000,2245000000
AUTO.JK,2019-12-31,,,1124287000000,1069924000000,739672000000,1603922000000,2149715000000,496264000000,496264000000,49529000000,-83117000000,,,,270778000000,15444775000000,14948511000000,13295060000000,628023000000,-36538000000.0,853509000000,739672000000
AUTO.JK,2018-12-31,,,865768000000,1055751000000,610985000000,1477540000000,1841563000000,364023000000,364023000000,49529000000,-56985000000,,,,184967000000,15356381000000,14992358000000,13514818000000,501745000000,-36538000000.0,680801000000,610985000000
