emiten,tanggal,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares
BMRI.JK,2021-12-31,,,38358421000000,17424670000000,28028155000000,40333608000000,84689129000000,0,38347042000000,6008479000000,,,,,7807324000000,86552332000000,48205290000000,1863203000000,11379000000,,30551097000000,28028155000000
BMRI.JK,2020-12-31,,,24392405000000,15321204000000,16799515000000,37169852000000,68871844000000,0,24428189000000,7273803000000,,,,,5993477000000,70268800000000,45840611000000,1396956000000,-35784000000,,18398928000000,16799515000000
BMRI.JK,2019-12-31,,,36441440000000,4433672000000,27482133000000,33365208000000,75344183000000,0,36515812000000,5463163000000,,,,,7985848000000,76835074000000,40319262000000,1490891000000,-74372000000,,28455592000000,27482133000000
BMRI.JK,2018-12-31,,,33943369000000,3757788000000,25015021000000,31426064000000,69762672000000,0,33925681000000,4410927000000,,,,,8091432000000,71246382000000,37320701000000,1483710000000,17688000000,,25851937000000,25015021000000
ARTO.JK,2021-12-31,,,9134000000,,86024000000,522266000000,542211000000,0,11193000000,8752000000,,,,,-76890000000,542211000000,531018000000,0,-2059000000,,86024000000,86024000000
ARTO.JK,2020-12-31,,,-189567000000,,-189567000000,231567000000,50068000000,0,-187301000000,5802000000,,,,,0,50068000000,237369000000,0,-2266000000,,-189567000000,-189567000000
ARTO.JK,2019-12-31,,,-118795000000,,-121966000000,40141000000,-50531000000,0,-91150000000,478000000,,,,,3171000000,-48665000000,42485000000,1866000000,-27645000000,,-121966000000,-121966000000
ARTO.JK,2018-12-31,,,-18352112530,,-23288428791,40987711987,23396798988,0,-18230661030,639748031,,,,,4936316261,25945168123,44175829153,2548369135,-121451500,,-23288428791,-23288428791
ASII.JK,2021-12-31,,,32350000000000,43562000000000,20196000000000,16926000000000,44001000000000,26960000000000,26960000000000,,-2271000000000,,,,6764000000000,233485000000000,206525000000000,189484000000000,5390000000000,,25586000000000,20196000000000
ASII.JK,2020-12-31,,,21741000000000,39792000000000,16164000000000,15791000000000,30214000000000,14319000000000,14319000000000,,-3392000000000,,,,3170000000000,175046000000000,160727000000000,144832000000000,7422000000000,,18571000000000,16164000000000
ASII.JK,2019-12-31,,,34054000000000,38916000000000,21707000000000,16529000000000,44606000000000,28077000000000,28077000000000,,-4382000000000,,,,7433000000000,237166000000000,209089000000000,192560000000000,5977000000000,,26621000000000,21707000000000
ASII.JK,2018-12-31,,,34995000000000,37416000000000,21673000000000,16524000000000,44693000000000,28169000000000,28169000000000,,-3105000000000,,,,7623000000000,239205000000000,211036000000000,194512000000000,6826000000000,,27372000000000,21673000000000
UNVR.JK,2021-12-31,,,7496592000000,,5758148000000,11948464000000,19626387000000,7681764000000,7681764000000,-3841000000,-184876000000,,,,1738444000000,39545959000000,31864195000000,19919572000000,-185172000000,,5758148000000,5758148000000
UNVR.JK,2020-12-31,,,9206869000000,,7163536000000,12985856000000,22456990000000,9458723000000,9458723000000,12411000000,-248790000000,,,,2043333000000,42972474000000,33513751000000,20515484000000,-251854000000,,7163536000000,7163536000000
UNVR.JK,2019-12-31,,,9901772000000,,7392837000000,11910869000000,22028693000000,10123385000000,10123385000000,-5561000000,-230230000000,,,,2508935000000,42922563000000,32799178000000,20893870000000,-221613000000,,7392837000000,7392837000000
UNVR.JK,2018-12-31,,,12148087000000,,9081187000000,11603232000000,21104827000000,9501595000000,9501595000000,-5561000000,-191900000000,,,,3066900000000,41802073000000,32300478000000,20697246000000,2646492000000,,9081187000000,9081187000000
TPIA.JK,2021-12-31,,,202215000,3493000,152121000,91312000,345021000,253709000,253709000,,-55551000,,,,50211000,2580425000,2326716000,2235404000,-51494000,,152004000,152121000
TPIA.JK,2020-12-31,,,22573000,4358000,51352000,83664000,165122000,81458000,81458000,,-56414000,,,,-28969000,1806444000,1724986000,1641322000,-58885000,,51542000,51352000
TPIA.JK,2019-12-31,,,32541000,5452000,22882000,84542000,171112000,86570000,86570000,,-47507000,,,,8894000,1880989000,1794419000,1709877000,-54029000,,23647000,22882000
TPIA.JK,2018-12-31,,,254067000,5686000,181651000,75729000,390490000,314761000,314761000,,-42071000,,,,71751000,2543219000,2228458000,2152729000,-60694000,,182316000,181651000
EMTK.JK,2021-12-31,,,6436822691000,5236855905000,5659161112000,2366316273000,3716027401000,1331201392000,1331201392000,18509736000,-101841423000,,,,416996890000,12840734345000,11509532953000,9124706944000,5105621299000,,6019825801000,5659161112000
EMTK.JK,2020-12-31,,,3702417493000,1711271300000,2058199105000,1688079645000,2913394493000,1264151340000,1264151340000,-38836492000,-50838995000,,,,345944566000,11936381982000,10672230642000,9022987489000,2438266153000,-1639096455000.0,3356472927000,2058199105000
EMTK.JK,2019-12-31,,,563135270000,2389399002000,-1516034314000,1936658060000,2802466173000,902406092000,902406092000,-36597979000,-39527102000,,,,266569238000,11030044792000,10127638700000,8227578619000,-339270822000,-2639672405000.0,296566032000,-1516034314000
EMTK.JK,2018-12-31,,,-1937720507000,3544964094000,-2621710475000,2964371657000,2855468643000,121236562000,121236562000,-230139576000,-61886983000,,,,367816229000,8959710884000,8838474322000,6104242241000,-2058957069000,-2639672405000.0,-2305536736000,-2621710475000
BBNI.JK,2021-12-31,,,12550987000000,2781605000000,10898518000000,20253648000000,34371327000000,0,11492068000000,2625611000000,,,,,1573936000000,34987365000000,23495297000000,616038000000,1058919000000,,10977051000000,10898518000000
BBNI.JK,2020-12-31,,,5112153000000,2679679000000,3280403000000,19186278000000,27250022000000,0,4882476000000,3181268000000,,,,,1790711000000,27896638000000,23014162000000,646616000000,229677000000,,3321442000000,3280403000000
BBNI.JK,2019-12-31,,,19369106000000,2488369000000,15384476000000,19105823000000,40177708000000,0,18252874000000,2819011000000,,,,,3860523000000,40819158000000,22566284000000,641450000000,1116232000000,,15508583000000,15384476000000
BBNI.JK,2018-12-31,,,19820715000000,2296905000000,15015118000000,17881249000000,38802371000000,0,18585250000000,2335872000000,,,,,4728952000000,39385208000000,20799958000000,582837000000,1235465000000,,15091763000000,15015118000000
HMSP.JK,2021-12-31,,,9152166000000,,7137097000000,8336412000000,16919771000000,8583359000000,8583359000000,,-30230000000,,,,2015069000000,41512611000000,32929252000000,24592840000000,568807000000,,7137097000000,7137097000000
HMSP.JK,2020-12-31,,,11161466000000,,8581378000000,8369079000000,18771235000000,10402156000000,10402156000000,,-29470000000,,,,2580088000000,40252223000000,29850067000000,21480988000000,759310000000,,8581378000000,8581378000000
HMSP.JK,2019-12-31,,,18259423000000,,13721513000000,9045894000000,26122981000000,17077087000000,17077087000000,,-30585000000,,,,4537910000000,45868429000000,28791342000000,19745448000000,1182336000000,,13721513000000,13721513000000
HMSP.JK,2018-12-31,,,17961269000000,,13538418000000,8608863000000,25490791000000,16881928000000,16881928000000,,-11660000000,,,,4422851000000,45956880000000,29074952000000,20466089000000,1079341000000,,13538418000000,13538418000000
ICBP.JK,2021-12-31,,,9971195000000,20841960000000,6388477000000,8742483000000,20277240000000,11738825000000,11738825000000,-204068000000,-1837077000000,,,,2070913000000,56803733000000,45064908000000,36526493000000,-1767630000000,,7900282000000,6388477000000
ICBP.JK,2020-12-31,,,10023835000000,20887762000000,6586907000000,8106983000000,17224375000000,9198713000000,9198713000000,-81321000000,-670545000000,,,,2605261000000,46641048000000,37442335000000,29416673000000,825122000000,,7418574000000,6586907000000
ICBP.JK,2019-12-31,,,7480205000000,1370266000000,5038789000000,7125871000000,14404013000000,7547431000000,7547431000000,-269289000000,-161444000000,,,,2120176000000,42296703000000,34749272000000,27892690000000,-67226000000,,5360029000000,5038789000000
ICBP.JK,2018-12-31,,,6505750000000,1088227000000,4575799000000,6493793000000,12265550000000,6001118000000,6001118000000,-229361000000,-147005000000,,,,1846969000000,38413407000000,32412289000000,26147857000000,504632000000,,4658781000000,4575799000000
CPIN.JK,2021-12-31,,,4633546000000,14711000000,3620961000000,3528500000000,8229785000000,4947868000000,4947868000000,-174701000000,-328551000000,,,,1014536000000,51698249000000,46750381000000,43468464000000,-314322000000,,3619010000000,3620961000000
CPIN.JK,2020-12-31,,,4767698000000,16652000000,3842083000000,2825475000000,8235400000000,5118793000000,5118793000000,291132000000,-368057000000,,,,921865000000,42518782000000,37399989000000,34283382000000,-351095000000,,3845833000000,3842083000000
CPIN.JK,2019-12-31,,,4608641000000,12951000000,3644672000000,2743187000000,7928066000000,4941908000000,4941908000000,242971000000,-355372000000,,,,966415000000,42501146000000,37559238000000,34573080000000,-333267000000,,3642226000000,3644672000000
CPIN.JK,2018-12-31,,,5907351000000,15454000000,4554391000000,2683540000000,9145432000000,6481339000000,6481339000000,-19447000000,-401195000000,,,,1355866000000,53957604000000,47476265000000,44812172000000,-573988000000,,4551485000000,4554391000000
BYAN.JK,2021-12-31,,,1627573741,62727454,1212763808,222805932,1901081782,1678275850,1678275850,,-24047747,,,,361616399,2852219928,1173944078,951138146,-50702109,,1265957342,1212763808
BYAN.JK,2020-12-31,,,426635647,30112103,328738867,177791867,462865774,450938668,450938668,,-35954679,,,,82175777,1395113268,944174600,932247494,-24303021,,344459870,328738867
BYAN.JK,2019-12-31,,,311625370,23471501,223394384,172819598,489361539,316541941,316541941,,-9554528,,,,77414093,1391589834,1075047893,902228295,-4916571,,234211277,223394384
BYAN.JK,2018-12-31,,,696732272,28893034,500436553,152108634,846927334,694818700,694818700,,-4293880,,,,172422999,1676717292,981898592,829789958,1913572,,524309273,500436553
MDKA.JK,2021-12-31,,,56718350,23843865,36138677,28449245,120097087,89634297,89634297,1200525,-17094773,,,,23331550,380956549,291322252,260859462,-32915947,,33386800,36138677
MDKA.JK,2020-12-31,,,56204449,28656336,36196133,19152841,114121375,89874156,89874156,4227801,-23071359,,,,27312766,321860885,231986729,207739510,-33669707,,28891683,36196133
MDKA.JK,2019-12-31,,,108471334,31295419,70827123,16725479,155443709,133002258,133002258,5342343,-23835490,,,,39217681,402039388,269037130,246595679,-24530924,,69253653,70827123
MDKA.JK,2018-12-31,,,86770459,66821213,52484129,15381941,138761864,123215769,123215769,48350,-29382971,,,,28902965,293882260,170666491,155120396,-36445310,,57867494,52484129
UNTR.JK,2021-12-31,,,14638925000000,3262834000000,10279683000000,4789346000000,19664961000000,14479676000000,14479676000000,280570000000,-431215000000,,,,4030658000000,79460503000000,64980827000000,59795542000000,159249000000,,10608267000000,10279683000000
UNTR.JK,2020-12-31,,,7161668000000,2860757000000,6003200000000,4695316000000,12989293000000,7728373000000,7728373000000,461234000000,-719278000000,,,,1529243000000,60346784000000,52618411000000,47357491000000,-566705000000,,5632425000000,6003200000000
UNTR.JK,2019-12-31,,,15699980000000,2898018000000,11312071000000,4625642000000,21230653000000,16841530000000,16841530000000,-236519000000,-761976000000,,,,4565339000000,84430478000000,67588948000000,63199825000000,-1141550000000,,11134641000000,11312071000000
UNTR.JK,2018-12-31,,,15989240000000,3271349000000,11125626000000,4339176000000,21109526000000,16200846000000,16200846000000,382312000000,-475160000000,,,,4490831000000,84624733000000,68423887000000,63515207000000,-211606000000,,11498409000000,11125626000000
BRPT.JK,2021-12-31,,,481320000,2519018000,109115000,161353000,784851000,623498000,623498000,,-172408000,,,,185313000,3155656000,2532158000,2370805000,-142178000,,296007000,109115000
BRPT.JK,2020-12-31,,,244018000,1625951000,42373000,158076000,583397000,425321000,425321000,,-205121000,,,,96536000,2334170000,1908849000,1750773000,-181303000,,147482000,42373000
BRPT.JK,2019-12-31,,,276669000,1580271000,44130000,154120000,579451000,425331000,425331000,,-172208000,,,,139289000,2402466000,1977135000,1823015000,-148662000,,137380000,44130000
BRPT.JK,2018-12-31,,,455809000,1527226000,72226000,143236000,805437000,662201000,662201000,,-194755000,,,,197643000,3075561000,2413360000,2270124000,-206392000,-16100000.0,258166000,72226000
ADRO.JK,2021-12-31,,,1486251000,321535000,933492000,185045000,1769746000,1551784000,1551784000,32917000,-83334000,,,,457658000,3992718000,2440934000,2222972000,-65533000,,1028593000,933492000
ADRO.JK,2020-12-31,,,222165000,239634000,146927000,165381000,576729000,369190000,369190000,42158000,-89425000,,,,63660000,2534842000,2165652000,1958113000,-147025000,,158505000,146927000
ADRO.JK,2019-12-31,,,659103000,253323000,404190000,232585000,964591000,700143000,700143000,31863000,-66336000,,,,224101000,3457154000,2757011000,2492563000,-41040000,,435002000,404190000
ADRO.JK,2018-12-31,,,820998000,652293000,417720000,193998000,1202736000,1012909000,1012909000,-4171000,-65084000,,,,343457000,3619751000,2606842000,2417015000,-191911000,,477541000,417720000
KLBF.JK,2021-12-31,285158676999,,4172405160124,1686351550507,3183621310043,6799744173483,11106274847744,4030862390167,4030862390167,-9490392905,-45485899893,,,,940397476843,26261194512313,22230332122146,15154919664569,141542769957,,3232007683281,3183621310043
KLBF.JK,2020-12-31,281059163361,,3663781584115,870549214684,2733259864596,6238254983450,10074560296993,3586492913681,3586492913681,-31246763499,-75836781268,,,,864159068301,23112654991224,19526162077543,13038094694231,77288670434,,2799622515814,2733259864596
KLBF.JK,2019-12-31,286654521539,,3434683049635,812456085037,2506764572075,6486988541241,10083865685818,3336553475550,3336553475550,-26330852512,-31055146298,,,,897081225990,22633476361038,19296922885488,12549610675220,98129574085,,2537601823645,2506764572075
KLBF.JK,2018-12-31,237873322482,,3335854956843,671136820293,2457129032271,6243726910771,9674546051718,3202753801693,3202753801693,-9807983228,-19658761271,,,,838592992086,21074306186027,17871552384334,11399760134309,133101155150,,2497261964757,2457129032271
SMMA.JK,2021-12-31,,,1139090000000,2509473000000,948100000000,3735790000000,6701083000000,2819619000000,2819619000000,145674000000,-1756359000000,,,,147310000000,36300011000000,33480392000000,29598928000000,-1680529000000,,991780000000,948100000000
SMMA.JK,2020-12-31,,,-10574000000,2383216000000,-20204000000,4409971000000,6604450000000,1754592000000,1754592000000,439887000000,-1815802000000,,,,-27252000000,34115392000000,32360800000000,27510942000000,-1765166000000,,16678000000,-20204000000
SMMA.JK,2019-12-31,,,5181765000000,2380335000000,4980086000000,4169200000000,11347558000000,6988856000000,6988856000000,189502000000,-1809499000000,,,,111211000000,39400436000000,32411580000000,28052878000000,-1807091000000,,5070554000000,4980086000000
SMMA.JK,2018-12-31,,,1647179000000,5676125000000,1323454000000,3916477000000,7063344000000,3006447000000,3006447000000,140420000000,-1448539000000,,,,109484000000,34844593000000,31838146000000,27781249000000,-1359268000000,,1537695000000,1323454000000
BRIS.JK,2021-12-31,,,4062208000000,,3028205000000,8461986000000,12890622000000,0,4107849000000,320787000000,,,,,1034003000000,12890622000000,8782773000000,0,-45641000000,,3028205000000,3028205000000
BRIS.JK,2020-12-31,,,3079399000000,,2187649000000,7554624000000,11081593000000,0,3126366000000,400603000000,,,,,891750000000,11081593000000,7955227000000,0,-46967000000,,2187649000000,2187649000000
BRIS.JK,2019-12-31,,,119529000000,,74016000000,1046938000000,1451461000000,0,175375000000,229148000000,,,,,45513000000,1451461000000,1276086000000,0,-55846000000,,74016000000,74016000000
BRIS.JK,2018-12-31,,,154041000000,,106600000000,951024000000,1358226000000,0,215958000000,191244000000,,,,,47441000000,1358226000000,1142268000000,0,-61917000000,,106600000000,106600000000
MTEL.JK,2021-12-31,,,1919544484000,,1381071227000,1194118869000,6528832452000,2727499231000,2727499231000,149390578000,-913180271000,,,,538473257000,6869568721000,4142069490000,340736269000,-807954747000,,1381071227000,1381071227000
MTEL.JK,2020-12-31,,,888252109000,,601964452000,1382843009000,5721192586000,1885845351000,1885845351000,153404010000,-709111046000,,,,286287657000,6186730239000,4300884888000,465537653000,-997593242000,,601964452000,601964452000
MTEL.JK,2019-12-31,,,687943556000,,493340716000,2696827657000,5326316902000,1318413356000,1318413356000,14087376000,-705018511000,,,,194602840000,5326316902000,4007903546000,0,-630469800000,,493340716000,493340716000
MTEL.JK,2018-12-31,,,643516266000,,449632813000,2366343744000,4522315487000,1190719252000,1190719252000,-102478037000,-500295749000,,,,193883453000,4522315487000,3331596235000,0,-547202986000,,449632813000,449632813000
TBIG.JK,2021-12-31,,,2220471000000,516457000000,1548975000000,334709000000,4706804000000,4300814000000,4300814000000,14770000000,-2136045000000,,,,619118000000,6179584000000,1878770000000,1472780000000,-2080343000000,,1601353000000,1548975000000
TBIG.JK,2020-12-31,,,1665177000000,594156000000,1009625000000,352891000000,4234624000000,3825573000000,3825573000000,12736000000,-2134506000000,,,,598601000000,5327689000000,1502116000000,1093065000000,-2160396000000,,1066576000000,1009625000000
TBIG.JK,2019-12-31,,,1303989000000,529712000000,819454000000,361412000000,3795288000000,3374683000000,3374683000000,27038000000,-2016910000000,,,,437868000000,4698742000000,1324059000000,903454000000,-2070694000000,,866121000000,819454000000
TBIG.JK,2018-12-31,,,1034285000000,308886000000,680581000000,322277000000,3534055000000,3152592000000,3152592000000,26545000000,-2003573000000,,,,331653000000,4318137000000,1165545000000,784082000000,-2118307000000,,702632000000,680581000000
MEGA.JK,2021-12-31,,,4952616000000,,4008051000000,2856342000000,7810894000000,0,4943821000000,10731000000,,,,,944565000000,7877282000000,2933461000000,66388000000,8795000000,,4008051000000,4008051000000
MEGA.JK,2020-12-31,,,3715053000000,,3008311000000,2906689000000,6657509000000,0,3740937000000,9883000000,,,,,706742000000,6723610000000,2982673000000,66101000000,-25884000000,,3008311000000,3008311000000
MEGA.JK,2019-12-31,,,2508411000000,,2002733000000,3171765000000,5671121000000,0,2489970000000,9386000000,,,,,505678000000,5737070000000,3247100000000,65949000000,18441000000,,2002733000000,2002733000000
MEGA.JK,2018-12-31,,,2002021000000,,1599347000000,3117700000000,5082549000000,0,1954959000000,9890000000,,,,,402674000000,5162477000000,3207518000000,79928000000,47062000000,,1599347000000,1599347000000
GGRM.JK,2021-12-31,,,7286846000000,66000000,5605315000000,6929692000000,14110745000000,7345047000000,7345047000000,-163994000000,-74919000000,,,,1681525000000,124881266000000,117536219000000,110770521000000,-58201000000,,5605321000000,5605315000000
GGRM.JK,2020-12-31,,,9663133000000,60000000,7647725000000,7390946000000,17266489000000,10084547000000,10084547000000,-209004000000,-382722000000,,,,2015404000000,114477311000000,104392764000000,97210822000000,-421414000000,,7647729000000,7647725000000
GGRM.JK,2019-12-31,,,14487736000000,55000000,10880701000000,7947038000000,22783255000000,15093265000000,15093265000000,-257048000000,-585354000000,,,,3607032000000,110523819000000,95430554000000,87740564000000,-605529000000,,10880704000000,10880701000000
GGRM.JK,2018-12-31,,,10479242000000,52000000,7791822000000,7456303000000,18644327000000,11122010000000,11122010000000,66014000000,-677562000000,,,,2686174000000,95707663000000,84585653000000,77063336000000,-642768000000,,7793068000000,7791822000000
AVIA.JK,2021-12-31,,,1844704742711,3430913456,1434613588930,1051917350106,2806817985600,1769772866130,1769772866130,-14872230636,-37101907024,,,,410153520015,6779643348943,5009870482813,3972825363343,74931876581,,1434551222696,1434613588930
AVIA.JK,2020-12-31,,,1491044899867,2556229,1136147153567,1063831463281,2501822972352,1442101809705,1442101809705,-4110300634,-9734247522,,,,354897070378,5731260683244,4289158873539,3229437710892,48943090162,,1136147829489,1136147153567
AVIA.JK,2019-12-31,,,1331358117436,2480307,959368436372,1078151009092,2328701634917,1262907910229,1262907910229,-12357284404,-9734247522,,,,371989093019,5669731504769,4406823594540,3341029869852,68450207207,,959369024417,959368436372
AVIA.JK,2018-12-31,,,1362397885638,2192262,1038022397530,910175700225,2180956368349,1284815160639,1284815160639,-14034492515,-15280904,,,,324375077850,5122172072118,3837356911479,2941215703769,77582724999,,1038022807788,1038022397530
INDF.JK,2021-12-31,,,14456085000000,38367384000000,7642197000000,15364067000000,32576751000000,17410347000000,17410347000000,-197663000000,-2842883000000,,,,3252500000000,99345618000000,81935271000000,66768867000000,-2954262000000,,11203585000000,7642197000000
INDF.JK,2020-12-31,,,12426334000000,36763746000000,6455632000000,14095000000000,26755152000000,12852512000000,12852512000000,-192360000000,-1875812000000,,,,3674268000000,81731469000000,68878957000000,54976317000000,-426178000000,,8752066000000,6455632000000
INDF.JK,2019-12-31,,,8828723000000,16424540000000,4908172000000,13186529000000,22906714000000,10052993000000,10052993000000,-332808000000,-1727018000000,,,,2925994000000,76592955000000,66539962000000,53686241000000,-1224270000000,,5902729000000,4908172000000
INDF.JK,2018-12-31,,,7543536000000,16302520000000,4166101000000,12283723000000,20181123000000,8394788000000,8394788000000,-497388000000,-1553151000000,,,,2581685000000,73394728000000,64999940000000,53213605000000,-851252000000,,4961851000000,4166101000000
BNLI.JK,2021-12-31,,,1565521000000,,1231127000000,4338740000000,6346853000000,0,1565521000000,442592000000,,,,,334394000000,6549691000000,4984170000000,202838000000,0,,1231127000000,1231127000000
BNLI.JK,2020-12-31,,,1615349000000,10000000.0,721587000000,4363350000000,6609061000000,0,1615349000000,630362000000,,,,,893762000000,6836656000000,5221307000000,227595000000,0,,721587000000,721587000000
BNLI.JK,2019-12-31,,,2010735000000,10000000.0,1500420000000,4194140000000,6557083000000,0,2010735000000,352208000000,,,,,510315000000,6748367000000,4737632000000,191284000000,0,,1500420000000,1500420000000
BNLI.JK,2018-12-31,,,1219227000000,10000000.0,901251000000,3927358000000,5489932000000,0,1219227000000,343347000000,,,,,317975000000,5685060000000,4465833000000,195128000000,0,,901252000000,901251000000
ANTM.JK,2021-12-31,,,3043509000000,18000000,1861743000000,3202698000000,7692575000000,4021417000000,4021417000000,233558000000,-287865000000,,,,1181769000000,38445595000000,34424178000000,30753020000000,-977908000000,,1861740000000,1861743000000
ANTM.JK,2020-12-31,,,1641178000000,21000000,1149353000000,2237350000000,4778064000000,2293028000000,2293028000000,163468000000,-397717000000,,,,491824000000,27372461000000,25079433000000,22594397000000,-651850000000,,1149354000000,1149353000000
ANTM.JK,2019-12-31,,,687034053000,19854000,193851147000,3022629292000,4725293781000,1236202599000,1236202599000,427637946000,-500211226000,,,,493182022000,32718542699000,31482340100000,27993248918000,-549168546000,,193852031000,193851147000
ANTM.JK,2018-12-31,,,2013152801000,18970000,1636001028000,2497119519580,4693521520000,1846131425420,1846131425420,298024676000,-527645280000,,,,377150210000,25275245970000,23429114544580,20581724450000,167021375580,,1636002591000,1636001028000
TOWR.JK,2021-12-31,,,4057141000000,31019000000,3427375000000,720668000000,8154992000000,5420624000000,5420624000000,153881000000,-1362909000000,,,,609266000000,8635346000000,3214722000000,480354000000,-1363483000000,,3447875000000,3427375000000
TOWR.JK,2020-12-31,,,3407318000000,30008000000,2836000000000,625266000000,7030186000000,4770700000000,4770700000000,-9794000000,-1174437000000,,,,553701000000,7445426000000,2674726000000,415240000000,-1363382000000,,2853617000000,2836000000000
TOWR.JK,2019-12-31,,,3018622000000,36091000000,2341955000000,1119015000000,5995974000000,3878840000000,3878840000000,156853000000,-936700000000,,,,665533000000,6454302000000,2575462000000,458328000000,-860218000000,,2353089000000,2341955000000
TOWR.JK,2018-12-31,,,2960184000000,4000000,2200055000000,951561000000,5440340000000,3884261000000,3884261000000,-121014000000,-804581000000,,,,760124000000,5867860000000,1983599000000,427520000000,-924077000000,,2200060000000,2200055000000
