maxAge,endDate,cash,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,longTermInvestments,propertyPlantEquipment,goodWill,otherAssets,deferredLongTermAssetCharges,totalAssets,accountsPayable,shortLongTermDebt,otherCurrentLiab,longTermDebt,otherLiab,minorityInterest,totalCurrentLiabilities,totalLiab,commonStock,retainedEarnings,treasuryStock,capitalSurplus,otherStockholderEquity,totalStockholderEquity,netTangibleAssets,type,kode,intangibleAssets,shortTermInvestments,deferredLongTermLiab
1.0,2021-12-31,3896022000000.0,584217000000.0,3381506000000.0,1552463000000.0,9414208000000.0,404815000000.0,17781227000000.0,55951000000.0,2743705000000.0,626433000000.0,30399906000000.0,1026717000000.0,3564461000000.0,1151304000000.0,2253611000000.0,1014726000000.0,551981000000.0,5960396000000.0,9228733000000.0,962344000000.0,16003068000000.0,-225215000000.0,3878995000000.0,-225215000000.0,20619192000000.0,20563241000000.0,A,AALI.JK,,,
1.0,2020-12-31,978892000000.0,1389984000000.0,2505048000000.0,1063966000000.0,5937890000000.0,255530000000.0,17741481000000.0,55951000000.0,3790379000000.0,723020000000.0,27781231000000.0,770264000000.0,,763411000000.0,5858300000000.0,882631000000.0,495301000000.0,1792506000000.0,8533437000000.0,962344000000.0,14496958000000.0,-585804000000.0,3878995000000.0,-585804000000.0,18752493000000.0,18696542000000.0,A,AALI.JK,,,
1.0,2019-12-31,383366000000.0,758244000000.0,2261187000000.0,1069214000000.0,4472011000000.0,167067000000.0,18030998000000.0,55951000000.0,4248097000000.0,825031000000.0,26974124000000.0,826845000000.0,,335162000000.0,5635004000000.0,793828000000.0,457374000000.0,1566765000000.0,7995597000000.0,962344000000.0,13843880000000.0,-164066000000.0,3878995000000.0,-164066000000.0,18521153000000.0,18465202000000.0,A,AALI.JK,,,
1.0,2018-12-31,49082000000.0,663429000000.0,2679699000000.0,1108418000000.0,4500628000000.0,172966000000.0,18135744000000.0,55951000000.0,3991678000000.0,838940000000.0,26856967000000.0,1088831000000.0,,612405000000.0,3606303000000.0,699612000000.0,484893000000.0,3076530000000.0,7382445000000.0,962344000000.0,14181734000000.0,-33444000000.0,3878995000000.0,-33444000000.0,18989629000000.0,18933678000000.0,A,AALI.JK,,,
1.0,2022-06-30,1956801000000.0,754435000000.0,4713719000000.0,1965637000000.0,9390592000000.0,285069000000.0,17684734000000.0,55951000000.0,2817647000000.0,518843000000.0,30233993000000.0,825934000000.0,3711070000000.0,413476000000.0,2220370000000.0,1030996000000.0,520973000000.0,5633435000000.0,8884801000000.0,962344000000.0,16121418000000.0,-134538000000.0,3878995000000.0,-134538000000.0,20828219000000.0,20772268000000.0,Q,AALI.JK,,,
1.0,2022-03-31,3993025000000.0,582307000000.0,3857962000000.0,1889731000000.0,10323025000000.0,327580000000.0,17700249000000.0,55951000000.0,2825972000000.0,612126000000.0,31232777000000.0,1142178000000.0,3585390000000.0,1088326000000.0,2237339000000.0,1030176000000.0,574230000000.0,6257746000000.0,9525261000000.0,962344000000.0,16486520000000.0,-194573000000.0,3878995000000.0,-194573000000.0,21133286000000.0,21077335000000.0,Q,AALI.JK,,,
1.0,2021-12-31,3896022000000.0,584217000000.0,3381506000000.0,1552463000000.0,9414208000000.0,404815000000.0,17781227000000.0,55951000000.0,2743705000000.0,626433000000.0,30399906000000.0,1026717000000.0,3564461000000.0,1151304000000.0,2253611000000.0,1014726000000.0,551981000000.0,5960396000000.0,9228733000000.0,962344000000.0,16003068000000.0,-225215000000.0,3878995000000.0,-225215000000.0,20619192000000.0,20563241000000.0,Q,AALI.JK,,,
1.0,2021-09-30,3874116000000.0,815521000000.0,2803189000000.0,1453648000000.0,8951689000000.0,381012000000.0,17522235000000.0,55951000000.0,2783124000000.0,549309000000.0,29694011000000.0,863952000000.0,,968904000000.0,5827698000000.0,860837000000.0,529948000000.0,2425777000000.0,9114312000000.0,962344000000.0,15460754000000.0,-252342000000.0,3878995000000.0,-252342000000.0,20049751000000.0,19993800000000.0,Q,AALI.JK,,,
1.0,2021-12-31,18722391189.0,21755083675.0,4781436941.0,5162401081.0,52749343689.0,392875168332.0,22752989817.0,,37471462127.0,9705609139.0,524632899688.0,56088496208.0,29009884649.0,17060302280.0,155581846124.0,55065440865.0,-108310961460.0,145859034017.0,359762454698.0,275512500000.0,-263519274075.0,261188180525.0,,261188180525.0,273181406450.0,254397470727.0,A,ABBA.JK,18783935723.0,,
1.0,2020-12-31,26724525401.0,16157478757.0,4693147657.0,3094788374.0,51154210366.0,85987569725.0,27904198759.0,,34822493057.0,11245022562.0,221650737019.0,45748128616.0,31057321565.0,13722476986.0,123027780992.0,69064236233.0,-93926878943.0,129435398780.0,325359955177.0,275512500000.0,-242142193688.0,-43152645527.0,,-43152645527.0,-9782339215.0,-31564604327.0,A,ABBA.JK,21782265112.0,,
1.0,2019-12-31,23376146218.0,98891995658.0,6921420140.0,5497783296.0,137086972273.0,184581882969.0,27963797673.0,,37976663478.0,20917420029.0,412910587469.0,56056238073.0,5751641383.0,78758349673.0,79204303500.0,68335051293.0,-15063439445.0,173314790637.0,320854145430.0,275512500000.0,-154257897444.0,-14134721072.0,,-14134721072.0,107119881484.0,81818610408.0,A,ABBA.JK,25301271076.0,1684266488.0,
1.0,2018-12-31,36153782594.0,71486159690.0,6871610040.0,13231629097.0,131054988546.0,246861421676.0,34237885534.0,,78200041610.0,21041182387.0,518345276089.0,48527610540.0,6000000000.0,83907511810.0,72072637134.0,58186180898.0,-3194936224.0,188098007408.0,318356825440.0,275512500000.0,-120343672055.0,48014558928.0,,48014558928.0,203183386873.0,175192448150.0,A,ABBA.JK,27990938723.0,2528670120.0,
1.0,2022-06-30,169463766453.0,20230254828.0,4491917840.0,9997951427.0,204999030860.0,171266205655.0,20135004619.0,,37737223456.0,9083071457.0,451228521456.0,45659253700.0,49917990305.0,28169087124.0,133323759987.0,55821205950.0,-113620922262.0,169471759244.0,359678117550.0,393589285700.0,-284687235239.0,96269275707.0,,96269275707.0,205171326168.0,188080269302.0,Q,ABBA.JK,17091056866.0,,
1.0,2022-03-31,180489399808.0,29834382886.0,4797828169.0,7183258074.0,225148886629.0,268630542852.0,21862772593.0,,37727313683.0,9726591682.0,571303773008.0,53620988825.0,28557742833.0,48766998713.0,154879079438.0,47306724216.0,-111009142386.0,161310340769.0,366803323876.0,393589285700.0,-270831715856.0,192752021674.0,,192752021674.0,315509591518.0,297575334267.0,Q,ABBA.JK,17934257251.0,,
1.0,2021-12-31,18722391189.0,21755083675.0,4781436941.0,5162401081.0,52749343689.0,392875168332.0,22752989817.0,,37471462127.0,9705609139.0,524632899688.0,56088496208.0,29009884649.0,17060302280.0,155581846124.0,55065440865.0,-108310961460.0,145859034017.0,359762454698.0,275512500000.0,-263519274075.0,261188180525.0,,261188180525.0,273181406450.0,254397470727.0,Q,ABBA.JK,18783935723.0,,
1.0,2021-09-30,15541625679.0,42231920652.0,2950789561.0,9985727458.0,71509814778.0,339309041908.0,24360635839.0,,34837841068.0,10810635729.0,489653729169.0,75721170023.0,131159925585.0,14005271827.0,41313911905.0,64238661972.0,-106931404735.0,263528625478.0,373155572991.0,275512500000.0,-261183253560.0,209100314473.0,,209100314473.0,223429560913.0,203793165337.0,Q,ABBA.JK,19636395576.0,,
1.0,2021-12-31,385152941000.0,108928973000.0,,84233974000.0,2107844660000.0,64405312000.0,96583091000.0,,227057505000.0,51630081000.0,2495890568000.0,187783067000.0,,657313365000.0,,69485336000.0,63836000.0,914302170000.0,983787506000.0,193316724000.0,1144206566000.0,166406510000.0,8109426000.0,166406510000.0,1512039226000.0,1512039226000.0,A,ABDA.JK,,1527874214000.0,
1.0,2020-12-31,652083696000.0,94024312000.0,,38285051000.0,2153751842000.0,17979714000.0,90549799000.0,,215500293000.0,44040961000.0,2477781648000.0,168587851000.0,,778878496000.0,,70576081000.0,75896000.0,1019969565000.0,1090545646000.0,193316724000.0,1028437384000.0,157296572000.0,8109426000.0,157296572000.0,1387160106000.0,1387160106000.0,A,ABDA.JK,,1366463655000.0,
1.0,2019-12-31,1026642680000.0,100015511000.0,,58948589000.0,2228947126000.0,19978757000.0,91603665000.0,,239124843000.0,46090136000.0,2579654391000.0,193748963000.0,,995155988000.0,,80687525000.0,90043000.0,1245262488000.0,1325950013000.0,193316724000.0,926775436000.0,125412749000.0,8109426000.0,125412749000.0,1253614335000.0,1253614335000.0,A,ABDA.JK,,885633791000.0,
1.0,2018-12-31,711046435000.0,216022058000.0,,69834261000.0,2505836335000.0,29321885000.0,96378948000.0,,258890344000.0,44176353000.0,2890427512000.0,244803793000.0,,1187196160000.0,,50857096000.0,89512000.0,1505161483000.0,1556018579000.0,193316724000.0,955961484000.0,176931787000.0,8109426000.0,176931787000.0,1334319421000.0,1334319421000.0,A,ABDA.JK,,1471731809000.0,
1.0,2022-06-30,116352629000.0,103111651000.0,,85352716000.0,1857442937000.0,226425219000.0,92501262000.0,,224874606000.0,49483568000.0,2401244024000.0,183222963000.0,,611530025000.0,,73179915000.0,60289000.0,879079866000.0,952259781000.0,193316724000.0,1160961188000.0,86536616000.0,8109426000.0,86536616000.0,1448923954000.0,1448923954000.0,Q,ABDA.JK,,1549883039000.0,
1.0,2022-03-31,380385417000.0,121185584000.0,,71042586000.0,1996329477000.0,152366953000.0,94399656000.0,,222010055000.0,46654457000.0,2465106141000.0,150102572000.0,,642014050000.0,,69764094000.0,62890000.0,868558095000.0,938322189000.0,193316724000.0,1199644490000.0,125650422000.0,8109426000.0,125650422000.0,1526721062000.0,1526721062000.0,Q,ABDA.JK,,1420548274000.0,
1.0,2021-12-31,385152941000.0,108928973000.0,,84233974000.0,2107844660000.0,64405312000.0,96583091000.0,,227057505000.0,51630081000.0,2495890568000.0,187783067000.0,,657313365000.0,,69485336000.0,63836000.0,914302170000.0,983787506000.0,193316724000.0,1144206566000.0,166406510000.0,8109426000.0,166406510000.0,1512039226000.0,1512039226000.0,Q,ABDA.JK,,1527874214000.0,
1.0,2021-09-30,343281434000.0,111863734000.0,,92802182000.0,2177737886000.0,12992879000.0,87625270000.0,,220179910000.0,48816299000.0,2498535945000.0,180210521000.0,,724710189000.0,,31649789000.0,66423000.0,1018433907000.0,1050083696000.0,193316724000.0,1102957509000.0,144002167000.0,8109426000.0,144002167000.0,1448385826000.0,1448385826000.0,Q,ABDA.JK,,1627154744000.0,
1.0,2021-12-31,237220441.0,164626421.0,39686982.0,43376582.0,495193191.0,23463077.0,449540340.0,,52831883.0,10270761.0,1036704159.0,127940097.0,9631255.0,83105410.0,306255313.0,30617121.0,11202862.0,299692977.0,679815042.0,146554908.0,124093203.0,-40049054.0,115087198.0,-40049054.0,345686255.0,330010587.0,A,ABMM.JK,15675668.0,72320.0,743730.0
1.0,2020-12-31,109212396.0,145263515.0,37715417.0,18779222.0,314160618.0,20028870.0,409104224.0,,66945999.0,8081328.0,827237179.0,115627378.0,,45996485.0,345719977.0,41037797.0,-23188491.0,262691486.0,665488035.0,146554908.0,-23910664.0,-52793807.0,115087198.0,-52793807.0,184937635.0,167940167.0,A,ABMM.JK,16997468.0,73161.0,37112.0
1.0,2019-12-31,101923463.0,112896571.0,29733968.0,7173325.0,260754973.0,60139480.0,430121461.0,,85806752.0,11035769.0,854228765.0,92915800.0,,47375771.0,343337404.0,40670933.0,-21154266.0,216602636.0,609035054.0,146554908.0,15515749.0,-10809878.0,115087198.0,-10809878.0,266347977.0,248941878.0,A,ABMM.JK,17406099.0,,657329.0
1.0,2018-12-31,144052684.0,127098375.0,30602252.0,5075086.0,325242490.0,139480.0,467877464.0,,55518870.0,11347703.0,851949796.0,138870014.0,,40032553.0,341188988.0,25981027.0,-16762228.0,222796309.0,604121359.0,146554908.0,14866335.0,-11917776.0,115087198.0,-11917776.0,264590665.0,261419173.0,A,ABMM.JK,3171492.0,13000000.0,1983781.0
1.0,2022-06-30,291753960.0,212131462.0,40281255.0,69448839.0,621222843.0,23463077.0,492328265.0,,72790278.0,9664961.0,1224524972.0,161779171.0,21569509.0,86868106.0,350376774.0,29695386.0,56576077.0,371391759.0,791596895.0,146554908.0,160155461.0,-45445567.0,115087198.0,-45445567.0,376352000.0,361631491.0,Q,ABMM.JK,14720509.0,82929.0,135516.0
1.0,2022-03-31,279245279.0,195311438.0,39520448.0,52737836.0,575636943.0,23463077.0,480163756.0,,65099814.0,10337104.0,1159966892.0,135044082.0,16650273.0,109885021.0,324564577.0,29717562.0,32115775.0,353550709.0,750699375.0,146554908.0,155882713.0,-40373077.0,115087198.0,-40373077.0,377151742.0,361548440.0,Q,ABMM.JK,15603302.0,71917.0,80803.0
1.0,2021-12-31,237220441.0,164626421.0,39686982.0,43376582.0,495193191.0,23463077.0,449540340.0,,52831883.0,10270761.0,1036704159.0,127940097.0,9631255.0,83105410.0,306255313.0,30617121.0,11202862.0,299692977.0,679815042.0,146554908.0,124093203.0,-40049054.0,115087198.0,-40049054.0,345686255.0,330010587.0,Q,ABMM.JK,15675668.0,72320.0,743730.0
1.0,2021-09-30,238314637.0,172515750.0,42813349.0,32484934.0,489070672.0,20740943.0,474345072.0,,79420374.0,12436528.0,1076269664.0,124296086.0,159623275.0,88223122.0,189890421.0,30468073.0,-8919610.0,491813007.0,802023698.0,146554908.0,70543605.0,-49020135.0,115087198.0,-49020135.0,283165576.0,270472973.0,Q,ABMM.JK,12692603.0,,238706.0
1.0,2021-12-31,2543833653523.0,66777644333.0,2487612797594.0,87722099784.0,5192108153404.0,,1450976041872.0,,542835390527.0,126252691296.0,7189816371434.0,126723781917.0,,148611816415.0,,383072605760.0,31233899639.0,722537447543.0,1677057743660.0,171500000000.0,4903394939394.0,-33945075301.0,440574864042.0,239797199.0,5481524728135.0,5477627942504.0,A,ACES.JK,3896785631.0,,
1.0,2020-12-31,2219784801023.0,143482663889.0,2634331525863.0,29744703904.0,5034737166320.0,,1627672431089.0,,581056611528.0,148824078142.0,7247063894294.0,164227235603.0,,209834427535.0,,602852324505.0,14772408978.0,844928054206.0,2024821339896.0,171500000000.0,4629340356679.0,-33945075301.0,440574864042.0,239797199.0,5207470145420.0,5203872460063.0,A,ACES.JK,3597685357.0,,
1.0,2019-12-31,1255018477387.0,88918882414.0,2944316258079.0,63252639209.0,4369550647718.0,,1654511391964.0,,611687692923.0,171827517756.0,6641808005145.0,177558419530.0,,236491786241.0,,609795940308.0,14533616639.0,783375432849.0,1965506710879.0,171500000000.0,4105058416347.0,-19226545201.0,404435806481.0,239797199.0,4661767677627.0,4655709405087.0,A,ACES.JK,6058272540.0,,
1.0,2018-12-31,798522144576.0,36642626059.0,2996566051074.0,54982451169.0,4096280475383.0,,560954432119.0,,655944097656.0,113288464690.0,5321180855541.0,197936121908.0,,163296771901.0,,454654350225.0,10052978822.0,631055459387.0,1085709809612.0,171500000000.0,3668708805827.0,-19226545201.0,404435806481.0,239797199.0,4225418067107.0,4217416216724.0,A,ACES.JK,8001850383.0,6224968013.0,
1.0,2022-06-30,2475946926498.0,76683449278.0,2744262842685.0,145413612889.0,5459234048511.0,,1367058148121.0,,546716338992.0,132735382815.0,7378123484979.0,172883124298.0,,316504599554.0,,419808578867.0,36979074198.0,919141005884.0,1969732176079.0,171500000000.0,4793282445961.0,-33945075301.0,440574864042.0,239797199.0,5371412234702.0,5366297285347.0,Q,ACES.JK,5114949355.0,,
1.0,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,ACES.JK,,,
1.0,2021-12-31,2543833653523.0,66777644333.0,2487612797594.0,87722099784.0,5192108153404.0,,1450976041872.0,,542835390527.0,126252691296.0,7189816371434.0,126723781917.0,,148611816415.0,,383072605760.0,31233899639.0,722537447543.0,1677057743660.0,171500000000.0,4903394939394.0,-33945075301.0,440574864042.0,239797199.0,5481524728135.0,5477627942504.0,Q,ACES.JK,3896785631.0,,
1.0,2021-09-30,1848281077364.0,54481431842.0,2856763477025.0,39534579251.0,4837737764779.0,,1498339357395.0,,587118065038.0,162771103881.0,6925598830757.0,95071867046.0,,164230266809.0,,658262677890.0,15728615962.0,544090113354.0,1929965671284.0,171500000000.0,4401774754770.0,-33945075301.0,440574864042.0,239797199.0,4979904543511.0,4977500899966.0,Q,ACES.JK,2403643545.0,,
1.0,2021-12-31,471657000000.0,998953000000.0,95506000000.0,205912000000.0,1808369000000.0,20000000000.0,543775000000.0,,106569000000.0,,2478713000000.0,501531000000.0,29237000000.0,659333000000.0,22160000000.0,52106000000.0,30945000000.0,1288711000000.0,1362982000000.0,1267516000000.0,-2786845000000.0,-1510000000.0,2605625000000.0,-1510000000.0,1084786000000.0,1084786000000.0,A,ACST.JK,,,
1.0,2020-12-31,73400000000.0,1558648000000.0,93676000000.0,435014000000.0,2210364000000.0,20000000000.0,657998000000.0,,166744000000.0,,3055106000000.0,712111000000.0,780478000000.0,794893000000.0,51397000000.0,59245000000.0,48722000000.0,2620265000000.0,2731074000000.0,642516000000.0,-2096193000000.0,-2991000000.0,1731978000000.0,-2991000000.0,275310000000.0,275310000000.0,A,ACST.JK,,,
1.0,2019-12-31,181766000000.0,8076949000000.0,262326000000.0,922645000000.0,9456832000000.0,20000000000.0,745130000000.0,,224557000000.0,,10446519000000.0,4835276000000.0,3277272000000.0,737842000000.0,104117000000.0,55508000000.0,58151000000.0,9994920000000.0,10160043000000.0,70000000000.0,-646936000000.0,-2991000000.0,808252000000.0,-2991000000.0,228325000000.0,228325000000.0,A,ACST.JK,,,
1.0,2018-12-31,222654000000.0,5654302000000.0,961291000000.0,1269525000000.0,8120252000000.0,20000000000.0,755129000000.0,,41010000000.0,,8936391000000.0,3172773000000.0,448113000000.0,797972000000.0,63083000000.0,32913000000.0,53584000000.0,7403052000000.0,7509598000000.0,70000000000.0,497808000000.0,-2851000000.0,808252000000.0,-2851000000.0,1373209000000.0,1373209000000.0,A,ACST.JK,,,
1.0,2022-06-30,239885000000.0,1098912000000.0,81619000000.0,97900000000.0,1539857000000.0,20000000000.0,487054000000.0,,112981000000.0,,2159892000000.0,458316000000.0,20901000000.0,509407000000.0,13007000000.0,55962000000.0,28123000000.0,1092453000000.0,1161422000000.0,1267516000000.0,-2901284000000.0,-1510000000.0,2605625000000.0,-1510000000.0,970347000000.0,970347000000.0,Q,ACST.JK,,,
1.0,2022-03-31,314275000000.0,1084446000000.0,79866000000.0,97543000000.0,1616949000000.0,20000000000.0,515320000000.0,,108247000000.0,,2260516000000.0,451088000000.0,23910000000.0,516242000000.0,17646000000.0,54026000000.0,30764000000.0,1098294000000.0,1169966000000.0,1267516000000.0,-2811845000000.0,-1510000000.0,2605625000000.0,-1510000000.0,1059786000000.0,1059786000000.0,Q,ACST.JK,,,
1.0,2021-12-31,471657000000.0,998953000000.0,95506000000.0,205912000000.0,1808369000000.0,20000000000.0,543775000000.0,,106569000000.0,,2478713000000.0,501531000000.0,29237000000.0,659333000000.0,22160000000.0,52106000000.0,30945000000.0,1288711000000.0,1362982000000.0,1267516000000.0,-2786845000000.0,-1510000000.0,2605625000000.0,-1510000000.0,1084786000000.0,1084786000000.0,Q,ACST.JK,,,
1.0,2021-09-30,314684000000.0,1443341000000.0,108026000000.0,342247000000.0,2253618000000.0,20000000000.0,573827000000.0,,174876000000.0,,3022321000000.0,698797000000.0,34558000000.0,658944000000.0,27611000000.0,66960000000.0,24566000000.0,1513485000000.0,1608101000000.0,1267516000000.0,-2481977000000.0,-1510000000.0,2605625000000.0,-1510000000.0,1389654000000.0,1389654000000.0,Q,ACST.JK,,,
1.0,2021-12-31,60530437116.0,252168679394.0,3233978346534.0,87105665327.0,3635321504731.0,,3653609397.0,,2336774224009.0,,5978673938137.0,1507989325929.0,70000000000.0,644710204976.0,357575943117.0,1772728036.0,8667134.0,3519129820480.0,3878478491633.0,2000000000000.0,100186779370.0,,,,2100186779370.0,2097262179370.0,A,ADCP.JK,2924600000.0,,14795887229.0
1.0,2020-12-31,44698876735.0,270142520972.0,2779218533492.0,100396250376.0,3198674282990.0,,4574327466.0,,1472958216890.0,,4676206827346.0,1067770868373.0,130000000000.0,557707123447.0,311822544533.0,2406831754.0,8618064.0,2392142631189.0,2706372007476.0,2000000000000.0,-30173798194.0,,,,1969826201806.0,1969826201806.0,A,ADCP.JK,,,
1.0,2019-12-31,297240127490.0,792699205375.0,1775868800261.0,114618300879.0,2982367515417.0,,3488442568.0,,1380459302027.0,,4366315260012.0,957836244238.0,15000000000.0,68152661843.0,287482157569.0,1665739454.0,,1862317625693.0,2151465522716.0,2000000000000.0,214849737296.0,,,,2214849737296.0,2214849737296.0,A,ADCP.JK,,,
1.0,2018-12-31,114091593241.0,538106835757.0,1243235670404.0,24008066492.0,1922990672475.0,,,,606289733747.0,,2529280406222.0,715414380251.0,,39577798241.0,112160808000.0,,,1217581665248.0,1329742473248.0,1135000000000.0,64537932974.0,,,,1199537932974.0,1199537932974.0,A,ADCP.JK,,,
1.0,2022-06-30,245736517022.0,211052074441.0,3437317835315.0,75064663992.0,3970657222649.0,,3078836127.0,,2242827919190.0,3712795.0,6219175227966.0,1332916794177.0,603345415230.0,693969969802.0,462511638391.0,950171436.0,8646606.0,3365146412977.0,3828608222804.0,2222222220000.0,111703439572.0,,56632698984.0,,2390558358556.0,2387947108556.0,Q,ADCP.JK,2611250000.0,,9746332139.0
1.0,2022-03-31,235013362213.0,216894214073.0,3439433012462.0,76412951580.0,3969868157853.0,,3549391271.0,,2203530064202.0,,6179872213326.0,1478635282023.0,523529844431.0,613642681208.0,369523910242.0,1653332848.0,8649609.0,3412237243073.0,3783414486163.0,2222222220000.0,117594158570.0,,56632698984.0,,2396449077554.0,2393524477554.0,Q,ADCP.JK,2924600000.0,,18316131412.0
1.0,2021-12-31,60530437116.0,252168679394.0,3233978346534.0,87105665327.0,3635321504731.0,,3653609397.0,,2336774224009.0,,5978673938137.0,1507989325929.0,70000000000.0,644710204976.0,357575943117.0,1772728036.0,8667134.0,3519129820480.0,3878478491633.0,2000000000000.0,100186779370.0,,,,2100186779370.0,2097262179370.0,Q,ADCP.JK,2924600000.0,,14795887229.0
1.0,2021-09-30,60530437116.0,252168679394.0,3233978346534.0,87105665327.0,3635321504731.0,,3653609397.0,,2336774224009.0,,5978673938137.0,1507989325929.0,70000000000.0,644710204976.0,357575943117.0,1772728036.0,8667134.0,3519129820480.0,3878478491633.0,2000000000000.0,100186779370.0,,,,2100186779370.0,2097262179370.0,Q,ADCP.JK,2924600000.0,,14795887229.0
1.0,2021-12-31,380237000000.0,165773000000.0,105434000000.0,10705000000.0,673394000000.0,72798000000.0,503588000000.0,,52157000000.0,,1304108000000.0,105080000000.0,,52951000000.0,,63577000000.0,,268367000000.0,334291000000.0,589897000000.0,360611000000.0,14241000000.0,5068000000.0,14241000000.0,969817000000.0,967646000000.0,A,ADES.JK,2171000000.0,10000000000.0,
1.0,2020-12-31,338488000000.0,121769000000.0,82423000000.0,599000000.0,545239000000.0,,351626000000.0,,58044000000.0,,958791000000.0,63317000000.0,,25418000000.0,,71129000000.0,,183559000000.0,258283000000.0,589897000000.0,94853000000.0,10690000000.0,5068000000.0,10690000000.0,700508000000.0,696626000000.0,A,ADES.JK,3882000000.0,,
1.0,2019-12-31,129049000000.0,136656000000.0,80583000000.0,821000000.0,351120000000.0,,405448000000.0,,61390000000.0,,822375000000.0,55991000000.0,14521000000.0,8420000000.0,8419000000.0,68067000000.0,,175191000000.0,254438000000.0,589897000000.0,-37742000000.0,10714000000.0,5068000000.0,10714000000.0,567937000000.0,563520000000.0,A,ADES.JK,4417000000.0,,
1.0,2018-12-31,102273000000.0,134112000000.0,109137000000.0,13796000000.0,364138000000.0,,447249000000.0,,67761000000.0,,881275000000.0,89450000000.0,89678000000.0,6973000000.0,81403000000.0,55561000000.0,,262397000000.0,399361000000.0,589897000000.0,-121627000000.0,8576000000.0,5068000000.0,8576000000.0,481914000000.0,479787000000.0,A,ADES.JK,2127000000.0,,
1.0,2022-06-30,482376000000.0,198462000000.0,144786000000.0,8316000000.0,847444000000.0,72762000000.0,499222000000.0,,49207000000.0,,1470192000000.0,129630000000.0,,28843000000.0,,64187000000.0,,277628000000.0,343438000000.0,589897000000.0,517548000000.0,14241000000.0,5068000000.0,14241000000.0,1126754000000.0,1125197000000.0,Q,ADES.JK,1557000000.0,10000000000.0,
1.0,2022-03-31,436649000000.0,185454000000.0,113019000000.0,7895000000.0,755755000000.0,72766000000.0,500579000000.0,,49851000000.0,,1380815000000.0,96250000000.0,,47295000000.0,,64097000000.0,,269326000000.0,335403000000.0,589897000000.0,436206000000.0,14241000000.0,5068000000.0,14241000000.0,1045412000000.0,1043548000000.0,Q,ADES.JK,1864000000.0,10000000000.0,
1.0,2021-12-31,380237000000.0,165773000000.0,105434000000.0,10705000000.0,673394000000.0,72798000000.0,503588000000.0,,52157000000.0,,1304108000000.0,105080000000.0,,52951000000.0,,63577000000.0,,268367000000.0,334291000000.0,589897000000.0,360611000000.0,14241000000.0,5068000000.0,14241000000.0,969817000000.0,967646000000.0,Q,ADES.JK,2171000000.0,10000000000.0,
1.0,2021-09-30,421189000000.0,146692000000.0,87812000000.0,6097000000.0,663536000000.0,22455000000.0,407345000000.0,,53169000000.0,,1149089000000.0,95380000000.0,,22494000000.0,,75535000000.0,,227904000000.0,305728000000.0,589897000000.0,237706000000.0,10690000000.0,5068000000.0,10690000000.0,843361000000.0,840777000000.0,Q,ADES.JK,2584000000.0,,
1.0,2021-12-31,3152278749730.0,15828528343001.0,10589808239229.0,2023239083978.0,31600942926217.0,1322500514371.0,2166220891440.0,,4187362720802.0,4393006843.0,39900337834619.0,18217092357582.0,8231195541137.0,3668865119237.0,2082215476933.0,1031710869712.0,57888200390.0,31127451942313.0,34242630632194.0,356084937600.0,2041377034231.0,613523145351.0,2588833884853.0,613523145351.0,5599819002035.0,4976508220246.0,A,ADHI.JK,623310781789.0,,
1.0,2020-12-31,2363649065033.0,17078643907495.0,7783397399962.0,2856612927893.0,30090503386345.0,1280912219365.0,2230450043286.0,,4322906500810.0,3308577142.0,38093888626551.0,18054923200256.0,4686807433333.0,3958992509097.0,5058487974099.0,374064707325.0,26543584478.0,27082649503604.0,32519078179193.0,356084937600.0,1989824895076.0,613523145351.0,2588833884853.0,613523145351.0,5548266862880.0,5379150386135.0,A,ADHI.JK,169116476745.0,,
1.0,2019-12-31,3255009864614.0,19520102855963.0,4778581868397.0,2753678601775.0,30315155278021.0,1146250058497.0,1836864787309.0,,3217563090722.0,2529033085.0,36515833214549.0,16179031409655.0,5628047782982.0,2493191154970.0,4893818644107.0,224989922093.0,24279135516.0,24562726968328.0,29681535534528.0,356084937600.0,3397430406578.0,467669315474.0,2588833884853.0,467669315474.0,6810018544505.0,6810018544505.0,A,ADHI.JK,,,
1.0,2018-12-31,3263036627238.0,15582706256950.0,4360890510200.0,2172840196712.0,25386859425078.0,952540572014.0,1573323727930.0,,2178877248275.0,2590945903.0,30091600973297.0,12547724806823.0,3913877913540.0,2133094404301.0,4639577292582.0,232052337089.0,10786961553.0,18934699447368.0,23806329077039.0,356084937600.0,2861896796778.0,467669315474.0,2588833884853.0,467669315474.0,6274484934705.0,6274484934705.0,A,ADHI.JK,,,
1.0,2022-06-30,2516048310943.0,16734978182060.0,9740721312501.0,1688315190620.0,30687382129124.0,1420850858541.0,2131219908743.0,,4097639470810.0,4666712323.0,39209335092185.0,15733608488831.0,5287840583369.0,4037249039018.0,6080413305457.0,943467884763.0,360239094644.0,26120106978988.0,33145240512444.0,356084937600.0,2077202615116.0,681734047528.0,2588833884853.0,681734047528.0,5703855485097.0,4831612760130.0,Q,ADHI.JK,872242724967.0,,
