emiten,tanggal,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares
MSIN.JK,2018-12-31,,,277509000000,6027000000,210814000000,107277000000,444060000000,304089000000,304089000000,,-42513000000,,,,65448000000,1509601000000,1205512000000,1065541000000,-26580000000,,212061000000,210814000000
ITMG.JK,2021-12-31,,,621089000,-7747000,475570000,125351000,948695000,629198000,629198000,165455000,-2689000,,,,145699000,2076813000,1447615000,1128118000,-8109000,,475390000,475570000
ITMG.JK,2020-12-31,,,72553000,-7846000,39469000,95239000,216889000,89706000,89706000,18739000,-3473000,,,,34725000,1185336000,1095630000,968447000,-17153000,,37828000,39469000
ITMG.JK,2019-12-31,,,185908000,-5310000,129426000,146162000,335813000,192126000,192126000,-11600000,-1498000,,,,59406000,1715592000,1523466000,1379779000,-6218000,,126502000,129426000
ITMG.JK,2018-12-31,,,367363000,-2776000,261951000,151909000,594691000,373718000,373718000,58332000,-1290000,,,,108607000,2007630000,1633912000,1412939000,-6355000,,258756000,261951000
BBYB.JK,2021-12-31,,,-990420522259,,-986289462473,1232863884873,247699377227,0,-985164507646,,,,,,-4131059786,249201127255,1234365634901,1501750028,-5256014613,,-986289462473,-986289462473
BBYB.JK,2020-12-31,,,15827358645,,15871502695,200757929907,217527116267,0,16769186360,,,,,,-44144050,219282093029,202512906669,1754976762,-941827715,,15871502695,15871502695
BBYB.JK,2019-12-31,,,17858408759,,16002797471,204502448577,230493710397,0,20454723444,5536538376.0,,,,,1855611288,232990947786,212536224342,2497237389,-2596314685,,16002797471,16002797471
BBYB.JK,2018-12-31,,,-138324960848,,-136988450929,189922664410,58229582327,0,-136549865879,4856783796.0,,,,,-1336509919,61004182892,197554048771,2774600565,-1775094969,,-136988450929,-136988450929
BSDE.JK,2021-12-31,,,1783903276033,4438109373863,1348623038141,1888404506866,4619458259609,2629153647065,2629153647065,101900105678,-1637866903607,,,,245062319860,7654802250986,5025648603921,3035343991377,-845250371032,,1538840956173,1348623038141
BSDE.JK,2020-12-31,,,724080204735,4351768056812,281700888667,1779221563671,4093095954200,2204198952070,2204198952070,109675438459,-1775299329911,,,,237822390577,6180589086059,3976390133989,2087493131859,-1480118747335,,486257814158,281700888667
BSDE.JK,2019-12-31,,,3429881641852,4398051850620,2791416326399,2014589216944,4916804533155,2792842722308,2792842722308,109372593903,-1027110941897,,,,299805538400,7084864038574,4292021316266,2168059505419,637038919544,,3130076103452,2791416326399
BSDE.JK,2018-12-31,,,2033087233468,4177164977141,1293850222563,2081652625537,4614723604773,2437841407795,2437841407795,95229571441,-893649223401,,,,331269538541,6628782185008,4190940777213,2014058580235,-404754174327,,1701817694927,1293850222563
BINA.JK,2021-12-31,,,50177000000,,39748000000,98282000000,267954000000,0,58367000000,111305000000,,,,,10429000000,267954000000,209587000000,6476000000,-8190000000,,39748000000,39748000000
BINA.JK,2020-12-31,,,28621000000,,19376000000,148483000000,181706000000,0,28621000000,4602000000,,,,,9245000000,183481000000,154860000000,1775000000,0,,19376000000,19376000000
BINA.JK,2019-12-31,,,9940000000,,7115000000,126185000000,138635000000,0,9940000000,2510000000,,,,,2825000000,139345000000,129405000000,710000000,0,,7115000000,7115000000
BINA.JK,2018-12-31,,,16935000000,,11395000000,97025000000,117400000000,0,16935000000,3440000000,,,,,5540000000,121489000000,104554000000,4089000000,0,,11395000000,11395000000
BTPN.JK,2021-12-31,,,4007172000000,2113664000000,2664714000000,6150611000000,10905898000000,0,4011530000000,743757000000,,,,,902957000000,10994400000000,6982870000000,88502000000,-4358000000,,3104215000000,2664714000000
BTPN.JK,2020-12-31,,,2633076000000,1749037000000,1749293000000,6000032000000,9436256000000,0,2636774000000,799450000000,,,,,627399000000,9519887000000,6883113000000,83631000000,-3698000000,,2005677000000,1749293000000
BTPN.JK,2019-12-31,,,4018922000000,1603885000000,2572528000000,6242225000000,11083679000000,0,4032519000000,808935000000,,,,,1026504000000,11162391000000,7129872000000,78712000000,-13597000000,,2992418000000,2572528000000
BTPN.JK,2018-12-31,,,2919428000000,1181670000000,1838471000000,5360147000000,8778679000000,0,2947756000000,470776000000,,,,,791364000000,8825275000000,5877519000000,46596000000,-28328000000,,2128064000000,1838471000000
DMMX.JK,2021-12-31,,,244925821883,29915779868,239355619977,36509161874,67171488641,30662326767,30662326767,,-6328759345,,,,5772982666,1150441212932,1119778886165,1083269724291,214263495116,,239152839217,239355619977
DMMX.JK,2020-12-31,,,37133370671,428905841,31918591277,22406876639,47992218156,25430879286,25430879286,,-3464594420,,,,5112193264,517197997739,491767118453,469205779583,11702491385,,32021177407,31918591277
DMMX.JK,2019-12-31,,,19774810330,27839309,16563609649,13225891577,25467481951,12241590374,12241590374,,-258993797,,,,3191793978,211001743239,198760152865,185534261288,7533219956,,16583016352,16563609649
DMMX.JK,2018-12-31,,,10058387395,331463997,7571623257,7333354954,17394750468,10061395514,10061395514,,-11463935,,,,2566546575,58550399668,48489004154,41155649200,-3008119,,7491840820,7571623257
SCMA.JK,2021-12-31,,,1725634233000,1072978186000,1347464222000,1323357646000,3018234569000,1761589228000,1761589228000,-66712305000,-51320323000,,,,387648442000,5930261093000,4168671865000,2912026524000,-35954995000,,1337985791000,1347464222000
SCMA.JK,2020-12-31,,,1488100052000,624382556000,1148342286000,1134826227000,2590197359000,1476684207000,1476684207000,-21313075000,-7855745000,,,,338036813000,5101113259000,3624429052000,2510915900000,11415845000,,1150063239000,1148342286000
SCMA.JK,2019-12-31,,,1452611689000,580470963000,1070166566000,1171830360000,2652890513000,1427150874000,1427150874000,53909279000,-2302705000,,,,401447087000,5523362497000,4096211623000,2870471984000,25460815000,,1051164602000,1070166566000
SCMA.JK,2018-12-31,,,1940875413000,644539044000,1484762240000,1059983207000,2905935149000,1840058765000,1840058765000,5893177000,-3398533000,,,,465833213000,5276794930000,3436736165000,2370859781000,100816648000,,1475042200000,1484762240000
AALI.JK,2021-12-31,,,2913169000000,551981000000,1971365000000,1078466000000,4879912000000,3066334000000,3066334000000,735112000000,-374061000000,,,,845807000000,24322048000000,21255714000000,19442136000000,-153165000000,,2067362000000,1971365000000
AALI.JK,2020-12-31,,,1462635000000,495301000000,833090000000,1012305000000,2997291000000,1708412000000,1708412000000,276574000000,-392795000000,,,,568856000000,18807043000000,17098631000000,15809752000000,-245777000000,,893779000000,833090000000
AALI.JK,2019-12-31,,,660860000000,457374000000,211117000000,1106917000000,2144506000000,960308000000,960308000000,77281000000,-338329000000,,,,417231000000,17452736000000,16492428000000,15308230000000,-299448000000,,243629000000,211117000000
AALI.JK,2018-12-31,,,2207080000000,484893000000,1438511000000,1129976000000,3539506000000,2325906000000,2325906000000,83624000000,-214200000000,,,,686357000000,19084387000000,16758481000000,15544881000000,-118826000000,,1520723000000,1438511000000
FASW.JK,2021-12-31,,,836865000000,,614926000000,548518000000,1616284000000,1065395000000,1065395000000,2371000000,-203104000000,,,,221939000000,11932773000000,10867378000000,10316489000000,-228530000000,,614926000000,614926000000
FASW.JK,2020-12-31,,,362807000000,,353299000000,452617000000,1230632000000,775692000000,775692000000,2323000000,-228197000000,,,,9508000000,7909812000000,7134120000000,6679180000000,-412885000000,,353299000000,353299000000
FASW.JK,2019-12-31,,,1220595729710,776443.0,968833699309,436939874580,1808652790080,1369618340527,1369618340527,2094574973,-271116919940,,,,251762339014,8268503880196,6898885539669,6459851090116,-149022610817,,968833390696,968833699309
FASW.JK,2018-12-31,,,1988090191158,1028368.0,1405367808100,462219316106,3017007841468,2554788525362,2554788525362,2094574973,-294469035052,,,,582722420085,9938310691326,7383522165964,6921302849858,-566698334204,,1405367771073,1405367808100
GOOD.JK,2021-12-31,,,632654506311,402012408516,424826659580,1672575228375,2382465319655,709890091280,709890091280,,-171077247615,,,,140016834125,8799579901024,8089689809744,6417114581369,-77235584969,,492637672186,424826659580
GOOD.JK,2020-12-31,,,339984897163,387052373742,259412261010,1649600540712,2079594670338,429994129626,429994129626,,-135030671665,,,,94881135256,7719379796413,7289385666787,5639785126075,-90009232463,,245103761907,259412261010
GOOD.JK,2019-12-31,,,580567005845,163424405318,416859403048,1875212175773,2457081415208,682967841607,682967841607,-101098602172.0,-88016559989,,,,144800646365,8438631355699,7755663514092,5981549940491,-102400835762,,435766359480,416859403048
GOOD.JK,2018-12-31,,,582506906329,155088478645,404926053034,1908847559674,2479807994729,636803722301,636803722301,-65843287246.0,-48909192212,,,,157025309219,8048946664266,7412142941965,5569138669537,-54296815972,,425481597110,404926053034
CMNT.JK,2021-12-31,,,449905000000,321397000000,287793000000,1013816000000,2114935000000,1034402000000,1034402000000,66717000000,-621484000000,,,,195235000000,8278058000000,7243656000000,6163123000000,-584497000000,,254670000000,287793000000
CMNT.JK,2020-12-31,,,411218000000,335725000000,500069000000,887804000000,1724165000000,871426000000,871426000000,-35065000000,-678010000000,,,,-119064000000,7158870000000,6287444000000,5434705000000,-460208000000,,530282000000,500069000000
CMNT.JK,2019-12-31,,,217689000000,420521000000,53161000000,783640000000,1622201000000,853678000000,853678000000,-15117000000,-752461000000,,,,109631000000,6335572000000,5481894000000,4713371000000,-635989000000,,108058000000,53161000000
CMNT.JK,2019-01-01,,,-602615000000,348367000000,-810442000000,839419000000,1193593000000,281785000000,281785000000,72389000000,-807883000000,,,,162075000000,6433419000000,6151634000000,5239826000000,-884400000000,,-764690000000,-810442000000
BBKP.JK,2021-12-31,,,-3144025000000,216000000,-2282245000000,2671728000000,-407875000000,0,-3054635000000,-24968000000,,,,,-841746000000,-115791000000,2938844000000,292084000000,-89390000000,,-2302279000000,-2282245000000
BBKP.JK,2020-12-31,,,-3922869000000,20250000000,-3255895000000,2432158000000,-1220748000000,0,-3682595000000,29689000000,,,,,-664760000000,-997379000000,2685216000000,223369000000,-240274000000,,-3258109000000,-3255895000000
BBKP.JK,2019-12-31,,,133794000000,22464000000,216324000000,2455763000000,2709771000000,0,254008000000,29689000000,,,,,-82955000000,2906104000000,2652096000000,196333000000,-120214000000,,216749000000,216324000000
BBKP.JK,2018-12-31,,,216335000000,22021000000,189595000000,2441963000000,2754162000000,0,312199000000,29689000000,,,,,26365000000,2913184000000,2600985000000,159022000000,-95864000000,,189970000000,189595000000
BBTN.JK,2021-12-31,,,2993320000000,,2376227000000,6129594000000,10714216000000,0,4075430000000,509192000000,,,,,617093000000,11726393000000,7650963000000,1012177000000,-1082110000000,,2376227000000,2376227000000
BBTN.JK,2020-12-31,,,2270857000000,,1602358000000,5073924000000,8163135000000,0,2799645000000,289566000000,,,,,668499000000,9180679000000,6381034000000,1017544000000,-528788000000,,1602358000000,1602358000000
BBTN.JK,2019-12-31,,,411062000000,,209263000000,5252660000000,6548671000000,0,989564000000,306447000000,,,,,201799000000,7584988000000,6595424000000,1036317000000,-578502000000,,209263000000,209263000000
BBTN.JK,2018-12-31,,,3610275000000,,2807923000000,5177850000000,9522375000000,0,3995428000000,349097000000,,,,,802352000000,10446440000000,6451012000000,924065000000,-385153000000,,2807923000000,2807923000000
PNBN.JK,2021-12-31,,,2514336000000,3102154000000,2063473000000,3976852000000,7224565000000,0,2550866000000,696847000000,,,,,697360000000,7416913000000,4866047000000,192348000000,-36530000000,,1816976000000,2063473000000
PNBN.JK,2020-12-31,,,4071792000000,3236981000000,3103248000000,3928938000000,9220309000000,0,3922981000000,1368390000000,,,,,947587000000,9398784000000,5475803000000,178475000000,148811000000,,3124205000000,3103248000000
PNBN.JK,2019-12-31,,,4595617000000,3067156000000,3316841000000,4002490000000,9161999000000,0,4465293000000,694216000000,,,,,1097318000000,9331221000000,4865928000000,169222000000,130324000000,,3498299000000,3316841000000
PNBN.JK,2018-12-31,,,4572779000000,3001022000000,3112580000000,4019197000000,9336127000000,0,4446278000000,870652000000,,,,,1385622000000,9494563000000,5048285000000,158436000000,126501000000,,3187157000000,3112580000000
BFIN.JK,2021-12-31,,,1410958000000,539000000,1131293000000,1600739000000,2778625000000,0,1401205000000,-298901000000,,,,,279620000000,2848313000000,1447108000000,69688000000,9753000000,,1131338000000,1131293000000
BFIN.JK,2020-12-31,,,869996000000,4000000,701595000000,1587373000000,2357800000000,0,859766000000,-179236000000,,,,,168404000000,2428844000000,1569078000000,71044000000,10230000000,,701592000000,701595000000
BFIN.JK,2019-12-31,,,1092253000000,7000000,711685000000,1851832000000,3548274000000,0,1854977000000,-181128000000,,,,,380571000000,3618138000000,1763161000000,69864000000,-762724000000,,711682000000,711685000000
BFIN.JK,2018-12-31,,,1840099000000,4000000,1467794000000,1555770000000,3307700000000,0,1830811000000,-92559000000,,,,,372305000000,3368537000000,1537726000000,60837000000,9288000000,,1467794000000,1467794000000
SUPR.JK,2021-12-31,,,-387850000000,416808000000,-68954000000,201848000000,1956066000000,1285899000000,1285899000000,,-458138000000,,,,-318775000000,2075965000000,790066000000,119899000000,-1673749000000,,-69075000000,-68954000000
SUPR.JK,2020-12-31,,,109141000000,2140000000,189650000000,226733000000,1777408000000,943169000000,943169000000,,-474279000000,,,,-82401000000,1922151000000,978982000000,144743000000,-834028000000,,191542000000,189650000000
SUPR.JK,2019-12-31,,,241871000000,2140000000,228382000000,195634000000,1643117000000,1085847000000,1085847000000,158687000000.0,-568569000000,,,,13489000000,1767050000000,681203000000,123933000000,-843976000000,,228382000000,228382000000
SUPR.JK,2018-12-31,,,-1202338000000,2140000000,-1223843000000,197325000000,1780720000000,1254339000000,1254339000000,138470000000.0,-614522000000,,,,21505000000,1899775000000,645436000000,119055000000,-2456677000000,,-1223843000000,-1223843000000
CTRA.JK,2021-12-31,,,2396714000000,2423604000000,1735329000000,1520054000000,4811712000000,3318575000000,3318575000000,-26917000000,-1241162000000,,,,308998000000,9729651000000,6411076000000,4917939000000,-921861000000,,2087716000000,1735329000000
CTRA.JK,2020-12-31,,,1659121000000,2125400000000,1320754000000,1498942000000,4097560000000,2632048000000,2632048000000,-33430000000,-1235029000000,,,,288435000000,8070737000000,5438689000000,3973177000000,-972927000000,,1370686000000,1320754000000
CTRA.JK,2019-12-31,,,1555103000000,2409092000000,1157959000000,1615511000000,3770950000000,2186623000000,2186623000000,-31184000000,-910436000000,,,,271822000000,7608237000000,5421614000000,3837287000000,-631520000000,,1283281000000,1157959000000
CTRA.JK,2018-12-31,,,1655086000000,2270485000000,1185478000000,1567479000000,3612615000000,2149865000000,2149865000000,-104729000000,-732298000000,,,,352384000000,7670405000000,5520540000000,4057790000000,-494779000000,,1302702000000,1185478000000
BSIM.JK,2021-12-31,,,159518000000,,127748000000,1976434000000,2303894000000,0,139461000000,187999000000,,,,,31770000000,2488445000000,2348984000000,184551000000,20057000000,,127748000000,127748000000
BSIM.JK,2020-12-31,,,116600000000,,118522000000,1964102000000,1708382000000,0,-518961000000,263241000000,,,,,-1922000000,1874009000000,2392970000000,165627000000,635561000000,,118522000000,118522000000
BSIM.JK,2019-12-31,,,81893000000,,6752000000,1717829000000,1069698000000,0,-895302000000,247171000000,,,,,75141000000,1211502000000,2106804000000,141804000000,977195000000,,6752000000,6752000000
BSIM.JK,2018-12-31,,,75863000000,,50472000000,1502424000000,1680505000000,0,76225000000,101856000000,,,,,25391000000,1796424000000,1720199000000,115919000000,-362000000,,50472000000,50472000000
AKRA.JK,2021-12-31,,,1445561693000,1953848784000,1111613585000,829987854000,2285293776000,1446271842000,1446271842000,9034080000,-57068728000,,,,310559937000,25707068900000,24260797058000,23421775124000,-710149000,,1135001756000,1111613585000
AKRA.JK,2020-12-31,,,1242975414000,1803979063000,924918465000,839872874000,2041296247000,1208529159000,1208529159000,-7105786000,-74283971000,,,,280978101000,17715928111000,16507398952000,15674631864000,34446255000,,961997313000,924918465000
AKRA.JK,2019-12-31,,,913445981000,1730586519000,717205137000,790038293000,1884077331000,964675845000,964675845000,2730163000,-109792484000,,,,213950398000,21702637573000,20737961728000,19818560242000,-51229864000,3581696000.0,699495583000,717205137000
AKRA.JK,2018-12-31,,,914556899000,1555723225000,1644834070000,633783792000,1549232179000,968599160000,968599160000,-53150773000,-86484498000,,,,251216105000,23548144117000,22579544957000,21998911938000,-54042261000,933312027000.0,663340794000,1644834070000
CARE.JK,2020-12-31,,,13792807612,922619320,14312842564,111355862968,101657080159,-15862267716,-15862267716,3569023447,-11305994267,,,,-375143524,216296095571,232158363287,114639015412,29655075328,,14167951136,14312842564
CARE.JK,2019-12-31,,,-21524332758,1069930693,-24205411416,64439260979,74595687895,8674479530,8674479530,1481947386,-19249257592,,,,2762008295,154077443719,145402964189,79481755824,-30198812288,,-24286341053,-24205411416
CARE.JK,2018-12-31,,,-26059607073,1096112665,-27487240064,38279298161,35243638144,-3481158104,-3481158104,445498087,-23167511088,,,,1805363146,87208509533,90689667637,51964871389,-22578448969,,-27864970219,-27487240064
CARE.JK,2017-12-31,,,-11035248476,12346310893,-11519144124,12841951729,14336732685,847438842,847438842,647342114,-13559463283,,,,527133226,31198171918,30350733076,16861439233,-11882687318,,-11562381702,-11519144124
JPFA.JK,2021-12-31,,,2793847000000,869326000000,2022596000000,4593111000000,7785321000000,3135769000000,3135769000000,56441000000,-663683000000,,,,662951000000,44878300000000,41742531000000,37092979000000,-341922000000,,2130896000000,2022596000000
JPFA.JK,2020-12-31,,,1459563000000,734060000000,916711000000,4586243000000,7176565000000,2473702000000,2473702000000,116620000000,-799928000000,,,,457187000000,36964948000000,34491246000000,29788383000000,-1014139000000,,1002376000000,916711000000
JPFA.JK,2019-12-31,,,2584420000000,675944000000,1765178000000,4523341000000,7646023000000,3119215000000,3119215000000,3467000000,-752155000000,,,,700563000000,38872084000000,35752869000000,31226061000000,-534795000000,,1883857000000,1765178000000
JPFA.JK,2018-12-31,,,3083127000000,607394000000,2167961000000,4148980000000,7666647000000,3798673000000,3798673000000,-281006000000,-561117000000,,,,829926000000,36228261000000,32429588000000,28561614000000,-715546000000,,2253201000000,2167961000000
MLBI.JK,2021-12-31,,,877781000000,506000000,665682000000,488998000000,1361697000000,896246000000,896246000000,2844000000,-20914000000,,,,211931000000,2473681000000,1577435000000,1111984000000,-18465000000,,665850000000,665682000000
MLBI.JK,2020-12-31,,,396470000000,426000000,285666000000,449834000000,940226000000,428442000000,428442000000,-655000000,-63650000000,,,,110853000000,1985009000000,1556567000000,1044783000000,-31972000000,,285617000000,285666000000
MLBI.JK,2019-12-31,,,1626612000000,475000000,1205743000000,575781000000,2285054000000,1644594000000,1644594000000,4171000000,-40747000000,,,,420553000000,3711405000000,2066811000000,1426351000000,-17982000000,,1206059000000,1205743000000
MLBI.JK,2018-12-31,,,1671912000000,381000000,1224586000000,537109000000,2210051000000,1654797000000,1654797000000,-1555000000,-34159000000,,,,447105000000,3574801000000,1920004000000,1364750000000,17115000000,,1224807000000,1224586000000
ULTJ.JK,2021-12-31,,,1541932000000,90950000000,1271638000000,958219000000,2374454000000,1655186000000,1655186000000,-238951000000,-232065000000,,,,265139000000,6616642000000,4961456000000,4242188000000,-113254000000,,1276793000000,1271638000000
ULTJ.JK,2020-12-31,,,1421517000000,95833000000,1099696000000,1004343000000,2227936000000,1335762000000,1335762000000,-112169000000,-27783000000,,,,311851000000,5967362000000,4631600000000,3739426000000,85755000000,,1109666000000,1099696000000
ULTJ.JK,2019-12-31,,,1375359000000,106700000000,1032277000000,1092707000000,2341315000000,1328799000000,1328799000000,-80191000000,-1435000000,,,,339494000000,6223057000000,4894258000000,3881742000000,46560000000,,1035865000000,1032277000000
ULTJ.JK,2018-12-31,,,949018000000,114684000000,697784000000,1050614000000,1954632000000,930759000000,930759000000,-26741000000,-2045000000,,,,247411000000,5472882000000,4542123000000,3518250000000,18259000000,,701607000000,697784000000
HEAL.JK,2021-12-31,,,1658202000000,1117155000000,1003126000000,976115000000,2714913000000,1776749000000,1776749000000,-139216000000,-143196000000,,,,358428000000,5820123000000,4043374000000,3105210000000,-118547000000,,1299774000000,1003126000000
HEAL.JK,2020-12-31,,,946010000000,830133000000,473222000000,845214000000,1922372000000,1035346000000,1035346000000,-65149000000,-128807000000,,,,300372000000,4416042000000,3380696000000,2493670000000,-89336000000,,645638000000,473222000000
HEAL.JK,2019-12-31,,,505476000000,617225000000,255367000000,819213000000,1456555000000,584015000000,584015000000,-31828000000,-108877000000,,,,161556000000,3630940000000,3046925000000,2174385000000,-78539000000,,343920000000,255367000000
HEAL.JK,2018-12-31,,,275538000000,503913000000,124374000000,743488000000,1169634000000,390375000000,390375000000,-40355000000,-130687000000,,,,84514000000,3058091000000,2667716000000,1888457000000,-114837000000,,191024000000,124374000000
