emiten,tanggal,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,inventory,accountsPayable,shortLongTermDebt,longTermDebt,goodWill,longTermInvestments,deferredLongTermLiab,shortTermInvestments,intangibleAssets
DSNG.JK,2021-12-31,679260000000.0,6686697000000.0,6900337000000.0,125126000000.0,400575000000.0,13712160000000.0,211997000000.0,421098000000.0,3974755000000.0,433175000000.0,2034325000000.0,1091831000000.0,422378000000.0,1856163000000.0,200356000000.0,2034325000000.0,9606972000000.0,2321635000000.0,6674458000000.0,269347000000.0,1200030000000.0,361172000000.0,586273000000.0,4388257000000.0,225879000000.0,465843000000.0,,,
DSNG.JK,2020-12-31,677092000000.0,7920634000000.0,6121741000000.0,109008000000.0,491847000000.0,14151383000000.0,211997000000.0,606927000000.0,3382377000000.0,449746000000.0,1850275000000.0,1565758000000.0,647709000000.0,2293012000000.0,119267000000.0,1935240000000.0,9286656000000.0,2613109000000.0,5895862000000.0,403264000000.0,944134000000.0,416093000000.0,622580000000.0,5172392000000.0,225879000000.0,459981000000.0,,,
DSNG.JK,2019-12-31,677092000000.0,7889229000000.0,3646244000000.0,85348000000.0,276391000000.0,11620821000000.0,211997000000.0,166128000000.0,2913493000000.0,511664000000.0,-156338000000.0,1950220000000.0,270331000000.0,2361728000000.0,126412000000.0,-71373000000.0,7239348000000.0,1932531000000.0,3409257000000.0,551979000000.0,940945000000.0,529912000000.0,676510000000.0,5014716000000.0,236987000000.0,261735000000.0,,,
DSNG.JK,2018-12-31,677092000000.0,8079930000000.0,3571189000000.0,87773000000.0,329345000000.0,11738892000000.0,211997000000.0,245504000000.0,2849290000000.0,547633000000.0,-167190000000.0,1584642000000.0,523895000000.0,2321028000000.0,85380000000.0,-82225000000.0,7272348000000.0,2397920000000.0,3328312000000.0,505367000000.0,1118028000000.0,570359000000.0,676426000000.0,5197683000000.0,242877000000.0,241105000000.0,,,
IPTV.JK,2021-12-31,,4176782000000.0,7959998000000.0,179003000000.0,36359000000.0,12315783000000.0,12542626000000.0,369303000000.0,362122000000.0,282423000000.0,-4944750000000.0,456565000000.0,27967000000.0,2662684000000.0,269571000000.0,-4944750000000.0,7903517000000.0,2936247000000.0,7516567000000.0,1464499000000.0,856573000000.0,952186000000.0,747711000000.0,1221047000000.0,443431000000.0,576023000000.0,113205000000.0,,
IPTV.JK,2020-12-31,,3760751000000.0,7098592000000.0,205360000000.0,76920000000.0,11064703000000.0,12086101000000.0,331540000000.0,163462000000.0,239450000000.0,-5150971000000.0,550235000000.0,80753000000.0,1650719000000.0,231222000000.0,-5150971000000.0,8168105000000.0,1903351000000.0,6655580000000.0,551284000000.0,688589000000.0,772791000000.0,666419000000.0,1858535000000.0,443012000000.0,,146066000000.0,,
IPTV.JK,2019-12-31,,4550681000000.0,5503540000000.0,167542000000.0,649209000000.0,10221763000000.0,11845316000000.0,203203000000.0,-55932000000.0,153152000000.0,-6285844000000.0,563151000000.0,84162000000.0,2513780000000.0,188251000000.0,-6285844000000.0,7681538000000.0,1541596000000.0,5068062000000.0,523646000000.0,356751000000.0,887536000000.0,770948000000.0,1876220000000.0,435478000000.0,,154028000000.0,,
IPTV.JK,2018-12-31,,6110349000000.0,2982022000000.0,40061000000.0,834891000000.0,9132432000000.0,10403539000000.0,244862000000.0,-354774000000.0,91834000000.0,-7066743000000.0,422930000000.0,75387000000.0,4037470000000.0,135147000000.0,-7066743000000.0,6986701000000.0,1529401000000.0,2982022000000.0,436236000000.0,477977000000.0,632552000000.0,2134020000000.0,1972792000000.0,,193400000000.0,224956000000.0,,
BUMI.JK,2021-12-31,1533839954.0,3577340599.0,-480659939.0,1127106626.0,366953297.0,4223787286.0,1899106073.0,223905951.0,-2887436623.0,506057111.0,-1026169343.0,460493864.0,220979398.0,2877190810.0,167475073.0,-1026169343.0,1994993557.0,775582880.0,-529072083.0,287957965.0,30481415.0,171075743.0,1319224660.0,12235580.0,48412144.0,944304841.0,,,
BUMI.JK,2020-12-31,1579522164.0,3295912298.0,-598812940.0,731450969.0,369880041.0,3428550327.0,1853423863.0,77904872.0,-3055454776.0,386190501.0,-976304191.0,600295379.0,56142271.0,1298664634.0,178253645.0,-976304191.0,1744782219.0,397376705.0,-598812940.0,226369365.0,27321324.0,222174526.0,,1402181394.0,,686096024.0,123418643.0,,
BUMI.JK,2019-12-31,1600313726.0,3192870099.0,-222294529.0,641373274.0,390912877.0,3611948844.0,1832632301.0,45896098.0,-2717430782.0,613287671.0,-937809774.0,630603873.0,44650916.0,1172847045.0,162712637.0,-937809774.0,1637688212.0,454001034.0,-222294529.0,323843380.0,28398605.0,213648679.0,,1406735383.0,,889655725.0,123396716.0,14491.0,
BUMI.JK,2018-12-31,1600336728.0,3403162098.0,-197383345.0,700995186.0,499181770.0,3906773939.0,1832624633.0,47547166.0,-2695778081.0,697117698.0,-934566625.0,677987763.0,88528723.0,1158996222.0,116180003.0,-934566625.0,1646454722.0,460903744.0,-197383345.0,267710964.0,48139692.0,165514834.0,144929.0,1547048178.0,,1121427710.0,127781234.0,347.0,
BHAT.JK,2021-12-31,1571000000.0,196357274613.0,536046762514.0,3662624320.0,8110424887.0,736066661447.0,500000000000.0,111631261684.0,24907568906.0,77148980468.0,9568193608.0,860608675.0,11196661981.0,118086882614.0,612669540.0,9568193608.0,985294338.0,620751535187.0,536016628920.0,8453694350.0,,107463477932.0,,,,113439089653.0,,410077650000.0,30133594.0
BHAT.JK,2020-12-31,1571000000.0,132240707576.0,516110811404.0,3414246521.0,2181823443.0,651765765501.0,500000000000.0,69636414264.0,15601928582.0,57826501988.0,-1062117178.0,784974197.0,2910277286.0,72749659834.0,434539497.0,-1062117178.0,1672383624.0,571349306097.0,516039411121.0,222828191751.0,,65924527441.0,,,,77887701300.0,,210077650000.0,71400283.0
BHAT.JK,2019-12-31,,90794998683.0,306998706553.0,3213454223.0,8541819678.0,401007159459.0,300000000000.0,42837167296.0,4076965760.0,31657098497.0,2921740793.0,285670742.0,5902719832.0,59137900186.0,285670742.0,2921740793.0,608672514.0,337143983823.0,306893155206.0,12991247147.0,,47312151033.0,1469927867.0,,,62863281033.0,,205000000000.0,105551347.0
BHAT.JK,2018-12-31,,234327416203.0,1372109371.0,3127570976.0,1811652550.0,238827096550.0,100000000.0,35851707790.0,1206205771.0,369539297.0,65903600.0,86177294.0,7117880843.0,233957876906.0,86177294.0,65903600.0,644335673.0,238013263734.0,1288789522.0,31815260817.0,,75078271156.0,156108696005.0,,,,,60000000000.0,83319849.0
IFSH.JK,2021-12-31,163533533818.0,333286713847.0,676311227107.0,154042134.0,148936354924.0,1009751983088.0,212500000000.0,161479601893.0,354347420202.0,12878490670.0,-54069726913.0,90503807524.0,32600137272.0,281951052902.0,16911055239.0,-54069726913.0,360523165294.0,557958653905.0,675544870742.0,66879497120.0,269105625780.0,43440776480.0,4264411191.0,37749757060.0,766356365.0,,,,
IFSH.JK,2020-12-31,163533533818.0,591543836198.0,558945604288.0,-15960709808.0,290304640379.0,1134528730678.0,212500000000.0,160612092108.0,184829149466.0,12134397455.0,-1917078996.0,81012628126.0,33034811572.0,523669782549.0,32188302600.0,-1917078996.0,352063885674.0,700685860513.0,558179247923.0,76807885785.0,429756631129.0,125523819931.0,7085110799.0,53494956860.0,766356365.0,,,,
IFSH.JK,2019-12-31,163533533818.0,676354599940.0,526389718493.0,-7545768387.0,353614974736.0,1195198550046.0,212500000000.0,157105973635.0,152893957074.0,17657608927.0,-2537772399.0,108992526343.0,28922713276.0,617963023345.0,35779037007.0,-2537772399.0,423071110206.0,662368557132.0,525623362128.0,22087727973.0,453300233387.0,159628225619.0,1524797459.0,36748896739.0,766356365.0,,,,
IFSH.JK,2018-12-31,27892853108.0,390593242928.0,258605200195.0,6527956129.0,121848380442.0,655726399252.0,170000000000.0,12179912138.0,62855009211.0,8718668586.0,-2142662124.0,65224018836.0,38423232805.0,328561476456.0,23329101644.0,-2142662124.0,347459703383.0,242276320668.0,257838843830.0,38738713470.0,151966525764.0,44330071061.0,5065102553.0,49195461508.0,766356365.0,,,,
BRAM.JK,2021-12-31,1676502.0,80163080.0,196644702.0,13184532.0,4357111.0,289992314.0,130404630.0,6815274.0,50757492.0,11939292.0,13806078.0,26090524.0,1772793.0,62932871.0,386062.0,13806078.0,137128320.0,125041409.0,194962097.0,52947641.0,63505701.0,33371117.0,1398577.0,4895019.0,1548663.0,49456.0,,,133942.0
BRAM.JK,2020-12-31,1676502.0,55218439.0,193481744.0,15040343.0,1839208.0,263740526.0,130404630.0,4230148.0,44745010.0,10874823.0,16655602.0,25455643.0,11504722.0,36411377.0,432078.0,16655602.0,142939367.0,93278519.0,191464203.0,34252493.0,43291156.0,16626246.0,5533652.0,7401734.0,1548663.0,49456.0,,,468878.0
BRAM.JK,2019-12-31,1676502.0,58823245.0,203970805.0,16690778.0,1768840.0,279484828.0,130404630.0,4087723.0,54877046.0,12438680.0,17012627.0,25119828.0,14238672.0,33430560.0,471805.0,17012627.0,155062397.0,96866665.0,201584323.0,33309081.0,45231189.0,25520472.0,1872502.0,12954005.0,1548663.0,49456.0,,,837819.0
BRAM.JK,2018-12-31,1676502.0,76038130.0,204066754.0,16295134.0,1385727.0,296400018.0,130404630.0,8423166.0,57271593.0,10817431.0,14714029.0,24092925.0,5761270.0,50454345.0,278252.0,14714029.0,161434765.0,108415026.0,201658908.0,40288525.0,53942065.0,37507512.0,,14766354.0,1548663.0,49456.0,,,859183.0
WOOD.JK,2021-12-31,299314475737.0,3158497024662.0,3631930945664.0,10606808304.0,194303190946.0,6801034778630.0,636250000000.0,253990219742.0,1663977149706.0,78502135453.0,1032389320221.0,105106709992.0,116906090167.0,2084148153947.0,17873744962.0,1032389320221.0,2345835123401.0,4310623272972.0,3631930945664.0,880165236600.0,3051800967190.0,172739228432.0,182062768200.0,970397159880.0,,39469672265.0,6342689756.0,,
WOOD.JK,2020-12-31,223992113415.0,2896837453547.0,2949675127483.0,10246341110.0,119744183356.0,5856758922140.0,630625000000.0,82595012958.0,1121563551139.0,93600191012.0,973494462929.0,73071232774.0,40486807994.0,2540254204425.0,15212499825.0,973494462929.0,2296058005079.0,3439006767085.0,2949675127483.0,819645000377.0,2490248863380.0,202380103919.0,164948655069.0,237143200670.0,,48622917202.0,4490490002.0,,
WOOD.JK,2019-12-31,226788468642.0,2817941634186.0,2691879007858.0,9069583016.0,79089871116.0,5518890225060.0,630625000000.0,74878151726.0,786041366868.0,102523310830.0,1048424172348.0,80634876420.0,23743002867.0,2354556711994.0,25177370168.0,1048424172348.0,2365300389331.0,3051820959309.0,2691879007858.0,963313158565.0,1980400400451.0,160384771505.0,134019816565.0,323198986980.0,,21134000000.0,5067634643.0,,
WOOD.JK,2018-12-31,226788468642.0,2138457892658.0,2439779240229.0,10260274523.0,88073723701.0,4588497407410.0,630625000000.0,98202696742.0,540240524764.0,120055420799.0,1042125246823.0,310616040655.0,64166199514.0,1793735245388.0,7453231366.0,1042125246823.0,1932994555038.0,2326016811717.0,2439779240229.0,584057675869.0,1567902666315.0,77142451785.0,54856404655.0,204941947802.0,,18870000000.0,5778312674.0,,
BABP.JK,2021-12-31,592219000000.0,11649903000000.0,2365457000000.0,,80151000000.0,14015360000000.0,2573254000000.0,637365000000.0,-823375000000.0,59363000000.0,23359000000.0,8702761000000.0,1914705000000.0,11590540000000.0,223335000000.0,23359000000.0,31213000000.0,3617506000000.0,2350766000000.0,,766256000000.0,11372996000000.0,,,,1649189000000.0,93976000000.0,248514000000.0,14691000000.0
BABP.JK,2020-12-31,,10101667000000.0,1551237000000.0,,181447000000.0,11652904000000.0,2355918000000.0,553579000000.0,-836243000000.0,72599000000.0,31562000000.0,7335629000000.0,1037524000000.0,10029068000000.0,229980000000.0,31562000000.0,40914000000.0,2953664000000.0,1531791000000.0,40480000000.0,677578000000.0,9696954000000.0,,,,1303251000000.0,132356000000.0,291159000000.0,19446000000.0
BABP.JK,2019-12-31,,9048429000000.0,1559450000000.0,,58628000000.0,10607879000000.0,2355918000000.0,533290000000.0,-799481000000.0,72697000000.0,3013000000.0,7832789000000.0,544538000000.0,8975732000000.0,243573000000.0,3013000000.0,48316000000.0,1846464000000.0,1538380000000.0,,620584000000.0,8644987000000.0,,,,859240000000.0,169450000000.0,,21070000000.0
BABP.JK,2018-12-31,82722000000.0,9424865000000.0,1429990000000.0,,82677000000.0,10854855000000.0,2178505000000.0,550849000000.0,-819914000000.0,55722000000.0,-11323000000.0,7755607000000.0,1286681000000.0,9369143000000.0,259109000000.0,-11323000000.0,48137000000.0,2183912000000.0,1405425000000.0,,180855000000.0,8880048000000.0,,,,842634000000.0,183408000000.0,34899000000.0,24565000000.0
MPMX.JK,2021-12-31,1482234000000.0,3610768000000.0,6258917000000.0,49000000.0,950353000000.0,9869734000000.0,2231482000000.0,18659000000.0,3108270000000.0,788138000000.0,-563069000000.0,2031907000000.0,1848427000000.0,2107057000000.0,65282000000.0,-439964000000.0,2929018000000.0,3043958000000.0,5437305000000.0,300948000000.0,148177000000.0,720297000000.0,208466000000.0,707333000000.0,721859000000.0,1043239000000.0,,234803000000.0,99753000000.0
MPMX.JK,2020-12-31,1482730000000.0,2885958000000.0,6323831000000.0,49000000.0,945065000000.0,9209838000000.0,2231482000000.0,2540000000.0,3196837000000.0,550497000000.0,-587218000000.0,1807177000000.0,1630591000000.0,1798275000000.0,79709000000.0,-458864000000.0,2853701000000.0,2769718000000.0,5492447000000.0,298218000000.0,249311000000.0,551902000000.0,123163000000.0,523651000000.0,754859000000.0,947858000000.0,,105661000000.0,76525000000.0
MPMX.JK,2019-12-31,1484742000000.0,2297376000000.0,7087190000000.0,179115000000.0,531849000000.0,9563681000000.0,2231482000000.0,27028000000.0,3526949000000.0,355913000000.0,-155983000000.0,1249301000000.0,1829008000000.0,1754995000000.0,102456000000.0,-18779000000.0,2868386000000.0,3521811000000.0,6275950000000.0,613855000000.0,553019000000.0,821831000000.0,50364000000.0,186468000000.0,764859000000.0,1112943000000.0,,36518000000.0,46381000000.0
MPMX.JK,2018-12-31,1484370000000.0,3173937000000.0,8624235000000.0,145235000000.0,1319627000000.0,11943407000000.0,2231482000000.0,75576000000.0,5164910000000.0,338306000000.0,-256527000000.0,1227788000000.0,4032146000000.0,2826059000000.0,83154000000.0,-10305000000.0,2832408000000.0,6014006000000.0,7801414000000.0,792195000000.0,636691000000.0,1024167000000.0,82496000000.0,9572000000.0,769859000000.0,1046384000000.0,,268531000000.0,52962000000.0
BHIT.JK,2021-12-31,4740330000000.0,26820814000000.0,17771208000000.0,20414100000000.0,11732204000000.0,65006122000000.0,8354274000000.0,3130916000000.0,2065872000000.0,1469228000000.0,2610732000000.0,9241213000000.0,3488395000000.0,22201629000000.0,1328096000000.0,2873105000000.0,15649327000000.0,24824305000000.0,9599652000000.0,7437638000000.0,3822748000000.0,1052317000000.0,7118764000000.0,3134351000000.0,6101245000000.0,6488036000000.0,,1656910000000.0,2070311000000.0
BHIT.JK,2020-12-31,3844428000000.0,28070486000000.0,14585783000000.0,16828153000000.0,11198552000000.0,59484422000000.0,7124068000000.0,3722371000000.0,1418310000000.0,1167851000000.0,2198977000000.0,8539663000000.0,1957625000000.0,20317500000000.0,1280657000000.0,2461350000000.0,15602187000000.0,21256425000000.0,8473435000000.0,6238008000000.0,3577685000000.0,873999000000.0,6740801000000.0,6573849000000.0,4703822000000.0,7466773000000.0,,1309426000000.0,1408526000000.0
BHIT.JK,2019-12-31,3886071000000.0,28781322000000.0,13674150000000.0,15158027000000.0,9949410000000.0,57613499000000.0,6705508000000.0,2701375000000.0,1280057000000.0,1312460000000.0,1802514000000.0,9308416000000.0,1442164000000.0,17191092000000.0,1397817000000.0,1920677000000.0,14973966000000.0,18707497000000.0,8289239000000.0,5575719000000.0,3232381000000.0,1318601000000.0,3715468000000.0,10253501000000.0,4691009000000.0,8357442000000.0,,364581000000.0,693902000000.0
BHIT.JK,2018-12-31,3888049000000.0,31925209000000.0,12334195000000.0,12162569000000.0,9259738000000.0,56421973000000.0,5122482000000.0,2477554000000.0,849243000000.0,1098087000000.0,2474421000000.0,8354990000000.0,2272911000000.0,17171841000000.0,1289273000000.0,2593644000000.0,14211194000000.0,19185166000000.0,7389352000000.0,5733439000000.0,3281102000000.0,1176471000000.0,4016513000000.0,13610669000000.0,4366147000000.0,8791028000000.0,224956000000.0,370371000000.0,578696000000.0
ABDA.JK,2021-12-31,8109426000.0,983787506000.0,1512039226000.0,63836000.0,657313365000.0,2495890568000.0,193316724000.0,84233974000.0,1144206566000.0,69485336000.0,166406510000.0,227057505000.0,385152941000.0,914302170000.0,51630081000.0,166406510000.0,96583091000.0,2107844660000.0,1512039226000.0,108928973000.0,,187783067000.0,,,,64405312000.0,,1527874214000.0,
ABDA.JK,2020-12-31,8109426000.0,1090545646000.0,1387160106000.0,75896000.0,778878496000.0,2477781648000.0,193316724000.0,38285051000.0,1028437384000.0,70576081000.0,157296572000.0,215500293000.0,652083696000.0,1019969565000.0,44040961000.0,157296572000.0,90549799000.0,2153751842000.0,1387160106000.0,94024312000.0,,168587851000.0,,,,17979714000.0,,1366463655000.0,
ABDA.JK,2019-12-31,8109426000.0,1325950013000.0,1253614335000.0,90043000.0,995155988000.0,2579654391000.0,193316724000.0,58948589000.0,926775436000.0,80687525000.0,125412749000.0,239124843000.0,1026642680000.0,1245262488000.0,46090136000.0,125412749000.0,91603665000.0,2228947126000.0,1253614335000.0,100015511000.0,,193748963000.0,,,,19978757000.0,,885633791000.0,
ABDA.JK,2018-12-31,8109426000.0,1556018579000.0,1334319421000.0,89512000.0,1187196160000.0,2890427512000.0,193316724000.0,69834261000.0,955961484000.0,50857096000.0,176931787000.0,258890344000.0,711046435000.0,1505161483000.0,44176353000.0,176931787000.0,96378948000.0,2505836335000.0,1334319421000.0,216022058000.0,,244803793000.0,,,,29321885000.0,,1471731809000.0,
MARK.JK,2021-12-31,8894255569.0,334818456747.0,740880069654.0,2760341948.0,102048986566.0,1078458868349.0,76000006200.0,15637887072.0,650796483387.0,10456869940.0,5189324498.0,3568932469.0,104216468215.0,273462421017.0,3568932469.0,5189324498.0,489204556981.0,585685378899.0,740880069654.0,195276230305.0,269169556097.0,35209733882.0,26814528273.0,50899165790.0,,,,,
MARK.JK,2020-12-31,8894255569.0,310254413728.0,406710264464.0,2762177407.0,104798970778.0,719726855599.0,76000006200.0,21352563626.0,315645519263.0,10974658797.0,6170483432.0,3150238312.0,39663959660.0,299279754931.0,3150238312.0,6170483432.0,359689918349.0,356886698938.0,406710264464.0,115256458531.0,180126835516.0,26346781386.0,55832070535.0,,,,,,
MARK.JK,2019-12-31,20749405590.0,142230988429.0,299023079312.0,,3244799811.0,441254067741.0,76000006200.0,10941898162.0,200395170412.0,9912569552.0,1878497110.0,15048959640.0,27975310470.0,75173239233.0,2710733113.0,1878497110.0,205864426823.0,220340681278.0,299023079312.0,68547861994.0,112651747711.0,10534619744.0,57007198578.0,57145179644.0,,,,,
MARK.JK,2018-12-31,20749405590.0,80342456509.0,237737869956.0,,13333657568.0,318080326465.0,76000006200.0,14120803708.0,138992628049.0,7267044064.0,1995830117.0,5180750878.0,5426961713.0,73075412445.0,1974859846.0,1995830117.0,150750138714.0,162149436873.0,237737869956.0,63891682925.0,78226456482.0,12406833948.0,,,,,,,
MLPL.JK,2021-12-31,,10232542000000.0,3875406000000.0,653035000000.0,1736317000000.0,14760983000000.0,2844392000000.0,362954000000.0,973410000000.0,2497624000000.0,57604000000.0,1224851000000.0,2431722000000.0,5165883000000.0,472468000000.0,84944000000.0,3314145000000.0,5852668000000.0,3805892000000.0,1151632000000.0,1586417000000.0,1359427000000.0,189551000000.0,2555479000000.0,68048000000.0,4299805000000.0,,250038000000.0,1466000000.0
MLPL.JK,2020-12-31,,11719043000000.0,3367787000000.0,595576000000.0,1570068000000.0,15682406000000.0,2844392000000.0,360098000000.0,772152000000.0,3715673000000.0,-248757000000.0,1581720000000.0,1692911000000.0,5815645000000.0,623287000000.0,-248757000000.0,4525690000000.0,4808584000000.0,3259429000000.0,876009000000.0,1439203000000.0,1393456000000.0,498775000000.0,2159536000000.0,103057000000.0,4658054000000.0,,305328000000.0,5301000000.0
MLPL.JK,2019-12-31,,9665922000000.0,4726965000000.0,891014000000.0,1182628000000.0,15283901000000.0,2844392000000.0,507914000000.0,1373257000000.0,1319146000000.0,509316000000.0,2794079000000.0,1871792000000.0,5505982000000.0,646058000000.0,509316000000.0,2351877000000.0,5701372000000.0,4612671000000.0,1221968000000.0,1565429000000.0,1497387000000.0,678068000000.0,2787351000000.0,103057000000.0,4322279000000.0,,327415000000.0,11237000000.0
MLPL.JK,2018-12-31,,10906552000000.0,5523098000000.0,731252000000.0,1261552000000.0,17160902000000.0,2844392000000.0,468359000000.0,2239351000000.0,1256682000000.0,439355000000.0,3256341000000.0,2527201000000.0,5943688000000.0,844819000000.0,439355000000.0,2553362000000.0,6734460000000.0,5375263000000.0,1325786000000.0,1893093000000.0,1767744000000.0,429554000000.0,3597614000000.0,130744000000.0,4468904000000.0,,330686000000.0,17091000000.0
