emiten,tanggal,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,minorityInterest,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,goodWill
ITMG.JK,2020-12-31,,329028000.0,312339000.0,854136000.0,-7846000.0,129284000.0,32084000.0,1158629000.0,63892000.0,24856000.0,485176000.0,68549000.0,-23960000.0,349583000.0,231459000.0,207300000.0,57212000.0,7726000.0,-4749000.0,399408000.0,409638000.0,,854136000.0,,81520000.0,35722000.0,60223000.0,62342000.0,
ITMG.JK,2019-12-31,,329028000.0,324576000.0,889775000.0,-5310000.0,142492000.0,50478000.0,1209041000.0,63892000.0,32184000.0,513245000.0,91288000.0,-16390000.0,360189000.0,159209000.0,233288000.0,66285000.0,,2821000.0,379463000.0,469389000.0,,889775000.0,17000000.0,145921000.0,,102572000.0,77739000.0,
ITMG.JK,2018-12-31,,329028000.0,472945000.0,972559000.0,-2776000.0,161880000.0,64705000.0,1442728000.0,63892000.0,35973000.0,600486000.0,83048000.0,-20847000.0,311086000.0,368216000.0,389897000.0,46521000.0,,-1636000.0,365192000.0,766450000.0,,972559000.0,,235576000.0,,107868000.0,194228000.0,
BBYB.JK,2021-12-31,97613757799.0,2827225241141.0,8447980414962.0,2889828269421.0,,,143220452514.0,11337808684383.0,942168183600.0,689378138041.0,-932658806026.0,8288656737.0,53093650706.0,4177679594176.0,1836244691705.0,8385678259740.0,1147993023.0,,53093650706.0,194120260926.0,5697395965363.0,1170999106119.0,2792214511622.0,2191836320881.0,680361036334.0,,213417912527.0,8171257290730.0,
BBYB.JK,2020-12-31,1185683187.0,350501792712.0,4300705118122.0,1120619280316.0,,,5514637835.0,5421324398438.0,666179523900.0,197718296640.0,54531653114.0,5957964857.0,49406310590.0,3563681881223.0,242836644888.0,4293084337998.0,,,49406310590.0,108803796324.0,1494422669504.0,253230368200.0,1119433597129.0,607983589362.0,107447688777.0,,231401850214.0,4265063765523.0,
BBYB.JK,2019-12-31,1992512078.0,251914965112.0,4177951053821.0,945783595296.0,,,5659450814.0,5123734649117.0,616178210100.0,298339906519.0,40895408338.0,4729934687.0,36795011746.0,3664924988281.0,124439594420.0,4172123119134.0,1755756102.0,,36795011746.0,87885955385.0,1180930846583.0,188000346790.0,943791083218.0,363686867852.0,88437043870.0,,197630552416.0,4150457897046.0,
BBYB.JK,2018-12-31,1596094962.0,22522450455.0,3933343821678.0,600385324944.0,,,5689980651.0,4533729146622.0,519258618400.0,322831833137.0,24832191813.0,2847735438.0,33772064276.0,3687700145752.0,109775343296.0,3928699086240.0,4639156232.0,,33772064276.0,83206069558.0,647052578873.0,114174257477.0,598789229982.0,101285080895.0,30624451784.0,,52940796165.0,3768479482951.0,
BSDE.JK,2021-12-31,3550937248179.0,7463433535703.0,25575995151814.0,31455607639979.0,4438109373863.0,,7440203573681.0,61469712165656.0,2117136581200.0,5445500497058.0,22420018363467.0,4766077395595.0,-544980840391.0,14655984588123.0,7766937331640.0,10967892740436.0,,2147647687500.0,-256979190298.0,8470511755729.0,28397860868620.0,6385114772708.0,27895367459503.0,2968400354533.0,208113227200.0,9825598496720.0,11857045406862.0,1111568076501.0,9302932297.0
BSDE.JK,2020-12-31,2488453922103.0,7463433535703.0,26391824110926.0,30119334419012.0,4351768056812.0,,5060635917615.0,60862926586750.0,2117136581200.0,3973807348117.0,21025849642359.0,2950357144740.0,-487085340250.0,12575763667116.0,10508135948416.0,11832682024655.0,,5502715920981.0,-199083690157.0,8871086239810.0,28364293488112.0,8554026337312.0,27621577564612.0,2110206057139.0,205922129530.0,11590646064283.0,10697402657252.0,933984491331.0,9302932297.0
BSDE.JK,2019-12-31,1582076976811.0,6411615806647.0,20915564099313.0,29227362448031.0,4398051850620.0,,4625093053909.0,54540978397964.0,1924669619200.0,4331062851710.0,21289945039757.0,1971428158641.0,-398868017573.0,12165644914813.0,6864044121089.0,6177662471577.0,,640663650000.0,-110866367480.0,8856109178310.0,24263878305808.0,7593817460187.0,27565833909185.0,2372694601216.0,505665776161.0,12766473469095.0,10176880621363.0,695301096484.0,79451562035.0
BSDE.JK,2018-12-31,,6411615806647.0,21814594254302.0,26109732973109.0,4177164977141.0,,3947093223912.0,52101492204552.0,1924669619200.0,2544492899421.0,18518889004782.0,2452130409410.0,-745441457520.0,13585490950226.0,8139323593710.0,6231233383026.0,,573583560635.0,-457439807427.0,8731485244964.0,20948678473652.0,8826534603413.0,26100430040812.0,595508832955.0,598322222931.0,13131230461866.0,9048273039414.0,1162638344339.0,9302932297.0
BINA.JK,2021-12-31,16679000000.0,1735614000000.0,12682175000000.0,2373675000000.0,,,31332000000.0,15055850000000.0,565438000000.0,1670126000000.0,94266000000.0,,-21643000000.0,3744926000000.0,3547939000000.0,12533670000000.0,32073000000.0,,-21643000000.0,73508000000.0,6913560000000.0,4307177000000.0,2356996000000.0,1653571000000.0,126842000000.0,27072000000.0,41614000000.0,12502036000000.0,
BINA.JK,2020-12-31,,551512000000.0,7220541000000.0,1217144000000.0,,,17874000000.0,8437685000000.0,565438000000.0,204193000000.0,54518000000.0,16159000000.0,45676000000.0,2830892000000.0,1934312000000.0,7191142000000.0,2199000000.0,,45676000000.0,95139000000.0,2947491000000.0,2564163000000.0,1217144000000.0,760355000000.0,3295000000.0,,43599000000.0,7124047000000.0,
BINA.JK,2019-12-31,,844450000000.0,4041333000000.0,1221096000000.0,,,7492000000.0,5262429000000.0,272500000000.0,321379000000.0,100346000000.0,10510000000.0,3800000000.0,2463024000000.0,763163000000.0,4030823000000.0,2357000000.0,,3800000000.0,22108000000.0,1459099000000.0,1318198000000.0,1221096000000.0,303657000000.0,565000000.0,,58169000000.0,4012001000000.0,
BINA.JK,2018-12-31,,844450000000.0,2646122000000.0,1208052000000.0,,,9451000000.0,3854174000000.0,272500000000.0,174265000000.0,93231000000.0,7990000000.0,-2129000000.0,1729467000000.0,899398000000.0,2638132000000.0,4118000000.0,,-2129000000.0,18741000000.0,1189986000000.0,915980000000.0,1208052000000.0,48611000000.0,301000000.0,,55770000000.0,2549701000000.0,
BTPN.JK,2021-12-31,975565000000.0,11158962000000.0,155838867000000.0,33965263000000.0,2113664000000.0,1452743000000.0,1327397000000.0,191917794000000.0,162982000000.0,8178192000000.0,21669613000000.0,457558000000.0,973706000000.0,133760509000000.0,25978684000000.0,118075465000000.0,514578000000.0,1885323000000.0,1228853000000.0,2243790000000.0,35207264000000.0,19669550000000.0,32928582000000.0,149794000000.0,166851000000.0,36814969000000.0,4697000000.0,109409806000000.0,61116000000.0
BTPN.JK,2020-12-31,979483000000.0,11158710000000.0,150201225000000.0,31215716000000.0,1749037000000.0,1710521000000.0,1333479000000.0,183165978000000.0,162979000000.0,7905706000000.0,19017089000000.0,491669000000.0,876938000000.0,135191457000000.0,19610663000000.0,117123463000000.0,467885000000.0,6291334000000.0,1139342000000.0,2357987000000.0,31332229000000.0,13243706000000.0,30175117000000.0,2472551000000.0,235477000000.0,32004184000000.0,19359000000.0,100843404000000.0,61116000000.0
BTPN.JK,2019-12-31,1007426000000.0,11158702000000.0,150159457000000.0,29868043000000.0,1603885000000.0,1860240000000.0,1149285000000.0,181631385000000.0,162979000000.0,11697469000000.0,17775292000000.0,634999000000.0,771070000000.0,142491216000000.0,10854580000000.0,107946945000000.0,144874000000.0,4560774000000.0,1033474000000.0,1893746000000.0,26391246000000.0,9786635000000.0,28799501000000.0,2280000000000.0,344544000000.0,41577513000000.0,,87004734000000.0,61116000000.0
BTPN.JK,2018-12-31,879714000000.0,1458886000000.0,82554894000000.0,17604660000000.0,1181670000000.0,1913689000000.0,372114000000.0,101341224000000.0,117033000000.0,5951254000000.0,15228584000000.0,356834000000.0,800157000000.0,69387395000000.0,15175567000000.0,76802055000000.0,215734000000.0,4378186000000.0,1062561000000.0,1786727000000.0,23135092000000.0,6091180000000.0,16663830000000.0,1620956000000.0,73926000000.0,5396005000000.0,,70859106000000.0,61116000000.0
DMMX.JK,2021-12-31,5802412367.0,576750717233.0,134423887252.0,921426192220.0,29915779868.0,,18677143581.0,1085765859340.0,76923077000.0,70524090886.0,296487973995.0,1947081442.0,-28735576008.0,8880008579.0,240745578776.0,92444835607.0,452466136.0,15886026950.0,-1915935808.0,185694968223.0,851351704159.0,34036766012.0,915623779853.0,40000000000.0,85227121696.0,39236593045.0,118343238763.0,48844966274.0,
DMMX.JK,2020-12-31,7810389465.0,576750717233.0,115644142133.0,683993705900.0,428905841.0,,7401749849.0,800066753874.0,76923077000.0,38183382944.0,57139551867.0,1342360000.0,-26819640200.0,7674574836.0,250458659483.0,57971774759.0,124574836.0,15846170096.0,,155437261128.0,606951264766.0,22193263679.0,676183316435.0,,209326651898.0,55161443399.0,108261660159.0,33338750674.0,
DMMX.JK,2019-12-31,122812500.0,577406502173.0,30866018505.0,679455941645.0,27839309.0,2961268815.0,4685099940.0,710349799459.0,76923077000.0,67975217004.0,25126362472.0,616074000.0,,3115287315.0,441271519945.0,30249944505.0,154018500.0,,,10733120320.0,696378579324.0,,679333129145.0,,33726802089.0,,47500847254.0,24816142436.0,
DMMX.JK,2018-12-31,,739443470.0,9606083153.0,23568961020.0,331463997.0,,4266867273.0,33506508170.0,13700000000.0,751538060.0,8626507323.0,178340000.0,503010227.0,91427874.0,6395780049.0,9027700870.0,44585000.0,,503010227.0,341104913.0,33073975383.0,,23568961020.0,,8143373291.0,400042283.0,17775285149.0,3150955314.0,
SCMA.JK,2021-12-31,593520324000.0,449445578000.0,2452264250000.0,6388198534000.0,1072978186000.0,,626362829000.0,9913440970000.0,739705695000.0,422019900000.0,6297652520000.0,148819888000.0,-1098605259000.0,242079112000.0,3232180510000.0,1697696732000.0,24500505000.0,1460353000.0,1813940084000.0,1677198358000.0,6660356466000.0,121188908000.0,5175580408000.0,88832547000.0,2009777891000.0,600000000000.0,783592566000.0,491937969000.0,619097802000.0
SCMA.JK,2020-12-31,632479872000.0,424745804000.0,2870316946000.0,3272203992000.0,624382556000.0,,463471718000.0,6766903494000.0,738954565000.0,184728637000.0,4950188298000.0,205073237000.0,-2841684675000.0,174478551000.0,677880200000.0,1542474950000.0,39190063000.0,197759984000.0,23722036000.0,1616234269000.0,3609040737000.0,120061406000.0,2025115461000.0,72998842000.0,1902979163000.0,1114587500000.0,670617970000.0,351952333000.0,614608659000.0
SCMA.JK,2019-12-31,642411420000.0,435834659000.0,1228125546000.0,4908127564000.0,580470963000.0,,236192896000.0,6716724073000.0,738733615000.0,102806333000.0,3801887824000.0,239118765000.0,-68328534000.0,286094209000.0,544543346000.0,988970149000.0,60065770000.0,11474100000.0,5521929000.0,1501728860000.0,3559331625000.0,133086782000.0,3671644967000.0,84301577000.0,1780447498000.0,,924637957000.0,407313226000.0,594071177000.0
SCMA.JK,2018-12-31,692972807000.0,278731083000.0,1138592812000.0,4806711087000.0,644539044000.0,,267740709000.0,6589842943000.0,731080062000.0,97815474000.0,3551987916000.0,217662328000.0,244912026000.0,287414271000.0,993506508000.0,920388397000.0,,14716000000.0,244952827000.0,1071441685000.0,3792453424000.0,151489579000.0,3519667103000.0,,1687920199000.0,,955919165000.0,380383522000.0,594071177000.0
AALI.JK,2021-12-31,,3878995000000.0,9228733000000.0,20619192000000.0,551981000000.0,,1151304000000.0,30399906000000.0,962344000000.0,1552463000000.0,16003068000000.0,1014726000000.0,-225215000000.0,2743705000000.0,3896022000000.0,5960396000000.0,626433000000.0,3564461000000.0,-225215000000.0,17781227000000.0,9414208000000.0,404815000000.0,20563241000000.0,,584217000000.0,2253611000000.0,3381506000000.0,1026717000000.0,55951000000.0
AALI.JK,2020-12-31,,3878995000000.0,8533437000000.0,18752493000000.0,495301000000.0,,763411000000.0,27781231000000.0,962344000000.0,1063966000000.0,14496958000000.0,882631000000.0,-585804000000.0,3790379000000.0,978892000000.0,1792506000000.0,723020000000.0,,-585804000000.0,17741481000000.0,5937890000000.0,255530000000.0,18696542000000.0,,1389984000000.0,5858300000000.0,2505048000000.0,770264000000.0,55951000000.0
AALI.JK,2019-12-31,,3878995000000.0,7995597000000.0,18521153000000.0,457374000000.0,,335162000000.0,26974124000000.0,962344000000.0,1069214000000.0,13843880000000.0,793828000000.0,-164066000000.0,4248097000000.0,383366000000.0,1566765000000.0,825031000000.0,,-164066000000.0,18030998000000.0,4472011000000.0,167067000000.0,18465202000000.0,,758244000000.0,5635004000000.0,2261187000000.0,826845000000.0,55951000000.0
AALI.JK,2018-12-31,,3878995000000.0,7382445000000.0,18989629000000.0,484893000000.0,,612405000000.0,26856967000000.0,962344000000.0,1108418000000.0,14181734000000.0,699612000000.0,-33444000000.0,3991678000000.0,49082000000.0,3076530000000.0,838940000000.0,,-33444000000.0,18135744000000.0,4500628000000.0,172966000000.0,18933678000000.0,,663429000000.0,3606303000000.0,2679699000000.0,1088831000000.0,55951000000.0
FASW.JK,2021-12-31,3319000000.0,3561000000.0,8209355000000.0,5092869000000.0,,,177860000000.0,13302224000000.0,1238944000000.0,168960000000.0,2667444000000.0,820468000000.0,1182920000000.0,129318000000.0,145027000000.0,5137640000000.0,86678000000.0,525283000000.0,1182920000000.0,8902641000000.0,4254996000000.0,11950000000.0,5089550000000.0,,2194629000000.0,2235075000000.0,1721219000000.0,690276000000.0,
FASW.JK,2020-12-31,3299000000.0,3561000000.0,6930049000000.0,4582995000000.0,,,167650000000.0,11513044000000.0,1238944000000.0,160707000000.0,2225970000000.0,771904000000.0,1114520000000.0,256983000000.0,102305000000.0,3415012000000.0,41153000000.0,521072000000.0,1114520000000.0,8485611000000.0,2764167000000.0,2984000000.0,4579696000000.0,,1381958000000.0,2739491000000.0,1090466000000.0,536511000000.0,
FASW.JK,2019-12-31,1472464447.0,3560727824.0,6059395120910.0,4692597046949.0,776443.0,,102842791269.0,10751992944302.0,1238944393500.0,123662070226.0,2328601693581.0,725912553283.0,1121490232044.0,261639490163.0,101255876051.0,3752020296349.0,26565849340.0,937709721647.0,1121490232044.0,7847119795753.0,2641761193939.0,,4691124582502.0,,1284008750461.0,1567244621301.0,1094392607876.0,834822350351.0,
FASW.JK,2018-12-31,1676668684.0,3560727824.0,6676781411219.0,4288336269197.0,1028368.0,,363056591299.0,10965118708784.0,1238944393500.0,85202949297.0,1929682415282.0,726638940190.0,1116148732591.0,169383220673.0,355227070733.0,3010538868185.0,2105950919.0,367879933850.0,1116148732591.0,7263839935749.0,3530218883678.0,,4286659600513.0,,1913099300487.0,2888668132255.0,1139533021247.0,1187866224271.0,
GOOD.JK,2021-12-31,143750000000.0,795947602079.0,3735944249731.0,2628645621896.0,402012408516.0,,86326934784.0,6766602280143.0,737958029100.0,29892188727.0,1376546118279.0,47426862292.0,-281806127562.0,147072194795.0,904325920495.0,1771339531925.0,23008425600.0,199551584094.0,-185696477947.0,3194026759059.0,2613436417820.0,11856556017.0,1828435269444.0,,673799210882.0,1877057609337.0,1005419097716.0,1081014968875.0,656460352452.0
GOOD.JK,2020-12-31,149825268817.0,909288729834.0,3713983005151.0,2569908139793.0,387052373742.0,,70321989315.0,6670943518686.0,737958029100.0,42510646529.0,1083643431337.0,120464698255.0,-160982050478.0,135182784618.0,859338834174.0,1314344090213.0,27688259916.0,12500000000.0,-130903143002.0,3397630861930.0,2321804168143.0,10040082726.0,1763622518524.0,,558135955482.0,2172617061393.0,861818731958.0,902222727100.0,656460352452.0
GOOD.JK,2019-12-31,29728972338.0,909288729834.0,2297546907499.0,2602096359597.0,163424405318.0,,34488987786.0,5063067672414.0,737958029100.0,21976299867.0,1035320940159.0,72793483046.0,-80471339496.0,309885918915.0,485136396267.0,1303881731637.0,35091083539.0,217628440636.0,-80471339496.0,2715366689138.0,1999886108743.0,8199983280.0,2572367387259.0,,658453232206.0,885323562603.0,804886752999.0,835306133499.0,
GOOD.JK,2018-12-31,12174321109.0,909288729834.0,1722999829003.0,2334319998035.0,155088478645.0,,55379461563.0,4212408305683.0,737958029100.0,27276876942.0,743914402058.0,58703508836.0,-56841162957.0,319445695009.0,217697179498.0,1329358276278.0,62471084149.0,14784757417.0,-56841162957.0,2280734909765.0,1570545769306.0,7628424177.0,2300266490609.0,,486149137861.0,306179597329.0,810645851791.0,812359629731.0,21879186317.0
CMNT.JK,2021-12-31,101492000000.0,,14587253000000.0,3727456000000.0,321397000000.0,,2867124000000.0,18636106000000.0,8562752000000.0,453538000000.0,-2978660000000.0,307897000000.0,-1856636000000.0,346388000000.0,449569000000.0,7968966000000.0,928000000.0,1157486000000.0,-1856636000000.0,14720015000000.0,3463467000000.0,4744000000.0,3625964000000.0,,886162000000.0,6219898000000.0,1663574000000.0,1348293000000.0,
CMNT.JK,2020-12-31,101700000000.0,,16303310000000.0,2404305000000.0,335725000000.0,,3528873000000.0,19043340000000.0,5544352000000.0,491351000000.0,-3217114000000.0,1835583000000.0,77067000000.0,379696000000.0,399867000000.0,8170477000000.0,2862000000.0,1044354000000.0,77067000000.0,15078167000000.0,3479025000000.0,4752000000.0,2302605000000.0,9844000000.0,1169056000000.0,6180861000000.0,1401083000000.0,1322292000000.0,
CMNT.JK,2019-12-31,126240000000.0,229872000000.0,16264651000000.0,2922941000000.0,420521000000.0,,4762406000000.0,19608113000000.0,4438000000000.0,225080000000.0,-3686672000000.0,2399089000000.0,1941741000000.0,693968000000.0,451517000000.0,8217304000000.0,750000000.0,616356000000.0,1941741000000.0,14977612000000.0,3805536000000.0,4757000000.0,2796701000000.0,42660000000.0,1649461000000.0,5639212000000.0,1421843000000.0,852059000000.0,
CMNT.JK,2019-01-01,134127000000.0,229872000000.0,14297091000000.0,2999824000000.0,348367000000.0,,3686008000000.0,17645282000000.0,4438000000000.0,162611000000.0,-3628522000000.0,552964000000.0,1960474000000.0,935181000000.0,321487000000.0,7399282000000.0,,556388000000.0,1960474000000.0,13282662000000.0,3288550000000.0,4762000000.0,2865697000000.0,120002000000.0,1425961000000.0,6328014000000.0,1235619000000.0,1076305000000.0,
BBKP.JK,2021-12-31,138871000000.0,8286428000000.0,76009770000000.0,13205688000000.0,216000000.0,,150887000000.0,89215674000000.0,7000000000000.0,2728785000000.0,-3665882000000.0,1419516000000.0,1585142000000.0,56444075000000.0,13478372000000.0,70342124000000.0,1819232000000.0,395659000000.0,1585142000000.0,3497330000000.0,22175865000000.0,6770051000000.0,12877335000000.0,943246000000.0,16604000000.0,4248130000000.0,3107170000000.0,57252370000000.0,189482000000.0
BBKP.JK,2020-12-31,194539000000.0,4769251000000.0,71472136000000.0,8446192000000.0,20250000000.0,,880549000000.0,79938578000000.0,3478571000000.0,2078058000000.0,-1408501000000.0,1356426000000.0,1606871000000.0,58733222000000.0,5250523000000.0,67858421000000.0,987447000000.0,424780000000.0,1606871000000.0,3504403000000.0,11290902000000.0,6026030000000.0,8062171000000.0,,71135000000.0,2257289000000.0,3290660000000.0,47511721000000.0,189482000000.0
BBKP.JK,2019-12-31,162016000000.0,2923938000000.0,91358763000000.0,8883021000000.0,22464000000.0,,446216000000.0,100264248000000.0,1376437000000.0,4433703000000.0,3200834000000.0,1403071000000.0,1381812000000.0,72087700000000.0,6530909000000.0,87160344000000.0,21717000000.0,74745000000.0,1381812000000.0,3012215000000.0,15773229000000.0,9039607000000.0,8531524000000.0,19748000000.0,804014000000.0,2795348000000.0,3160416000000.0,81224443000000.0,189481000000.0
BBKP.JK,2018-12-31,116858000000.0,2923938000000.0,87049486000000.0,8572416000000.0,22021000000.0,,309187000000.0,95643923000000.0,1376437000000.0,4248375000000.0,2945004000000.0,853129000000.0,1327037000000.0,65987504000000.0,7927847000000.0,81690959000000.0,80241000000.0,69500000000.0,1327037000000.0,3075041000000.0,18432773000000.0,7842266000000.0,8266077000000.0,1047844000000.0,498438000000.0,4505398000000.0,3836206000000.0,76888856000000.0,189481000000.0
BBTN.JK,2021-12-31,,2054454000000.0,350461664000000.0,21406647000000.0,,542378000000.0,4029228000000.0,371868311000000.0,5295000000000.0,20721965000000.0,11139521000000.0,28515774000000.0,2917672000000.0,263597444000000.0,30535725000000.0,289626523000000.0,2430660000000.0,10500727000000.0,2917672000000.0,5736791000000.0,68803090000000.0,33730986000000.0,21406647000000.0,1598325000000.0,890325000000.0,32193019000000.0,77591000000.0,273283553000000.0,
BBTN.JK,2020-12-31,,2054454000000.0,341220561000000.0,19987845000000.0,,497968000000.0,4744929000000.0,361208406000000.0,5295000000000.0,17990352000000.0,8763294000000.0,25909860000000.0,3875097000000.0,250936991000000.0,23528075000000.0,287774363000000.0,1972393000000.0,21689860000000.0,3875097000000.0,5818445000000.0,64403016000000.0,40049954000000.0,19987845000000.0,1902060000000.0,1005941000000.0,27322887000000.0,77591000000.0,259323844000000.0,
BBTN.JK,2019-12-31,,2054454000000.0,287940633000000.0,23836195000000.0,,288899000000.0,2421249000000.0,311776828000000.0,5295000000000.0,19612581000000.0,13361997000000.0,23874186000000.0,3124744000000.0,250734389000000.0,15735947000000.0,232316831000000.0,629105000000.0,14252046000000.0,3124744000000.0,5400658000000.0,40609231000000.0,15032550000000.0,23836195000000.0,2227021000000.0,920408000000.0,31749616000000.0,77591000000.0,211432214000000.0,
BBTN.JK,2018-12-31,,2054454000000.0,282595746000000.0,23840448000000.0,,174336000000.0,2711298000000.0,306436194000000.0,5295000000000.0,19314650000000.0,13714319000000.0,24756628000000.0,2776675000000.0,235657266000000.0,29295426000000.0,235825630000000.0,260251000000.0,15634900000000.0,2776675000000.0,5017694000000.0,53397185000000.0,12364049000000.0,23840448000000.0,100000000000.0,1100960000000.0,22013488000000.0,77591000000.0,214089941000000.0,
PNBN.JK,2021-12-31,320981000000.0,3440707000000.0,155914795000000.0,45445593000000.0,3102154000000.0,,2393787000000.0,204462542000000.0,2408765000000.0,5758260000000.0,31136274000000.0,1390373000000.0,8459847000000.0,119820986000000.0,12023615000000.0,145913803000000.0,419208000000.0,484093000000.0,8460457000000.0,10642361000000.0,38303489000000.0,35374725000000.0,45124612000000.0,15959063000000.0,57195000000.0,8587894000000.0,2258170000000.0,134485583000000.0,
PNBN.JK,2020-12-31,214431000000.0,3440707000000.0,170606759000000.0,44223351000000.0,3236981000000.0,,2816594000000.0,218067091000000.0,2408765000000.0,7215292000000.0,28990755000000.0,2006440000000.0,9383124000000.0,124650878000000.0,12188700000000.0,159252993000000.0,101209000000.0,9064092000000.0,9383734000000.0,10326085000000.0,39535546000000.0,43340151000000.0,44008920000000.0,17428334000000.0,6229000000.0,9330567000000.0,2241426000000.0,143459977000000.0,
PNBN.JK,2019-12-31,145333000000.0,3444330000000.0,166845656000000.0,41374558000000.0,3067156000000.0,,3031183000000.0,211287370000000.0,2408765000000.0,13728251000000.0,27886429000000.0,1992710000000.0,7635034000000.0,148173047000000.0,6296088000000.0,146103077000000.0,31552000000.0,2173910000000.0,7635034000000.0,10312649000000.0,37689352000000.0,14966989000000.0,41229225000000.0,11732079000000.0,90364000000.0,18749869000000.0,1981849000000.0,132334869000000.0,
PNBN.JK,2018-12-31,119975000000.0,3444330000000.0,166457301000000.0,37746095000000.0,3001022000000.0,,3008359000000.0,207204418000000.0,2408765000000.0,12583680000000.0,24561806000000.0,2404654000000.0,7331194000000.0,149523142000000.0,6247117000000.0,146337370000000.0,126509000000.0,4353831000000.0,7331194000000.0,10260918000000.0,36001155000000.0,11299228000000.0,37626120000000.0,13574415000000.0,684861000000.0,17715277000000.0,1150954000000.0,138348924000000.0,
BFIN.JK,2021-12-31,56193000000.0,553286000000.0,8205513000000.0,7429687000000.0,539000000.0,,120164000000.0,15635739000000.0,399178000000.0,76400000000.0,6680757000000.0,173717000000.0,-203534000000.0,172621000000.0,969182000000.0,754891000000.0,166081000000.0,,48626000000.0,642676000000.0,14764249000000.0,,7373494000000.0,,13718667000000.0,7276905000000.0,,197123000000.0,
BFIN.JK,2020-12-31,43009000000.0,553286000000.0,8594377000000.0,6606150000000.0,4000000.0,,102385000000.0,15200531000000.0,399178000000.0,120722000000.0,5923573000000.0,189071000000.0,-269887000000.0,235667000000.0,1414691000000.0,631831000000.0,205024000000.0,,-17727000000.0,648818000000.0,14273037000000.0,,6563141000000.0,,12737624000000.0,7773475000000.0,,174030000000.0,
BFIN.JK,2019-12-31,30165000000.0,553286000000.0,13009453000000.0,6080173000000.0,7000000.0,,73871000000.0,19089633000000.0,399178000000.0,154061000000.0,5522160000000.0,804241000000.0,-394451000000.0,233728000000.0,660032000000.0,716908000000.0,110362000000.0,,-142291000000.0,541056000000.0,18284684000000.0,,6050008000000.0,,17470591000000.0,11488304000000.0,,169103000000.0,
BFIN.JK,2018-12-31,32374000000.0,553286000000.0,12913580000000.0,6203792000000.0,4000000.0,,67297000000.0,19117376000000.0,399178000000.0,146737000000.0,5543730000000.0,313831000000.0,-292402000000.0,157176000000.0,755247000000.0,503669000000.0,68382000000.0,,-40242000000.0,530145000000.0,18397681000000.0,,6171418000000.0,,17385527000000.0,12096080000000.0,,124805000000.0,
