emiten,tanggal,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,minorityInterest,longTermInvestments,shortTermInvestments
TINS.JK,2018-12-31,,55000000.0,9072333000000.0,6148162000000.0,,279906000000.0,15220685000000.0,372388000000.0,2050100000000.0,5747722000000.0,936908000000.0,,27997000000.0,2728716000000.0,784610000000.0,6635425000000.0,196988000000.0,27997000000.0,3322201000000.0,9016657000000.0,6148162000000.0,1963883000000.0,1500000000000.0,4216407000000.0,1321721000000.0,,190000000.0,153111000000.0,1657000000.0
WIKA.JK,2021-12-31,5138035931000.0,6555498737000.0,51950716634000.0,13047082959000.0,47063112000.0,2952687470000.0,69385794346000.0,896995137000.0,2760327206000.0,4457008744000.0,2544689017000.0,4847052000.0,1137580341000.0,8565075324000.0,6983869555000.0,36969569903000.0,90880418000.0,1137690341000.0,9209529042000.0,37186634112000.0,7904199976000.0,15730541181000.0,12187476632000.0,10934220807000.0,12824150639000.0,1808997551000.0,4387994753000.0,9281672885000.0,
WIKA.JK,2020-12-31,3877572268000.0,6555498737000.0,51451760142000.0,13678130940000.0,86310210000.0,2902136407000.0,68109185213000.0,896995137000.0,3277919634000.0,4390063186000.0,2018335333000.0,4847052000.0,1835573880000.0,3921679637000.0,14951761071000.0,44212529936000.0,63688614000.0,1835683880000.0,5211101274000.0,47980945725000.0,9795711620000.0,19310044120000.0,5104275316000.0,9813054227000.0,14241490843000.0,5649062200000.0,2979294131000.0,7113039257000.0,
WIKA.JK,2019-12-31,2411361892000.0,6556306295000.0,42895114167000.0,16502703368000.0,276502185000.0,2310293284000.0,62110847154000.0,896995137000.0,3044509141000.0,7261129614000.0,3653408590000.0,4847052000.0,1788272322000.0,6603030859000.0,10346734338000.0,30349456945000.0,38148742000.0,1788272322000.0,5154533876000.0,42335471858000.0,14086494424000.0,21448818706000.0,8725293704000.0,6854729608000.0,12762368479000.0,1000000000000.0,2713029619000.0,5601601617000.0,
WIKA.JK,2018-12-31,727760684000.0,6555720677000.0,42014686674000.0,14803614301000.0,43592119000.0,2265082354000.0,59230001239000.0,896995137000.0,3289178609000.0,5479925961000.0,4670577388000.0,4847052000.0,1870972526000.0,4622280110000.0,13973766477000.0,28251951385000.0,31437295000.0,1881244636000.0,4675679014000.0,45731939639000.0,14071006565000.0,21836090934000.0,8878529147000.0,5978533161000.0,13183373830000.0,259372921000.0,2411700264000.0,3467494740000.0,
GGRP.JK,2021-12-31,,66732174.0,315266974.0,753064749.0,,69363524.0,1068331723.0,573244954.0,20724501.0,90356336.0,20187966.0,,22731285.0,42617822.0,37241748.0,190390645.0,2385177.0,22731285.0,749865581.0,275848320.0,753064749.0,2905299.0,41717168.0,213958721.0,60830131.0,20637212.0,,,
GGRP.JK,2020-12-31,,66732174.0,342463219.0,690178750.0,,41482413.0,1032641969.0,573244954.0,8675548.0,28459476.0,24539410.0,,21742146.0,54244368.0,23379554.0,187709345.0,6124918.0,21742146.0,756811849.0,221585752.0,690178750.0,17320068.0,63727696.0,171415958.0,89388342.0,13996902.0,,,
GGRP.JK,2019-12-31,,66732174.0,377391835.0,691743085.0,,31183188.0,1069134920.0,573244954.0,39641242.0,37413018.0,29498916.0,,14352939.0,52870714.0,25593033.0,289998470.0,9121582.0,14352939.0,677173523.0,339090683.0,691743085.0,10179603.0,57894449.0,263676805.0,30473282.0,17979713.0,,,
GGRP.JK,2018-12-31,,,616014236.0,531002813.0,,23750201.0,1147017049.0,469947693.0,14545335.0,58183212.0,126803322.0,,2871908.0,46252071.0,16840687.0,322384808.0,5455815.0,2871908.0,668299533.0,432465445.0,531002813.0,11564144.0,166826106.0,389515279.0,43048337.0,16835449.0,,,
POWR.JK,2021-12-31,,147819121.0,660459744.0,698483163.0,,11221798.0,1358942907.0,282002166.0,1898995.0,288313584.0,63007182.0,,-19651708.0,72325208.0,277710016.0,53504032.0,13217509.0,810.0,789893510.0,496724189.0,698483163.0,57193858.0,542625411.0,47087674.0,30177423.0,,,,112295769.0
POWR.JK,2020-12-31,,148029076.0,672301154.0,670568407.0,,19589714.0,1342869561.0,282002166.0,2687389.0,260831085.0,72576844.0,,-20293920.0,73320440.0,272479054.0,56498057.0,18253067.0,88449.0,832168932.0,437380189.0,670568407.0,58703517.0,541277505.0,42692850.0,24170026.0,,,,60335414.0
POWR.JK,2019-12-31,,148162108.0,665170172.0,659641290.0,,10236922.0,1324811462.0,282002166.0,3757104.0,249079723.0,69513513.0,,-19602707.0,92627934.0,242661834.0,55658591.0,28483457.0,49163.0,860209482.0,371974046.0,659641290.0,74497784.0,539998068.0,42543249.0,33543212.0,,,,6845478.0
POWR.JK,2018-12-31,,148162625.0,668549474.0,640446654.0,,17467255.0,1308996128.0,282002166.0,4080762.0,211620180.0,66611056.0,,-1338317.0,59449294.0,156399591.0,63154796.0,24923225.0,-268329.0,901075458.0,348471376.0,640446654.0,70838555.0,538783622.0,43453923.0,34113671.0,,,,71526674.0
SSMS.JK,2021-12-31,11325090000.0,540919171000.0,7743102311000.0,6074990645000.0,,667377988000.0,13850610076000.0,952500000000.0,241639955000.0,4224505037000.0,266603567000.0,,357066437000.0,3978086475000.0,1833309895000.0,1463937572000.0,88475362000.0,357066437000.0,4410019357000.0,3500547785000.0,6063665555000.0,668046736000.0,6002186576000.0,755121706000.0,196277284000.0,256645508000.0,32517120000.0,1950631369000.0,
SSMS.JK,2020-12-31,9054784000.0,540919171000.0,7905143639000.0,4847544021000.0,,685998949000.0,12775930059000.0,952500000000.0,277010243000.0,2999418119000.0,302621311000.0,,354706731000.0,2930952587000.0,1907844191000.0,1438666723000.0,49140320000.0,354706731000.0,4539946295000.0,3415644666000.0,4838489237000.0,642907781000.0,6158679879000.0,585659808000.0,125052575000.0,184581437000.0,23242399000.0,1880331727000.0,
SSMS.JK,2019-12-31,7161764000.0,540919171000.0,7776637385000.0,4049556432000.0,,701692636000.0,11845204657000.0,952500000000.0,323411778000.0,2421488684000.0,246187274000.0,,134648577000.0,3096088442000.0,2202460781000.0,1308913204000.0,33553032000.0,134648577000.0,4642393712000.0,3283334037000.0,4042394668000.0,278431215000.0,6221536907000.0,474666520000.0,90017732000.0,143659128000.0,19010840000.0,816226702000.0,
SSMS.JK,2018-12-31,7778577000.0,540919171000.0,7226929956000.0,4050627270000.0,,508805118000.0,11296112298000.0,952500000000.0,383856433000.0,2435669532000.0,218151935000.0,,121538567000.0,511132798000.0,2304638750000.0,1156484796000.0,9129392000.0,121538567000.0,4579445684000.0,6102755239000.0,4042848693000.0,2933688386000.0,5852293225000.0,455277777000.0,38096796000.0,104091001000.0,18555072000.0,95000000000.0,20000000000.0
