emiten,tanggal,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares
DMAS.JK,2021-12-31,,,766193847946,2994375769,714740525315,144424230934,844948559038,700524328104,700524328104,,-56849041733,,,,51335429147,1440736819516,740212491412,595788260478,65669519842,,714858418799,714740525315
DMAS.JK,2020-12-31,,,1422649315269,3537157948,1347650476293,230562553119,1613686460253,1383123907134,1383123907134,,-90731255855,,,,74073930619,2629300300189,1246176393055,1015613839936,39525408135,,1348575384650,1347650476293
DMAS.JK,2019-12-31,,,1405047375639,3405942979,1334935791773,193427152154,1481893691853,1288466539699,1288466539699,,-90731255855,,,,69626456346,2650255153377,1361788613678,1168361461524,116580835940,,1335420919293,1334935791773
DMAS.JK,2018-12-31,,,540610130099,3508719606,496250204093,137514041944,579176874169,441662832225,441662832225,,-90731255855,,,,44245159661,1036229521794,594566689569,457052647625,98947297874,,496364970438,496250204093
ERAA.JK,2021-12-31,,,1495064863000,323421883000,1012375634000,3256879773000,4779134013000,1633829786000,1633829786000,-129924709000,-184367208000,,,,377147615000,43466976696000,41833146910000,38687842683000,-138764923000,,1117917248000,1012375634000
ERAA.JK,2020-12-31,,,917316742000,279201945000,612004625000,2521222162000,3391773940000,1084821390000,1084821390000,-215134192000,-180617827000,,,,246144605000,34113454845000,33028633455000,30721680905000,-167504648000,,671172137000,612004625000
ERAA.JK,2019-12-31,,,472719996000,156912608000,295066452000,2306139401000,2829325487000,762180153000,762180153000,-243520476000,-312703038000,,,,147136805000,32944902671000,32182722518000,30115577184000,-289460157000,,325583191000,295066452000
ERAA.JK,2018-12-31,,,1203140844000,132827603000,850089697000,1826005024000,3150549769000,1473760315000,1473760315000,-149547896000,-334353229000,,,,313800061000,34744177481000,33270417166000,31593627712000,-270619471000,,889340783000,850089697000
CMNP.JK,2021-12-31,,,914767323000,971126545000,737587843000,109826886000,1146134764000,990634938000,990634938000,34114566000,-200838764000,,,,205429935000,4437589419000,3446954481000,3291454655000,-75867615000,,709337388000,737587843000
CMNP.JK,2020-12-31,,,509277227000,858790036000,448129359000,104320774000,962988500000,786389948000,786389948000,61043513000,-380287636000,,,,134177127000,2588528412000,1802138464000,1625539912000,-277112721000,,375100100000,448129359000
CMNP.JK,2019-12-31,,,868864668000,789042304000,758668998000,169522699000,1337512611000,1118934871000,1118934871000,39252410000,-372010846000,,,,179011201000,3527913944000,2408979073000,2190401333000,-250070203000,,689853467000,758668998000
CMNP.JK,2018-12-31,,,887835891088,599031522844,755859306042,266098051314,1228472990681,908569290924,908569290924,36347325787,-131926891758,,,,157252115254,3821122529642,2912553238718,2592649538961,-20733399836,,730583775834,755859306042
EDGE.JK,2021-12-31,,,161723000000,4768000000,123570000000,48004000000,201542000000,152459000000,152459000000,1079000000,-192000000,,,,37850000000,619942000000,467483000000,418400000000,9264000000,,123873000000,123570000000
EDGE.JK,2020-12-31,,,153322000000,2997000000,121777000000,42380000000,176553000000,137625000000,137625000000,-3452000000,-181000000,,,,34702000000,475673000000,338048000000,299120000000,15697000000,3386000000.0,118620000000,121777000000
EDGE.JK,2019-12-31,,,115508438590,2855977306,102292537178,41293941946,157170131905,112609216415,112609216415,3266973544,-181000000,,,,28685061979,344752781258,232143564843,187582649353,2899222175,16162844180.0,86823376611,102292537178
EDGE.JK,2018-12-31,,,74388743828,2104088692,73379702116,35611213840,108861754159,70108596789,70108596789,3141943530,-398722946,,,,19080861172,223825470889,153716874100,114963716730,4280147039,18072092239.0,55307882656,73379702116
INDY.JK,2021-12-31,,,508881599,120315132,57719504,145401075,918121801,625444214,625444214,11329643,-103368142,,,,301463775,3069161119,2443716905,2151039318,-116562615,-144101228,207417824,57719504
INDY.JK,2020-12-31,,,-113450151,181713784,-117542428,101401484,173306287,-42231468,-42231468,-21490503,-90864462,,,,7519945,1813826560,1856058028,1640520273,-71218683,17522322,-120970096,-117542428
INDY.JK,2019-12-31,,,73829504,195101417,-18160152,137177141,426701469,162462748,162462748,-8609728,-98619325,,,,68837070,2782676420,2620213672,2355974951,-88633244,17522322,4992434,-18160152
INDY.JK,2018-12-31,,,277694685,178566447,80067586,133158938,641215316,377809562,377809562,-5420299,-98020396,,,,179832496,2962860901,2585051339,2321645585,-100114877,17522322,97862189,80067586
BNBA.JK,2021-12-31,,,59072747958,,44449400923,205013986351,280951670795,0,73827334254,2110350190,,,,,14623347035,290845770396,217018436142,9894099601,-14754586296,,44449400923,44449400923
BNBA.JK,2020-12-31,,,53471358172,,35053333152,224129867436,292036456900,0,65410254820,2496334644,,,,,18418025020,300871594814,235461339994,8835137914,-11938896648,,35053333152,35053333152
BNBA.JK,2019-12-31,,,70829124380,,51167901115,227354799929,315665485087,0,82668504345,5642180813,,,,,19661223265,324472012990,241803508645,8806527903,-11839379965,,51167901115,51167901115
BNBA.JK,2018-12-31,,,126522545756,,92897864488,220965966209,362603487713,0,137368859512,4268661992,,,,,33624681268,370476391910,233107532398,7872904197,-10846313756,,92897864488,92897864488
MCAS.JK,2021-12-31,,,158154111103,1010886111486,63078307688,121490190590,221727579501,86115076749,86115076749,3423992162,-19011130444,,,,16795644701,12675430974543,12589315897794,12453703395042,72039034354,,141358466402,63078307688
MCAS.JK,2020-12-31,,,95427281591,854087467449,25638796168,97933131309,219260201309,115559417888,115559417888,5767652112,-19288922568,,,,23028618158,11334436937908,11218877520020,11115176736599,-20132136297,,72398663433,25638796168
MCAS.JK,2019-12-31,,,186477897390,1048550912508,92288699765,100965064596,250469928087,144058335307,144058335307,5446528184,-16144094076,,,,34209520891,11090421731942,10946363396635,10839951803855,42419562083,,152268376499,92288699765
MCAS.JK,2018-12-31,,,290213961508,394164807565,235216823661,64407458842,167386789048,96800739258,96800739258,6178590948,-9369230975,,,,27641980362,6358847199021,6262046459763,6191460409973,193413222250,,262571981146,235216823661
WSKT.JK,2021-12-31,,,-845925899784,5391659874555,-1096212049912,2305100736693,1898486125466,-406614611227,-406614611227,,-4840185769843,,,,992807542191,12224128315553,12630742926780,10325642190087,-439311288557,,-1838733441975,-1096212049912
WSKT.JK,2020-12-31,,,-8667869169812,8232699173716,-7359679861100,4724338963488,1054432854648,-3669906108840,-3669906108840,,-4877332458300,,,,619924028000,16190456515103,19860362623943,15136023660455,-4997963060972,,-9287793197812,-7359679861100
WSKT.JK,2019-12-31,,,2035067343153,11236061197428,938142364887,1371547283663,5604642763405,4035292999372,4035292999372,197802480370.0,-3620533969507,,,,1006168975262,31387389629869,27352096630497,25782746866464,-2000225656219,,1028898367891,938142364887
WSKT.JK,2018-12-31,,,7025957874050,10886002685490,3962838031865,1667745969535,8862618748898,6771397203176,6771397203176,423475576187.0,-2459241670378,,,,2406390168497,48788950838822,42017553635646,39926332089924,254560670874,,4619567705553,3962838031865
DMND.JK,2021-12-31,,,449922000000,16870000000,346507000000,1024644000000,1441645000000,429245000000,429245000000,-17138000000,-3020000000,,,,98452000000,6973718000000,6544473000000,5532073000000,20677000000,,351470000000,346507000000
DMND.JK,2020-12-31,,,267246000000,11850000000,200434000000,1057455000000,1283549000000,219801000000,219801000000,-1427000000,-13095000000,,,,61657000000,6110155000000,5890354000000,4826606000000,47445000000,,205589000000,200434000000
DMND.JK,2019-12-31,,,491816000000,6660000000,364337000000,944350000000,1425606000000,482337000000,482337000000,-7848000000,-21815000000,,,,124953000000,6913792000000,6431455000000,5488186000000,9479000000,,366863000000,364337000000
DMND.JK,2018-12-31,,,426500000000,4192000000,315596000000,808103000000,1255724000000,447743000000,447743000000,-122000000,-23802000000,,,,108387000000,6231099000000,5783356000000,4975375000000,-21243000000,,318113000000,315596000000
BMAS.JK,2021-12-31,,,101542031000,,80162068000,217862438000,319202924000,0,101340486000,,,,,,21379963000,325394886000,224054400000,6191962000,201545000,,80162068000,80162068000
BMAS.JK,2020-12-31,,,89554695000,,66986471000,194936521000,282837647000,0,87901126000,,,,,,22568224000,288872965000,200971839000,6035318000,1653569000,,66986471000,66986471000
BMAS.JK,2019-12-31,,,80440261000,,59746814000,188691232000,272443417000,0,83752185000,,,,,,20693447000,279121207000,195369022000,6677790000,-3311924000,,59746814000,59746814000
BMAS.JK,2018-12-31,,,95214310000,,71013866000,184477863000,255278234000,0,70800371000,,,,,,24200444000,261022726000,190222355000,5744492000,24413939000,,71013866000,71013866000
TFAS.JK,2021-12-31,,,28220849036,14100048874,26627233138,31324887963,42811523770,9726521505,9726521505,1760114302,-5791700657,,,,1584484739,644576393167,634849871662,601764869397,18494327531,,26636364297,26627233138
TFAS.JK,2020-12-31,,,9848495903,2766673728,6485257601,27536630835,44390614538,14544068884,14544068884,2309914819,-6219609175,,,,3386070629,568485276455,553941207571,524094661917,-4695572981,,6462425274,6485257601
TFAS.JK,2019-12-31,,,24720607411,2067456426,18881388322,24895793027,54823707020,29318556851,29318556851,609357142,-5391692679,,,,6389532804,665609561999,636291005148,610785854979,-4597949440,,18331074607,18881388322
TFAS.JK,2018-12-31,,,25778659187,2443133422,19695609819,18053843441,51165674267,32530881774,32530881774,580949052,-6734732867,,,,6873224666,621868167237,589337285463,570702492970,-6752222587,,18905434521,19695609819
POLL.JK,2021-12-31,,,-130439909483,198777731884,-110597543672,99908413779,42301576141,-65627802521,-65627802521,8020964883,-73343010947,,,,6076601103,405660306162,471288108683,363358730021,-64812106962,,-136516510586,-110597543672
POLL.JK,2020-12-31,,,93725065789,223953382294,30354818414,88265514022,191940863954,95478217580,95478217580,8197132352,-37678961263,,,,7164375128,501177068128,405698850548,309236204174,-1753151791,,86560690661,30354818414
POLL.JK,2019-12-31,,,199266328966,499581191159,68506572042,139802564874,322655089759,180431437650,180431437650,2421087235,-792606411,,,,16645331516,684329100722,503897663072,361674010963,18834891316,,182620997450,68506572042
POLL.JK,2018-12-31,,,252221057589,385080142362,96221681995,109638916794,368777988384,236995962339,236995962339,22143109251,-1036475672,,,,23150300866,928461683975,691465721636,559683695591,15225095250,,229070756723,96221681995
IBST.JK,2021-12-31,,,218151089238,,63351210259,188900880894,489792161191,253251754805,253251754805,,-266359055958,,,,154799878979,975211333352,721959578547,485419172161,-35100665567,,63351210259,63351210259
IBST.JK,2020-12-31,,,140714362031,,67204167744,177263065242,555595359436,378638821037,378638821037,,-338613493292,,,,73510194287,1122276247134,743637426097,566680887698,-237924459006,,67204167744,67204167744
IBST.JK,2019-12-31,,,158384505246,,128831147635,170930067640,548821259032,377891191392,377891191392,,-226565339477,,,,29553357611,1087963086355,710071894963,539141827323,-219506686146,,128831147635,128831147635
IBST.JK,2018-12-31,,,160324820315,,146006831186,153007062236,490846239111,332541263198,332541263198,,-194821196421,,,,14317989129,897612636308,565071373110,406766397197,-172216442883,,146006831186,146006831186
PRDA.JK,2021-12-31,,,786575000000,,621623000000,875015000000,1632701000000,756054000000,756054000000,1632000000,-3531000000,,,,164952000000,2652257000000,1896203000000,1019556000000,30521000000,,621623000000,621623000000
PRDA.JK,2020-12-31,,,339078000000,,268747000000,742829000000,1046223000000,301695000000,301695000000,1699000000,-5162000000,,,,70331000000,1873375000000,1571680000000,827152000000,37383000000,,268747000000,268747000000
PRDA.JK,2019-12-31,,,264800000000,,210261000000,824392000000,1041011000000,217901000000,217901000000,-1282000000,-3321000000,,,,54539000000,1744271000000,1526370000000,703260000000,46899000000,,210261000000,210261000000
PRDA.JK,2018-12-31,,,221693000000,,175450000000,767955000000,942811000000,180277000000,180277000000,-5421000000,-5891000000,,,,46243000000,1599757000000,1419480000000,656946000000,41416000000,,175450000000,175450000000
BBMD.JK,2021-12-31,,,665573085996,,519580026420,147920948841,1044111056787,0,663679929893,232510178053,,,,,145993059576,1044111056787,380431126894,16078757515,1893156087,,519580026420,519580026420
BBMD.JK,2020-12-31,,,419976181196,,325932118524,360591884341,779617148899,0,416062698744,2962565814,,,,,94044062672,794999696894,378936998150,15382547995,3913482452,,325932118524,325932118524
BBMD.JK,2019-12-31,,,330773591197,,247573726183,356584663468,692169242341,0,332800210993,2784367880,,,,,83199865014,706650935450,373850724457,14481693109,-2026619796,,247573726183,247573726183
BBMD.JK,2018-12-31,,,355549291067,,265862564725,333592102333,697743226203,0,361176107154,2975016716,,,,,89686726342,710983026579,349806919425,13239800376,-5626816087,,265862564725,265862564725
SMSM.JK,2021-12-31,,,922168000000,390848000000,662041000000,431584000000,1337376000000,919247000000,919247000000,-13455000000,-16441000000,,,,193905000000,4162931000000,3243684000000,2825555000000,2921000000,,728263000000,662041000000
SMSM.JK,2020-12-31,,,684268000000,374185000000,487742000000,358771000000,1037285000000,681923000000,681923000000,-3409000000,-16355000000,,,,145152000000,3233693000000,2551770000000,2196408000000,2345000000,,539116000000,487742000000
SMSM.JK,2019-12-31,,,822042000000,353156000000,577522000000,399526000000,1191640000000,831433000000,831433000000,-39319000000,-3900000000,,,,183366000000,3935811000000,3104378000000,2744171000000,-9391000000,,638676000000,577522000000
SMSM.JK,2018-12-31,,,828281000000,287078000000,556904000000,374861000000,1193245000000,804695000000,804695000000,13689000000,-5724000000,,,,194731000000,3933353000000,3128658000000,2740108000000,23586000000,,633550000000,556904000000
LSIP.JK,2021-12-31,,,1246886000000,1308000000,991238000000,298957000000,1857950000000,1613439000000,1613439000000,-54446000000,-441000000,,,,256441000000,4525473000000,2912034000000,2667523000000,-366553000000,,990445000000,991238000000
LSIP.JK,2020-12-31,,,860439000000,2101000000,696011000000,263283000000,1055650000000,813867000000,813867000000,-21500000000,-585000000,,,,164949000000,3536721000000,2722854000000,2481071000000,46572000000,,695490000000,696011000000
LSIP.JK,2019-12-31,,,352743000000,2622000000,253902000000,371691000000,655200000000,318011000000,318011000000,-34502000000,-597000000,,,,100113000000,3699439000000,3381428000000,3044239000000,34732000000,,252630000000,253902000000
LSIP.JK,2018-12-31,,,417052000000,3894000000,331364000000,373080000000,667526000000,308879000000,308879000000,-14433000000,-425000000,,,,87626000000,4019846000000,3710967000000,3352320000000,108173000000,,329426000000,331364000000
ROTI.JK,2021-12-31,,,376045893335,47206458,281341473267,1379174868085,1733386067501,408374281101,408374281101,-54163081685,-50201979296,,,,94705210879,3287623237457,2879248956356,1554237169956,-32328387766,,281340682456,281341473267
ROTI.JK,2020-12-31,,,160357537779,47997269,215050714497,1549938805650,1753572777759,248866407461,248866407461,-45232435352,-80883885810,,,,-8252744699,3212034546032,2963168138571,1458461768273,-88508869682,,168610282478,215050714497
ROTI.JK,2019-12-31,,,347098820613,23401842082,301002075111,1516907426625,1810282611390,345920872707,345920872707,-52545687942,-66295550224,,,,110580263193,3337022314624,2991101441917,1526739703234,1177947906,,236518557420,301002075111
ROTI.JK,2018-12-31,,,186936324915,75017233163,172687391659,1321154805460,1459614369062,176890555061,176890555061,-38430991459,-82233618970,,,,59764888552,2766545866684,2589655311623,1306931497622,10045769854,,127171436363,172687391659
TECH.JK,2021-12-31,,,5741497250,-1425568886,5934630056,13404919524,18280498216,4869951965,4869951965,5626727,,,,,1360134471,23583268237,18713316272,5302770021,871545285,,4381362779,5934630056
TECH.JK,2020-12-31,,,2451006376,-130590002,1660892048,14568091580,16976853847,2360062923,2360062923,48699344,-166301369.0,,,,848689636,21552522737,19192459814,4575668890,90943453,,1602316740,1660892048
TECH.JK,2019-12-31,,,2951639140,-72085368,2934659614,13429833932,15679013611,2102067457,2102067457,147112222,-466108469.0,,,,102761942,19652388299,17550320842,3973374688,849571683,,2848877198,2934659614
TECH.JK,2018-12-31,,,-12938021367,1868264,-12992939533,13213357818,6306608355,-7054620129,-7054620129,147870666,-5883105511.0,,,,61049902,11422980300,18477600429,5116371945,-5883401238,,-12999071269,-12992939533
KRAS.JK,2021-12-31,,,79297000,-44683000,62825000,124309000,205416000,65461000,65461000,15646000,-121414000,,,,17164000,2156070000,2090609000,1950654000,13836000,,62133000,62825000
KRAS.JK,2020-12-31,,,8167000,-44155000,23675000,115921000,138783000,134039000,134039000,-111177000,-138348000,,,,-14468000,1353657000,1219618000,1214874000,-125872000,,22635000,23675000
KRAS.JK,2019-12-31,,,-530542000,-42563000,-503658000,215707000,-36687000,-244712000,-244712000,-7682000,-150005000,,,,-25152000,1420500000,1665212000,1457187000,-285830000,,-505390000,-503658000
KRAS.JK,2018-12-31,,,-173067000,-40861000,-167500000,153750000,141336000,-14690000,-14690000,2276000,-112334000,,,,-5535000,1741847000,1756537000,1600511000,-158377000,,-167532000,-167500000
MPRO.JK,2021-12-31,,,-12314227000,380727532000,-13851774000,23559875000,27157292000,3357239000,3357239000,240178000,-18879670000,,,,1655133000,66958886000,63601647000,39801594000,-15671466000,,-13969360000,-13851774000
MPRO.JK,2020-12-31,,,16032387000,380845118000,12800231000,32023304000,68753970000,36114105000,36114105000,616561000,-21072589000,,,,3258884000,127195488000,91081383000,58441518000,-20081718000,,12773503000,12800231000
MPRO.JK,2019-12-31,,,54095945000,380871846000,50080892000,37113473000,140399946000,67796255000,67796255000,35490218000,-25582743000,,,,6529393000,236190246000,168393991000,95790300000,-13700310000,,47566552000,50080892000
MPRO.JK,2018-12-31,,,-41436360000,383386186000,-42206194000,26423366000,14047764000,-26514370000,-26514370000,14138768000,-27489203000,,,,1063448000,42419068000,68933438000,28371304000,-14921990000,,-42499808000,-42206194000
FILM.JK,2021-12-31,,,52205028918,5622233819,33670492951,38747513323,142722721401,69503381500,69503381500,2271579229,-414305939,,,,22068880339,255041469597,185538088097,112318748196,-17298352582,,30136148579,33670492951
FILM.JK,2020-12-31,,,-53296952892,9156578191,-56959984824,38845066850,13548847979,-57571011365,-57571011365,1912660118,-343446303,,,,5499568259,122365818348,179936829713,108816970369,4274058473,,-58796521151,-56959984824
FILM.JK,2019-12-31,,,69952447729,10993114519,60964618745,53690856675,138435794159,63876030571,63876030571,2163583824,-379345423,,,,8995733804,250246383324,186370352753,111810589165,6076417158,,60956713925,60964618745
FILM.JK,2018-12-31,,,139415577730,1001019339,109049067647,65961898071,214207469485,132259546658,132259546658,2108012070,-10542640,,,,30366522840,293928098413,161668551755,79720628928,7156031072,,109049054890,109049067647
HERO.JK,2021-12-31,,,-484255000000,,-963526000000,1114726000000,1412335000000,-255293000000,-255293000000,244775000000,-237318000000,,,,447824000000,3481227000000,3736520000000,2068892000000,-228962000000,-31447000000,-932079000000,-963526000000
HERO.JK,2020-12-31,,,-407259000000,,-1214602000000,1336293000000,1688951000000,-322674000000,-322674000000,460714000000,-84155000000,,,,111597000000,3559333000000,3882007000000,1870382000000,-84585000000,-695746000000,-518856000000,-1214602000000
HERO.JK,2019-12-31,,,-19725000000,,-28216000000,2956217000000,3230247000000,33391000000,33391000000,5543000000,-4934000000,,,,8491000000,12181025000000,12147634000000,8950778000000,-53116000000,-695746000000,-28216000000,-28216000000
HERO.JK,2018-12-31,,,-1226593000000,,-1250189000000,3119400000000,3495249000000,-74500000000,-74500000000,470000000,-6076000000,,,,23596000000,12970389000000,13044889000000,9475140000000,-1152093000000,-695746000000,-1250189000000,-1250189000000
ESSA.JK,2021-12-31,,,10094942,87317934,13969192,22628701,110289275,86414233,86414233,1246341,-70998623,,,,-4259486,303437230,217022997,193147955,-76319291,,14354428,13969192
ESSA.JK,2020-12-31,,,-39420425,115396316,-19126417,15684332,9377124,-7166551,-7166551,859343,-33029630,,,,-5851732,175514454,182681005,166137330,-32253874,,-33568693,-19126417
ESSA.JK,2019-12-31,,,-11532216,120985292,2637947,15709483,39085469,23003113,23003113,372873,-38890027,,,,-12122159,221911797,198908684,182826328,-34535329,,589943,2637947
ESSA.JK,2018-12-31,,,24423352,122889919,33904083,13033328,63094812,49088740,49088740,972744,-23189156,,,,-15202927,148041610,98952870,84946798,-24665388,,39626279,33904083
ADMF.JK,2021-12-31,,,1598203000000,,1212700000000,4044554000000,4418655000000,0,1627977000000,-1253876000000,,,,,385503000000,4504118000000,2876141000000,85463000000,-29774000000,,1212700000000,1212700000000
ADMF.JK,2020-12-31,,,1476435000000,,1025573000000,3854772000000,4420294000000,0,1507448000000,-941926000000,,,,,450862000000,4498685000000,2991237000000,78391000000,-31013000000,,1025573000000,1025573000000
ADMF.JK,2019-12-31,,,2879136000000,,2108691000000,4307228000000,6049553000000,0,2886657000000,-1144332000000,,,,,770445000000,6171165000000,3284508000000,121612000000,-7521000000,,2108691000000,2108691000000
ADMF.JK,2018-12-31,,,2484569000000,,1815263000000,4045334000000,5749149000000,0,2506926000000,-803111000000,,,,,669306000000,5818381000000,3311455000000,69232000000,-22357000000,,1815263000000,1815263000000
